ts_code,trade_date,trade_count,buy_elg_amount,buy_elg_vol,sell_elg_amount,sell_elg_vol,buy_lg_amount,buy_lg_vol,sell_lg_amount,sell_lg_vol,buy_md_amount,buy_md_vol,sell_md_amount,sell_md_vol,buy_sm_amount,buy_sm_vol,sell_sm_amount,sell_sm_vol,net_mf_amount,net_mf_vol
600835.SH,20250821,76292.0,10259.0,34094.87,7197.51,24017.73,33121.79,110173.2,28551.85,94915.27,49161.56,163841.08,51938.06,172958.76,53494.06,178406.73,58348.99,194624.12,-32838.17,-110318.7
300212.SZ,20250821,73492.0,13951.81,57022.0,8919.69,36570.0,35561.31,145788.37,28377.36,116348.14,32904.99,134846.24,35289.15,144593.27,25612.92,105057.72,35444.83,145202.92,5084.82,20664.47
002202.SZ,20250821,39394.0,5128.4,48662.47,5925.9,56236.42,10253.22,97244.5,10401.33,98658.19,15648.3,148340.7,13235.15,125481.54,12683.69,120275.12,14151.24,134146.64,-1655.62,-15981.13
600521.SH,20250821,74765.0,21164.51,96478.08,23474.13,107034.45,35009.86,159654.82,30985.75,141048.0,50641.06,230845.22,52054.45,237349.63,50374.62,229723.75,50675.72,231269.79,-20904.95,-96036.65
300121.SZ,20250821,13041.0,723.47,5000.0,772.43,5343.0,4031.32,27850.54,5399.56,37288.0,7244.12,50027.0,6969.62,48138.4,6058.06,41847.4,4915.35,33955.54,-4912.16,-33998.94
001308.SZ,20250821,18726.0,1623.53,6333.0,835.39,3274.0,3773.27,14716.45,4194.72,16376.37,5927.23,23131.35,6320.87,24655.86,7696.57,30051.48,7669.62,29926.05,-3572.96,-13937.64
688819.SH,20250821,8102.0,240.72,837.59,3.54,12.26,2203.15,7661.25,920.4,3199.09,2741.61,9536.37,2747.46,9555.35,3934.07,13679.28,5448.15,18947.79,-3715.28,-12931.73
000155.SZ,20250821,12875.0,1076.07,10445.0,2745.82,26648.0,5040.91,48924.0,6922.13,67204.0,7390.05,71742.0,5743.31,55748.0,5538.61,53771.0,3634.4,35282.0,-2880.42,-28036.0
600508.SH,20250821,8457.0,247.0,2000.0,500.48,4061.0,733.96,5955.0,1536.78,12465.0,2030.45,16472.06,1354.75,10987.41,2994.98,24297.98,2614.38,21211.63,886.99,7191.74
000166.SZ,20250821,50288.0,6824.15,122024.45,14599.32,261582.0,16097.92,288622.79,16230.95,291043.66,18260.08,327398.65,16031.92,287301.8,19029.91,341296.65,13349.88,239415.08,2759.46,48280.8
301086.SZ,20250821,16936.0,1758.86,2587.5,2663.5,3937.0,10807.11,15888.5,9689.64,14252.86,12303.8,18102.65,11922.25,17543.53,9993.88,14736.48,10588.26,15581.74,-4711.41,-6986.81
300785.SZ,20250821,16935.0,337.81,968.0,947.41,2728.0,4324.36,12477.0,5429.99,15691.0,9143.28,26424.25,8299.43,23971.5,8792.72,25409.5,7921.34,22888.25,-1969.72,-5757.27
600594.SH,20250821,46551.0,135.8,3011.0,321.89,7132.0,3404.46,75605.0,3187.68,70792.0,6772.44,150118.6,7001.45,155107.05,14795.11,328256.77,14596.78,323960.32,-4153.44,-92718.53
603718.SH,20250821,9668.0,0.0,0.0,246.36,3356.0,1423.33,19378.4,1001.17,13619.4,3146.76,42841.0,3285.94,44728.8,4037.4,54955.3,4074.01,55470.5,-1184.1,-16196.7
000752.SZ,20250821,3582.0,187.99,1677.0,800.97,7092.01,2351.4,20645.0,2115.38,18609.0,3129.35,27529.0,3056.62,26825.99,1893.17,16661.02,1588.94,13985.02,-736.08,-6603.94
688058.SH,20250821,4096.0,291.56,893.09,138.35,427.0,1043.27,3206.04,903.72,2770.25,2180.03,6690.77,2437.32,7479.9,2856.69,8758.87,2892.16,8871.62,-516.41,-1593.63
688258.SH,20250821,11113.0,1789.58,2293.59,1910.95,2487.67,6515.68,8474.35,6319.25,8219.7,12940.36,16873.98,13165.13,17132.47,12247.9,15953.51,12098.19,15755.59,-2197.33,-2861.05
605588.SH,20250821,13787.0,532.37,962.0,1291.14,2329.0,4357.71,7847.87,4397.68,7939.52,9620.52,17356.13,8892.1,16038.48,11555.38,20854.0,11485.05,20713.0,-3705.27,-6660.6
600550.SH,20250821,58282.0,2850.21,31273.0,2062.81,22765.3,10179.45,112197.21,9440.85,103975.7,27509.1,303336.3,27248.07,300298.17,33879.64,373513.62,35666.66,393280.96,-10171.18,-113309.11
002916.SZ,20250821,49869.0,26954.68,19013.1,24039.14,17019.93,38766.52,27354.11,47990.7,33929.17,57540.17,40682.2,53346.67,37702.08,38440.96,27227.75,36325.82,25625.98,-1620.73,-1344.78
688466.SH,20250821,5640.0,808.9,3186.11,475.44,1920.13,2483.42,9950.33,2344.33,9337.92,4794.17,19269.38,4830.73,19403.76,4251.1,17099.99,4687.08,18844.0,36.96,259.81
301217.SZ,20250821,83958.0,10230.58,32314.07,16602.5,53163.86,34988.88,111211.93,44541.93,141899.12,54692.04,174398.46,53379.96,170096.12,52716.66,168513.61,38103.77,121278.97,-25517.15,-81306.35
300761.SZ,20250821,22435.0,2337.79,11893.4,1671.95,8496.0,8458.37,42910.2,8635.44,43879.4,11939.63,60603.6,13052.21,66202.6,11517.74,58398.4,10893.94,55227.6,6330.06,32033.2
603920.SH,20250821,56573.0,10651.11,28569.32,11653.82,31296.88,22047.01,59202.69,24923.03,66926.47,39659.68,106513.35,37610.9,100978.98,45034.76,120943.09,43204.8,116026.12,-10081.12,-27113.83
600188.SH,20250821,59313.0,3220.63,24515.1,6574.02,50298.76,13820.58,105427.68,15334.04,116840.79,30673.84,233684.61,27823.31,211895.49,36792.76,280242.4,34776.44,264834.75,18248.62,139142.23
600080.SH,20250821,10954.0,254.45,3165.0,0.0,0.0,321.06,4003.0,449.9,5596.0,1624.62,20201.19,1601.93,19928.19,3093.61,38488.77,3241.9,40333.77,-807.73,-10088.04
301009.SZ,20250821,32273.0,1458.23,8721.0,953.56,5782.0,5118.74,30883.0,6118.44,36900.0,9186.44,55396.21,10262.85,61800.0,12378.53,74679.67,10807.09,65197.88,-3412.39,-20567.84
000035.SZ,20250821,15971.0,914.64,20353.08,1182.04,26289.0,3038.73,67689.0,4212.15,93830.0,5384.51,119939.0,4819.37,107341.0,5162.62,114980.0,4286.94,95501.08,-152.4,-3604.92
688135.SH,20250821,10466.0,662.11,2898.44,115.88,508.9,2817.96,12435.57,2491.35,10980.99,6305.61,27829.32,5724.5,25244.83,6002.17,26473.54,7456.14,32902.15,-4082.89,-18097.31
603668.SH,20250821,7748.0,411.48,2974.0,384.85,2793.0,827.87,6003.7,1334.25,9661.9,3535.91,25649.2,3246.2,23548.87,4148.37,30098.2,3958.34,28721.33,-471.61,-3428.54
300638.SZ,20250821,57016.0,10649.37,35442.7,16777.07,55910.65,35380.53,117485.16,35379.3,117581.69,39134.75,129988.77,36344.87,120737.92,30757.5,102311.26,27420.9,90997.63,-20052.25,-66790.95
002443.SZ,20250821,13250.0,883.84,12074.0,515.5,7037.0,3091.83,42401.0,3952.22,54264.0,3254.63,44588.03,3250.61,44561.0,4103.5,56345.0,3615.47,49546.03,157.84,2042.03
300815.SZ,20250821,53591.0,5462.38,19637.0,8846.65,31821.28,16550.1,59500.2,25216.96,90664.04,29690.05,106733.4,26267.52,94444.96,28974.14,104266.84,20345.55,73207.16,-9329.19,-33599.12
301448.SZ,20250821,11652.0,1933.94,5126.0,689.29,1814.8,4672.58,12520.9,4992.77,13338.1,6169.13,16531.88,5568.15,14921.3,4893.97,13116.48,6419.4,17221.06,-3272.94,-8686.36
603757.SH,20250821,74568.0,12539.71,25927.25,12523.85,25531.2,34761.6,71386.63,32416.93,66144.61,56476.2,115298.05,58084.87,118777.81,54814.33,111608.82,55566.18,113767.13,17998.12,34792.59
300674.SZ,20250821,65391.0,15348.68,54211.85,19889.01,70435.7,46144.91,163288.11,48287.87,171270.86,56432.42,199866.22,54688.2,193648.25,38353.41,136209.81,33414.33,118221.18,-5223.35,-19294.95
300067.SZ,20250821,25842.0,3370.54,62036.14,1863.31,34239.44,9409.08,172833.04,8261.41,151887.59,11175.9,205334.93,11925.24,219173.44,7554.03,138908.0,9459.6,173811.64,2933.1,53327.17
002758.SZ,20250821,8467.0,5.51,59.0,104.23,1122.0,937.07,10062.0,1422.38,15281.0,1495.39,16069.0,2035.32,21858.62,2723.68,29254.0,1599.72,17182.38,463.63,4954.24
600258.SH,20250821,20510.0,2377.23,16299.0,1351.58,9288.0,5384.25,36943.42,6387.76,43810.05,13203.64,90583.39,13012.51,89250.43,12659.66,86812.41,12872.92,88289.74,-5756.98,-39591.88
688147.SH,20250821,17527.0,1114.75,2969.75,536.73,1431.57,10457.46,27750.45,8437.94,22375.85,12363.34,32774.38,11849.79,31415.91,13103.49,34737.47,16214.58,43008.72,-4599.09,-12351.95
301208.SZ,20250821,18672.0,2167.09,4332.0,5672.49,11346.51,14230.67,28358.89,15076.29,30153.77,18333.09,36575.8,17081.96,34073.27,11734.29,23482.15,8634.41,17175.29,-5028.49,-10297.06
002124.SZ,20250821,9723.0,1943.7,64290.0,3928.98,129981.0,5858.74,193622.6,4579.83,151429.57,5796.9,191507.25,5223.97,172547.38,3766.0,124424.0,3632.57,119885.9,115.05,3365.67
600865.SH,20250821,10350.0,187.4,2000.0,174.77,1868.0,399.21,4258.0,753.36,8039.0,2178.63,23254.0,2561.62,27333.34,4796.15,51165.0,4071.64,43436.66,723.74,7707.04
603819.SH,20250821,10722.0,118.97,935.0,291.22,2294.0,1459.77,11544.9,1900.06,15030.0,3526.02,27897.19,3015.28,23848.91,5158.32,40796.0,5056.52,40000.18,1381.34,10847.51
002530.SZ,20250821,37835.0,4621.37,43800.0,8152.05,77543.0,11737.79,111389.4,12488.32,118651.8,17108.9,162539.22,16342.45,155109.49,15656.18,148767.87,12141.43,115192.2,-5083.56,-49022.59
688039.SH,20250821,9461.0,739.78,1434.77,728.75,1419.32,4020.01,7866.63,5553.12,10863.81,8744.14,17111.82,7693.8,15062.16,8398.69,16423.03,7926.94,15490.96,-2490.4,-4871.69
000565.SZ,20250821,19494.0,1406.16,15843.0,819.52,9278.0,4112.71,46402.03,4213.41,47554.0,7947.95,89735.0,7740.05,87370.0,7340.61,82928.0,8034.45,90706.03,-3406.84,-38674.03
300491.SZ,20250821,39622.0,5343.11,22287.0,3561.45,14917.0,13569.71,56367.0,14675.61,61338.7,19717.17,82192.0,18436.5,76815.62,15749.26,66115.74,17705.69,73890.42,-1081.95,-4514.82
300197.SZ,20250821,18370.0,0.0,0.0,0.0,0.0,8940.56,384054.5,7155.09,307510.75,5177.14,222375.0,6563.51,281948.0,4724.67,203049.5,5123.77,220020.25,1122.96,46584.0
688169.SH,20250821,21917.0,8359.17,4023.85,7578.6,3650.4,16138.8,7771.73,19454.97,9350.36,73409.11,35299.31,73591.29,35398.12,9350.53,4493.65,6632.75,3189.66,13581.78,6525.84
300568.SZ,20250821,74643.0,8223.21,67639.45,16643.7,136755.89,23533.89,193347.0,27625.0,226865.64,33403.33,274222.41,27621.48,226704.64,31771.44,260916.16,25041.68,205798.85,-35633.82,-293161.52
603519.SH,20250821,9412.0,0.0,0.0,190.07,1441.0,915.8,6820.0,862.72,6428.0,2414.67,18001.84,1968.39,14670.72,3618.69,26994.04,3927.98,29276.16,57.7,419.72
301278.SZ,20250821,4042.0,13.89,38.5,0.0,0.0,545.45,1511.0,676.37,1874.9,1564.69,4333.5,1573.73,4357.7,2205.0,6109.8,2078.92,5760.2,-559.61,-1555.2
688448.SH,20250821,12341.0,854.97,1458.34,1678.33,2913.68,5227.55,8962.88,6251.11,10705.89,9532.3,16366.41,9032.56,15489.3,12825.02,21952.76,11477.84,19631.52,-4045.13,-6906.43
300346.SZ,20250821,54787.0,7037.55,20399.49,14385.5,41806.9,25380.58,73454.43,29126.47,84328.98,33046.17,95663.51,30817.36,89145.69,32552.55,94318.09,23687.53,68553.95,-15728.33,-45642.38
002082.SZ,20250821,24487.0,401.75,5082.0,1183.6,14875.0,3139.31,39562.0,4643.22,58533.0,5911.55,74485.53,6929.25,87381.28,9992.65,125979.0,6689.19,84319.25,-3200.49,-40493.47
600965.SH,20250821,10529.0,0.0,0.0,0.0,0.0,602.27,11451.0,810.36,15396.0,1928.73,36685.65,2107.95,40072.78,3782.72,71927.48,3395.42,64595.35,673.18,12642.09
600651.SH,20250821,96496.0,7730.02,106921.0,7671.97,105753.0,18662.37,259091.14,19381.39,268794.88,37466.74,520611.4,37567.29,522140.17,49801.99,692021.02,49040.48,681956.51,-1540.06,-25510.88
300471.SZ,20250821,12994.0,147.31,1240.0,1207.62,10245.0,2316.72,19625.0,3636.26,30776.45,5130.71,43424.0,4786.43,40505.04,5297.34,44832.99,3261.77,27595.5,-2210.47,-18723.89
300756.SZ,20250821,6932.0,283.17,873.0,564.7,1755.0,2932.53,9088.0,2703.4,8370.0,3455.72,10704.0,3053.0,9451.0,2813.23,8718.53,3163.55,9807.53,-963.32,-3007.53
300190.SZ,20250821,11056.0,780.77,19646.0,226.66,5792.0,1084.81,27567.8,1252.07,31658.0,1620.42,41157.8,1992.48,50612.2,2229.93,56763.6,2244.71,57073.0,1360.85,34286.4
300930.SZ,20250821,5286.0,222.3,679.0,475.06,1452.0,1315.37,4006.0,2339.24,7128.58,3441.44,10489.83,3510.85,10694.07,3574.53,10884.58,2228.5,6784.76,-2239.76,-6827.43
688658.SH,20250821,16233.0,102.72,320.0,273.26,864.74,5265.07,16997.82,4219.55,13620.77,9421.6,30383.58,10043.42,32385.84,12312.42,39672.15,12565.59,40502.2,-6650.08,-21513.83
301298.SZ,20250821,6864.0,560.53,3142.0,808.64,4529.0,701.32,3915.0,638.67,3573.26,2054.14,11466.0,1816.08,10135.0,2556.8,14283.42,2609.4,14569.16,276.78,1545.38
000932.SZ,20250821,53678.0,2745.34,47158.0,2185.84,37694.0,9474.94,163201.81,12793.99,220671.11,19538.24,337025.72,17473.29,301412.67,17401.85,300456.6,16707.26,288064.35,-1035.57,-18796.39
301216.SZ,20250821,28216.0,2451.45,15083.0,1188.26,7352.0,10266.01,62892.26,9426.52,57862.1,10854.68,66685.88,12046.77,73873.53,9568.29,58789.16,10478.88,64362.67,-276.98,-2064.0
002033.SZ,20250821,14469.0,659.35,7179.0,954.65,10456.6,3719.66,40600.2,4257.01,46473.0,5520.85,60289.0,6292.77,68686.49,5464.79,59658.88,3860.22,42110.99,-1212.43,-13324.92
603398.SH,20250821,6304.0,231.52,4401.0,252.76,4828.0,2517.21,48005.0,2355.56,44880.44,4613.99,87819.8,4743.74,90290.4,3977.2,75714.4,3987.85,75941.36,-3065.71,-58487.4
603185.SH,20250821,28279.0,1467.6,7104.0,1948.31,9466.43,5207.24,25269.93,5165.19,25034.48,12146.41,58908.64,11077.23,53714.28,15351.14,74407.84,15981.66,77475.22,-1912.75,-9388.39
000560.SZ,20250821,23270.0,4223.05,138045.88,4568.85,149518.88,5594.71,182996.86,5489.4,179507.08,7361.24,240887.3,7497.75,245255.06,7155.64,234106.0,6778.64,221755.02,-6440.19,-211682.56
600477.SH,20250821,12157.0,135.5,5000.0,112.49,4151.0,1280.75,47315.91,1475.99,54495.2,2892.47,106868.6,2971.16,109720.24,4316.11,159367.5,4065.18,150185.57,241.53,8513.97
002654.SZ,20250821,73134.0,14692.21,115841.3,7995.27,63419.0,27353.47,216206.0,25362.43,200768.64,32539.94,257454.7,35341.81,279361.68,28672.88,227048.62,34559.0,273001.3,5601.85,43115.58
603359.SH,20250821,34549.0,1498.5,19291.08,869.44,11123.0,5633.56,72770.0,5072.17,65400.4,9904.66,127950.49,9978.42,128927.32,14441.45,187009.55,15558.14,201570.4,3030.54,38519.2
000021.SZ,20250821,114321.0,28296.63,136777.35,31566.89,153132.78,49849.05,241055.42,45810.26,221561.64,54717.78,264749.35,50073.89,242103.52,41155.79,199284.83,46568.22,225069.01,-14820.5,-72573.15
603716.SH,20250821,66862.0,2640.71,9099.0,4495.96,15542.35,12170.78,41966.77,10215.79,35219.45,24648.2,84965.01,22853.54,78750.38,43417.26,149749.76,45311.66,156268.36,-21414.01,-74379.14
600056.SH,20250821,17360.0,473.01,4297.8,1645.15,14967.8,4852.65,44115.78,4428.68,40254.2,8066.9,73328.42,7854.53,71383.2,9517.36,86503.96,8981.56,81640.76,3591.4,32608.44
600919.SH,20250821,77707.0,16716.39,148324.25,19356.53,171571.57,30325.77,268856.42,39000.32,345501.42,50799.12,449587.77,45341.72,401414.39,47327.83,418650.68,41470.53,366931.74,5621.46,48523.58
600513.SH,20250821,97656.0,11145.89,40530.06,15468.61,57444.02,32012.64,118014.15,32713.27,120702.41,51848.37,191596.74,51664.63,190525.93,69387.21,256940.19,64547.58,238408.78,-20996.87,-77345.56
603688.SH,20250821,105170.0,39293.2,90589.29,19972.57,46503.25,54992.32,129208.53,61210.88,143458.6,80002.14,189219.4,86868.7,204593.76,70559.03,167094.34,76794.53,181555.95,7036.68,17574.32
001380.SZ,20250821,10738.0,291.38,1203.0,1192.8,4908.0,3356.13,13814.16,4954.84,20412.3,7883.02,32463.23,6876.14,28329.84,6072.95,25027.49,4579.7,18857.74,-5232.3,-21558.84
300054.SZ,20250821,67642.0,10038.51,31600.0,7827.5,24797.0,30785.35,97316.85,35568.22,112721.43,32961.6,104297.0,37776.45,119464.51,35254.5,111935.98,27867.78,88166.89,-8680.07,-27656.87
002038.SZ,20250821,22737.0,461.75,5691.0,1047.31,12892.0,3019.24,37129.0,3474.93,42720.93,5584.72,68622.5,4688.43,57583.98,5474.99,67293.83,5330.03,65539.42,-2348.88,-29087.67
688787.SH,20250821,13391.0,3686.29,2854.95,3855.8,3009.88,11913.71,9209.13,10967.14,8464.71,20450.06,15781.83,19112.67,14759.43,17624.99,13592.84,19739.44,15204.73,-12030.21,-9325.87
688011.SH,20250821,10856.0,355.8,852.81,334.44,797.38,2905.2,6994.34,2770.31,6676.52,4100.5,9871.87,4184.12,10064.95,8365.47,20102.61,8438.1,20282.78,-2232.51,-5358.59
002350.SZ,20250821,12285.0,132.86,1820.0,125.85,1719.0,1514.77,20691.0,2068.55,28237.91,3023.97,41285.5,2498.25,34105.9,3136.9,42812.83,3115.85,42546.52,-2148.77,-29363.83
300158.SZ,20250821,64280.0,2778.21,33122.0,6820.36,81394.42,14422.85,171075.71,18041.33,214704.51,23976.0,285116.26,22988.88,273104.16,23226.55,276429.34,16553.04,196540.22,-13758.78,-163770.09
300584.SZ,20250821,37778.0,2212.34,4158.0,6108.0,11474.0,9023.67,16892.0,14212.45,26653.0,15521.22,29059.0,18693.85,35019.0,25546.18,47929.0,13289.11,24892.0,-1385.35,-2572.0
300576.SZ,20250821,28296.0,2330.05,5894.6,5766.66,14618.24,13439.12,34080.85,15481.53,39284.91,18749.32,47572.01,15954.83,40474.5,16876.55,42838.98,14192.02,36008.79,-11487.48,-29201.66
001231.SZ,20250821,3946.0,0.0,0.0,613.63,2790.0,438.92,1996.0,100.07,455.0,1230.31,5605.0,1109.35,5058.0,2007.06,9153.9,1853.23,8451.9,754.1,3422.48
600855.SH,20250821,19207.0,2368.03,14788.0,1540.61,9638.3,5101.02,31927.66,4880.01,30544.17,8803.34,55091.64,9259.66,57926.41,10917.1,68324.92,11509.21,72023.34,-3573.1,-22400.54
002559.SZ,20250821,21052.0,423.31,4138.0,1180.96,11469.0,4855.57,47188.0,5865.23,57040.0,8906.36,86569.0,8113.23,78856.0,7688.61,74720.0,6714.44,65250.0,-5940.88,-57867.0
688028.SH,20250821,6554.0,85.85,341.1,101.28,400.0,1153.36,4544.36,1440.04,5681.63,2337.59,9202.08,2008.01,7898.17,3673.48,14460.0,3700.96,14567.74,-937.78,-3697.62
002060.SZ,20250821,9664.0,290.82,7860.0,825.68,22294.0,1621.47,43787.0,1222.33,33008.0,2878.07,77702.0,2270.74,61319.0,3013.64,81373.0,3485.25,94101.0,414.65,10993.68
600859.SH,20250821,22998.0,4105.85,28513.16,2405.17,16717.38,7747.26,53743.32,8180.51,56730.8,15369.64,106652.45,16120.29,111859.58,14390.44,99831.39,14907.21,103432.56,-6448.14,-44843.84
001203.SZ,20250821,22277.0,1201.04,9926.0,3843.18,31894.0,6812.22,56220.11,4784.66,39475.0,9874.83,81472.03,8475.29,69797.0,7816.44,64539.0,8601.41,70991.14,-1110.07,-9569.76
601328.SH,20250821,51827.0,9480.28,125549.65,9752.42,129066.83,27247.89,360783.44,30799.34,407670.61,33352.3,441425.87,33545.21,444056.47,31570.66,417802.31,27554.17,364767.36,3529.96,45600.83
300699.SZ,20250821,31648.0,3065.43,9719.55,4585.58,14544.32,15320.85,48560.08,17050.65,54069.49,23502.49,74539.66,21191.62,67196.29,16133.55,51174.93,15194.46,48184.12,-2045.32,-6609.0
300554.SZ,20250821,13196.0,316.35,1265.0,1007.99,4023.0,2261.06,9012.0,2783.53,11081.0,5225.72,20816.0,5142.79,20488.0,5722.69,22790.0,4591.51,18291.0,-2501.61,-9985.0
603806.SH,20250821,31200.0,823.25,5673.32,2074.25,14281.0,6145.27,42318.84,5786.51,39826.48,14586.63,100440.93,14666.82,100988.98,17952.61,123666.35,16980.18,117002.98,-4944.9,-34334.02
600551.SH,20250821,14511.0,872.33,9286.8,790.94,8358.0,4907.56,52036.32,5489.76,58289.09,9852.39,104503.3,9511.13,100853.1,8834.7,93736.96,8675.15,92063.19,546.32,5567.36
003005.SZ,20250821,17027.0,108.54,450.0,1792.3,7340.98,2428.37,9951.4,5317.87,21802.56,9205.94,37679.6,9198.71,37635.92,11287.63,46192.0,6721.61,27493.54,-7428.48,-30420.52
603400.SH,20250821,15126.0,908.93,1330.0,1046.43,1551.0,6958.47,10273.92,6390.33,9431.07,12220.2,18036.56,12606.09,18597.59,12824.13,18946.37,12868.87,19007.19,-6280.01,-9294.89
600864.SH,20250821,114463.0,13251.23,163460.02,17731.86,217459.65,40975.64,507510.97,40494.57,502248.57,61755.26,765049.07,58781.06,728474.29,65477.55,813830.09,64452.18,801667.64,-33681.46,-420518.01
688201.SH,20250821,34924.0,606.96,4428.98,2373.32,17459.38,10113.32,75006.81,10062.72,74581.3,18507.06,137246.85,17853.83,132396.69,20082.78,149044.58,19020.26,141289.85,8852.46,65455.46
300910.SZ,20250821,17980.0,1921.63,3054.0,1438.19,2282.0,8390.1,13345.3,8325.65,13244.7,12295.92,19559.88,12129.44,19314.99,11502.91,18297.8,12217.27,19415.29,5566.13,8902.8
603901.SH,20250821,42236.0,1324.15,11545.0,364.23,3190.0,4481.47,39172.0,2264.85,19803.0,8576.24,74968.0,7030.31,61444.28,16735.07,146269.0,21457.54,187516.72,-8399.52,-73581.64
000157.SZ,20250821,30851.0,8138.03,108112.81,8004.12,106296.15,13145.83,174781.93,12001.91,159572.7,14927.61,198478.0,16635.77,221267.9,13464.72,179065.63,13034.39,173301.62,-3346.53,-45081.35
600433.SH,20250821,8216.0,101.12,3200.0,206.46,6503.0,1241.84,39151.14,1790.72,56414.18,2259.76,71249.61,1961.08,61825.64,2955.78,93195.83,2600.23,82053.76,144.76,4302.46
688535.SH,20250821,10019.0,3499.64,3588.47,2736.92,2805.87,14120.59,14483.89,14273.4,14629.53,17632.52,18070.64,17266.6,17704.48,10269.19,10529.46,11245.01,11532.58,-9149.96,-9432.04
002226.SZ,20250821,35611.0,1241.98,18869.0,3141.22,47817.0,6073.26,92483.4,7658.86,116631.0,10338.14,157498.8,10338.96,157484.6,12417.92,189167.77,8932.25,136086.37,-6690.1,-102379.83
300628.SZ,20250821,26432.0,2020.65,5665.0,1196.16,3355.91,9514.52,26700.35,9190.59,25803.8,14311.2,40166.19,11765.29,33022.34,14197.18,39868.02,17891.52,50217.51,-1727.87,-4911.74
301281.SZ,20250821,9724.0,265.01,712.0,351.79,941.0,2888.62,7764.71,3040.48,8199.0,6074.75,16348.02,5379.55,14492.31,4874.64,13156.79,5331.21,14349.21,171.0,449.82
603090.SH,20250821,10700.0,132.04,400.0,302.69,917.0,2439.41,7419.0,2182.56,6629.0,4468.43,13569.0,4787.34,14539.0,6856.53,20812.0,6623.82,20115.0,-887.43,-2742.0
