TS_CODE,TRADE_DATE,UP_LIMIT,DOWN_LIMIT
000566.SZ,20250819,6.97,5.71
000567.SZ,20250819,7.54,6.17
000568.SZ,20250819,137.31,112.35
000570.SZ,20250819,6.52,5.34
000571.SZ,20250819,4.88,4.0
000572.SZ,20250819,4.96,4.06
000573.SZ,20250819,4.61,3.77
000576.SZ,20250819,12.54,10.26
000581.SZ,20250819,22.58,18.48
000582.SZ,20250819,9.12,7.46
000586.SZ,20250819,13.48,11.03
000589.SZ,20250819,5.04,4.12
000590.SZ,20250819,13.79,11.29
000591.SZ,20250819,4.97,4.07
000592.SZ,20250819,3.37,2.75
000593.SZ,20250819,7.24,5.92
000595.SZ,20250819,5.25,4.75
000596.SZ,20250819,163.27,133.59
000597.SZ,20250819,6.45,5.27
000598.SZ,20250819,7.67,6.27
000599.SZ,20250819,5.56,4.55
000600.SZ,20250819,8.14,6.66
000601.SZ,20250819,5.8,4.74
000603.SZ,20250819,17.59,14.39
000605.SZ,20250819,7.93,6.49
000607.SZ,20250819,5.09,4.17
000608.SZ,20250819,1.95,1.77
000609.SZ,20250819,3.45,3.13
000610.SZ,20250819,14.26,11.66
000612.SZ,20250819,10.0,8.18
000615.SZ,20250819,3.37,3.05
000617.SZ,20250819,9.72,7.96
000619.SZ,20250819,6.9,5.64
000620.SZ,20250819,1.79,1.47
000623.SZ,20250819,22.08,18.06
000625.SZ,20250819,14.36,11.75
000626.SZ,20250819,7.68,6.28
000627.SZ,20250819,1.66,1.5
000628.SZ,20250819,62.58,51.2
000629.SZ,20250819,3.03,2.48
000630.SZ,20250819,4.68,3.83
000631.SZ,20250819,3.28,2.68
000632.SZ,20250819,4.37,3.57
000633.SZ,20250819,7.65,6.26
000635.SZ,20250819,9.9,8.1
000636.SZ,20250819,16.38,13.4
000637.SZ,20250819,4.58,3.74
000638.SZ,20250819,4.66,4.22
000639.SZ,20250819,3.55,2.91
000650.SZ,20250819,6.36,5.2
000651.SZ,20250819,52.42,42.89
000652.SZ,20250819,4.96,4.06
000655.SZ,20250819,9.54,7.8
000656.SZ,20250819,1.47,1.33
000657.SZ,20250819,19.9,16.28
000659.SZ,20250819,3.2,2.62
000661.SZ,20250819,113.29,92.69
000663.SZ,20250819,7.56,6.18
000665.SZ,20250819,6.59,5.39
000668.SZ,20250819,9.47,8.57
000669.SZ,20250819,3.52,3.18
000670.SZ,20250819,9.06,7.42
000672.SZ,20250819,10.02,8.2
000676.SZ,20250819,10.05,8.23
000677.SZ,20250819,6.26,5.12
000678.SZ,20250819,17.82,14.58
000679.SZ,20250819,11.08,9.06
000680.SZ,20250819,10.91,8.93
000681.SZ,20250819,23.43,19.17
000682.SZ,20250819,12.0,9.82
000683.SZ,20250819,6.48,5.3
000685.SZ,20250819,11.21,9.17
000686.SZ,20250819,9.66,7.9
000688.SZ,20250819,15.69,12.83
000690.SZ,20250819,5.21,4.27
000691.SZ,20250819,7.3,6.6
000692.SZ,20250819,3.95,3.23
000695.SZ,20250819,13.11,10.73
000697.SZ,20250819,8.51,7.7
000698.SZ,20250819,4.53,3.71
000700.SZ,20250819,10.4,8.51
000701.SZ,20250819,6.77,5.54
000702.SZ,20250819,8.71,7.13
000703.SZ,20250819,6.8,5.56
000705.SZ,20250819,10.34,8.46
000707.SZ,20250819,7.27,5.95
000708.SZ,20250819,13.73,11.23
000709.SZ,20250819,2.61,2.13
000710.SZ,20250819,16.13,13.19
000711.SZ,20250819,1.89,1.71
000712.SZ,20250819,16.93,13.85
000713.SZ,20250819,7.89,6.45
000715.SZ,20250819,6.71,5.49
000716.SZ,20250819,7.19,5.89
000717.SZ,20250819,3.1,2.54
000718.SZ,20250819,2.46,2.02
000719.SZ,20250819,14.37,11.75
000720.SZ,20250819,3.96,3.24
000721.SZ,20250819,9.86,8.06
000722.SZ,20250819,14.22,11.64
000723.SZ,20250819,5.08,4.16
000725.SZ,20250819,4.35,3.56
000726.SZ,20250819,7.77,6.35
000727.SZ,20250819,2.82,2.3
000728.SZ,20250819,10.01,8.19
000729.SZ,20250819,13.42,10.98
000731.SZ,20250819,7.92,6.48
000733.SZ,20250819,55.51,45.41
000735.SZ,20250819,7.01,5.73
000736.SZ,20250819,5.1,4.62
000737.SZ,20250819,12.71,10.4
000738.SZ,20250819,22.96,18.78
000739.SZ,20250819,18.16,14.86
000750.SZ,20250819,5.06,4.14
000751.SZ,20250819,3.71,3.03
000752.SZ,20250819,11.7,10.58
000753.SZ,20250819,6.14,5.02
000755.SZ,20250819,5.41,4.43
000756.SZ,20250819,18.26,14.94
000757.SZ,20250819,5.38,4.4
000758.SZ,20250819,6.86,5.62
000759.SZ,20250819,8.21,6.71
000761.SZ,20250819,4.06,3.32
000762.SZ,20250819,24.93,20.39
000766.SZ,20250819,25.72,21.04
000767.SZ,20250819,3.31,2.71
000768.SZ,20250819,30.8,25.2
000776.SZ,20250819,23.0,18.82
000777.SZ,20250819,23.38,19.13
000778.SZ,20250819,4.09,3.35
000779.SZ,20250819,10.4,8.51
000782.SZ,20250819,5.96,4.88
000783.SZ,20250819,8.9,7.28
000785.SZ,20250819,3.26,2.66
000786.SZ,20250819,29.49,24.13
000788.SZ,20250819,7.02,5.74
000789.SZ,20250819,6.7,5.48
000790.SZ,20250819,4.62,3.78
000791.SZ,20250819,7.11,5.81
000792.SZ,20250819,21.21,17.35
000793.SZ,20250819,2.73,2.47
000795.SZ,20250819,13.19,10.79
000796.SZ,20250819,5.81,4.75
000797.SZ,20250819,3.05,2.49
000798.SZ,20250819,9.12,7.46
000799.SZ,20250819,57.7,47.21
000800.SZ,20250819,7.77,6.35
000801.SZ,20250819,19.97,16.34
000802.SZ,20250819,5.47,4.47
000803.SZ,20250819,8.24,6.74
000807.SZ,20250819,19.05,15.59
000809.SZ,20250819,3.2,2.62
000810.SZ,20250819,13.51,11.05
000811.SZ,20250819,16.6,13.58
000812.SZ,20250819,5.41,4.43
000813.SZ,20250819,4.62,3.78
000815.SZ,20250819,16.35,13.37
000816.SZ,20250819,3.47,2.84
000818.SZ,20250819,25.99,21.27
000819.SZ,20250819,18.03,14.75
000820.SZ,20250819,2.82,2.56
000821.SZ,20250819,13.39,10.95
000822.SZ,20250819,6.58,5.38
000823.SZ,20250819,15.22,12.46
000825.SZ,20250819,4.57,3.74
000826.SZ,20250819,2.2,1.8
000828.SZ,20250819,12.36,10.12
000829.SZ,20250819,11.54,9.44
000830.SZ,20250819,13.39,10.95
000831.SZ,20250819,49.43,40.45
000833.SZ,20250819,13.6,11.12
000837.SZ,20250819,14.28,11.68
000838.SZ,20250819,3.12,2.56
000839.SZ,20250819,2.99,2.45
000848.SZ,20250819,9.75,7.97
000850.SZ,20250819,5.1,4.18
000851.SZ,20250819,1.71,1.55
000852.SZ,20250819,7.6,6.22
000856.SZ,20250819,13.31,10.89
000858.SZ,20250819,136.13,111.38
000859.SZ,20250819,7.84,6.42
000860.SZ,20250819,17.55,14.36
000862.SZ,20250819,6.16,5.04
000863.SZ,20250819,3.87,3.17
000868.SZ,20250819,6.38,5.22
000869.SZ,20250819,23.78,19.46
000875.SZ,20250819,5.85,4.79
000876.SZ,20250819,10.71,8.77
000877.SZ,20250819,6.3,5.16
000878.SZ,20250819,15.28,12.5
000880.SZ,20250819,57.57,47.11
000881.SZ,20250819,8.82,7.22
000882.SZ,20250819,2.18,1.78
000883.SZ,20250819,5.04,4.12
000885.SZ,20250819,16.38,13.4
000886.SZ,20250819,7.35,6.01
000887.SZ,20250819,23.68,19.38
000888.SZ,20250819,15.32,12.54
000889.SZ,20250819,4.33,3.55
000890.SZ,20250819,4.68,3.83
000892.SZ,20250819,5.85,4.79
000893.SZ,20250819,34.1,27.9
000895.SZ,20250819,27.64,22.62
000897.SZ,20250819,2.64,2.16
000898.SZ,20250819,2.96,2.42
000899.SZ,20250819,10.4,8.51
000900.SZ,20250819,4.77,3.91
000901.SZ,20250819,22.77,18.63
000902.SZ,20250819,15.51,12.69
000903.SZ,20250819,3.27,2.95
000905.SZ,20250819,9.03,7.39
000906.SZ,20250819,7.21,5.9
000908.SZ,20250819,6.02,5.44
000909.SZ,20250819,6.57,5.95
000910.SZ,20250819,8.58,7.02
000911.SZ,20250819,8.88,7.26
000912.SZ,20250819,4.94,4.04
000913.SZ,20250819,18.74,15.34
000915.SZ,20250819,37.5,30.68
000917.SZ,20250819,8.61,7.05
000919.SZ,20250819,7.84,6.42
000920.SZ,20250819,12.4,10.14
000921.SZ,20250819,26.96,22.06
000922.SZ,20250819,13.75,11.25
000923.SZ,20250819,15.8,12.92
000925.SZ,20250819,8.98,7.34
000926.SZ,20250819,3.4,2.78
000927.SZ,20250819,2.99,2.45
000928.SZ,20250819,7.3,5.98
000929.SZ,20250819,8.57,7.75
000930.SZ,20250819,7.02,5.74
000931.SZ,20250819,6.0,4.91
000932.SZ,20250819,6.03,4.93
000933.SZ,20250819,20.87,17.07
000935.SZ,20250819,22.15,18.13
000936.SZ,20250819,8.28,6.78
000937.SZ,20250819,6.7,5.48
000938.SZ,20250819,29.11,23.81
000948.SZ,20250819,22.83,18.68
000949.SZ,20250819,4.42,3.62
000950.SZ,20250819,5.9,4.82
000951.SZ,20250819,19.97,16.34
000952.SZ,20250819,7.48,6.12
000953.SZ,20250819,8.4,6.88
000955.SZ,20250819,5.45,4.46
000957.SZ,20250819,12.24,10.02
000958.SZ,20250819,7.76,6.35
000959.SZ,20250819,4.52,3.7
000960.SZ,20250819,20.24,16.56
000962.SZ,20250819,22.87,18.71
000963.SZ,20250819,48.62,39.78
000965.SZ,20250819,4.97,4.07
000966.SZ,20250819,4.99,4.09
000967.SZ,20250819,7.89,6.45
000968.SZ,20250819,7.91,6.47
000969.SZ,20250819,15.32,12.54
000970.SZ,20250819,16.61,13.59
000972.SZ,20250819,3.92,3.54
000973.SZ,20250819,7.93,6.49
000975.SZ,20250819,19.91,16.29
000977.SZ,20250819,67.18,54.96
000978.SZ,20250819,7.06,5.78
000980.SZ,20250819,2.67,2.19
000981.SZ,20250819,2.3,1.88
000983.SZ,20250819,7.98,6.53
000985.SZ,20250819,20.81,17.03
000987.SZ,20250819,8.7,7.12
000988.SZ,20250819,57.46,47.02
000989.SZ,20250819,13.59,11.12
000990.SZ,20250819,8.72,7.14
000993.SZ,20250819,11.79,9.65
000995.SZ,20250819,16.12,13.19
000997.SZ,20250819,32.23,26.37
000998.SZ,20250819,10.98,8.98
000999.SZ,20250819,33.35,27.29
001201.SZ,20250819,18.13,14.83
001202.SZ,20250819,17.29,14.15
001203.SZ,20250819,13.35,10.93
001205.SZ,20250819,18.08,14.8
001206.SZ,20250819,28.25,23.11
001207.SZ,20250819,28.77,23.54
001208.SZ,20250819,13.84,11.32
001209.SZ,20250819,19.93,16.31
001210.SZ,20250819,16.94,13.86
001211.SZ,20250819,27.12,22.19
001212.SZ,20250819,59.07,48.33
001213.SZ,20250819,4.69,3.83
001215.SZ,20250819,31.79,26.01
001216.SZ,20250819,16.01,13.1
001217.SZ,20250819,12.86,10.52
001218.SZ,20250819,20.92,17.12
001219.SZ,20250819,15.55,12.73
001221.SZ,20250819,53.56,43.82
001222.SZ,20250819,22.92,18.76
001223.SZ,20250819,52.36,42.84
001225.SZ,20250819,44.21,36.17
001226.SZ,20250819,39.22,32.09
001227.SZ,20250819,2.73,2.23
001228.SZ,20250819,27.91,22.83
001229.SZ,20250819,37.69,30.83
001230.SZ,20250819,29.49,24.13
001231.SZ,20250819,23.49,19.22
001234.SZ,20250819,25.8,21.11
001236.SZ,20250819,14.77,12.09
001238.SZ,20250819,50.47,41.29
001239.SZ,20250819,18.93,15.49
001255.SZ,20250819,37.91,31.01
001256.SZ,20250819,27.45,22.46
001258.SZ,20250819,7.88,6.44
001259.SZ,20250819,29.3,23.98
001260.SZ,20250819,22.28,18.23
001266.SZ,20250819,32.14,26.3
001267.SZ,20250819,14.55,11.91
001268.SZ,20250819,39.07,31.97
001269.SZ,20250819,32.85,26.87
001270.SZ,20250819,45.49,41.15
001277.SZ,20250819,62.24,50.92
001278.SZ,20250819,20.77,16.99
001279.SZ,20250819,44.19,36.15
001282.SZ,20250819,23.33,19.09
001283.SZ,20250819,87.42,71.52
001286.SZ,20250819,10.2,8.34
001287.SZ,20250819,24.59,20.12
001288.SZ,20250819,25.98,21.26
001289.SZ,20250819,18.32,14.99
001296.SZ,20250819,23.06,18.86
001298.SZ,20250819,37.86,30.98
001299.SZ,20250819,13.57,11.11
001300.SZ,20250819,14.47,11.84
001301.SZ,20250819,60.7,49.66
001306.SZ,20250819,110.57,90.47
001308.SZ,20250819,26.96,22.06
001309.SZ,20250819,102.42,83.8
001311.SZ,20250819,26.51,21.69
001313.SZ,20250819,8.42,6.89
001314.SZ,20250819,58.32,47.72
001316.SZ,20250819,40.51,33.15
001317.SZ,20250819,52.0,42.54
001318.SZ,20250819,15.82,12.94
001319.SZ,20250819,31.25,25.57
001322.SZ,20250819,9.92,8.12
001323.SZ,20250819,35.68,29.2
001324.SZ,20250819,24.86,20.34
001326.SZ,20250819,39.29,32.15
001328.SZ,20250819,48.84,39.96
001330.SZ,20250819,5.39,4.41
001331.SZ,20250819,14.09,11.53
001332.SZ,20250819,42.68,34.92
001333.SZ,20250819,24.85,20.33
001335.SZ,20250819,44.41,36.33
001336.SZ,20250819,25.47,20.84
001337.SZ,20250819,25.71,21.03
001338.SZ,20250819,12.98,10.62
001339.SZ,20250819,65.75,53.79
001356.SZ,20250819,16.45,13.46
001358.SZ,20250819,27.09,22.17
001359.SZ,20250819,57.26,46.85
001360.SZ,20250819,17.4,14.24
001366.SZ,20250819,14.07,11.51
001367.SZ,20250819,29.39,24.05
001368.SZ,20250819,28.18,23.06
001373.SZ,20250819,35.77,29.27
001376.SZ,20250819,13.46,11.02
001378.SZ,20250819,25.34,20.74
001379.SZ,20250819,25.12,20.56
001380.SZ,20250819,26.73,21.87
001382.SZ,20250819,24.12,19.74
001387.SZ,20250819,16.05,13.13
001388.SZ,20250819,52.6,43.04
001389.SZ,20250819,76.19,62.33
001390.SZ,20250819,27.1,22.18
001391.SZ,20250819,7.54,6.17
001395.SZ,20250819,57.0,46.64
001400.SZ,20250819,82.17,67.23
001696.SZ,20250819,28.08,22.98
001872.SZ,20250819,22.44,18.36
001896.SZ,20250819,6.12,5.0
001914.SZ,20250819,13.9,11.38
001965.SZ,20250819,12.13,9.93
001979.SZ,20250819,9.96,8.15
002001.SZ,20250819,25.28,20.68
002003.SZ,20250819,12.28,10.04
002004.SZ,20250819,4.98,4.08
002005.SZ,20250819,2.8,2.54
002006.SZ,20250819,19.9,16.28
002007.SZ,20250819,18.47,15.11
002008.SZ,20250819,37.2,30.44
002009.SZ,20250819,19.57,16.01
002010.SZ,20250819,6.8,5.56
002011.SZ,20250819,15.2,12.44
002012.SZ,20250819,6.69,5.47
002014.SZ,20250819,12.34,10.1
002015.SZ,20250819,13.79,11.29
002016.SZ,20250819,6.12,5.0
002017.SZ,20250819,38.36,31.38
002019.SZ,20250819,17.6,14.4
002020.SZ,20250819,21.36,17.48
002021.SZ,20250819,2.64,2.16
002022.SZ,20250819,8.18,6.7
002023.SZ,20250819,12.44,10.18
002024.SZ,20250819,2.0,1.81
002025.SZ,20250819,56.66,46.36
002026.SZ,20250819,15.48,12.66
002027.SZ,20250819,8.77,7.17
002028.SZ,20250819,92.38,75.58
002029.SZ,20250819,8.23,6.73
002030.SZ,20250819,7.8,6.38
002031.SZ,20250819,9.05,7.41
002032.SZ,20250819,57.37,46.94
002033.SZ,20250819,9.88,8.08
002034.SZ,20250819,19.7,16.12
002035.SZ,20250819,7.19,5.89
002036.SZ,20250819,12.6,10.31
002037.SZ,20250819,13.17,10.77
002038.SZ,20250819,8.97,7.34
002039.SZ,20250819,17.39,14.23
002040.SZ,20250819,11.07,9.05
002041.SZ,20250819,10.96,8.96
002042.SZ,20250819,5.68,4.64
002043.SZ,20250819,11.24,9.2
002044.SZ,20250819,6.08,4.98
002045.SZ,20250819,18.63,15.25
002046.SZ,20250819,36.81,30.11
002047.SZ,20250819,2.3,2.08
002048.SZ,20250819,25.3,20.7
002049.SZ,20250819,88.92,72.76
002050.SZ,20250819,31.81,26.03
002051.SZ,20250819,10.0,8.18
002052.SZ,20250819,18.25,14.93
002053.SZ,20250819,12.97,10.61
002054.SZ,20250819,7.68,6.28
002055.SZ,20250819,8.6,7.04
002056.SZ,20250819,18.88,15.44
002057.SZ,20250819,11.32,9.26
002058.SZ,20250819,14.36,13.0
002059.SZ,20250819,5.69,4.65
002060.SZ,20250819,4.02,3.29
002061.SZ,20250819,4.48,3.66
002062.SZ,20250819,7.28,5.96
002063.SZ,20250819,7.03,5.75
002064.SZ,20250819,8.53,6.98
002065.SZ,20250819,10.88,8.9
002066.SZ,20250819,14.23,11.65
002067.SZ,20250819,4.84,3.96
002068.SZ,20250819,13.01,10.65
002069.SZ,20250819,4.68,3.83
002072.SZ,20250819,7.99,6.53
002073.SZ,20250819,9.9,8.1
002074.SZ,20250819,33.72,27.59
002075.SZ,20250819,7.27,5.95
002076.SZ,20250819,2.0,1.81
002077.SZ,20250819,15.96,13.06
002078.SZ,20250819,16.08,13.16
002079.SZ,20250819,11.35,9.29
002080.SZ,20250819,36.85,30.15
002081.SZ,20250819,3.92,3.2
002082.SZ,20250819,8.82,7.22
002083.SZ,20250819,5.49,4.49
002084.SZ,20250819,3.83,3.13
002085.SZ,20250819,18.72,15.32
002086.SZ,20250819,3.25,2.66
002088.SZ,20250819,12.85,10.51
002090.SZ,20250819,11.34,9.28
002091.SZ,20250819,8.25,6.75
002092.SZ,20250819,5.21,4.27
002093.SZ,20250819,14.59,11.93
002094.SZ,20250819,9.64,7.88
002095.SZ,20250819,24.18,19.78
002096.SZ,20250819,15.35,12.56
002097.SZ,20250819,20.68,16.92
002098.SZ,20250819,10.56,8.64
002099.SZ,20250819,6.71,5.49
002100.SZ,20250819,7.11,5.81
002101.SZ,20250819,14.59,11.93
002102.SZ,20250819,4.58,3.74
002103.SZ,20250819,11.67,9.55
002104.SZ,20250819,33.55,27.45
002105.SZ,20250819,8.24,6.74
002106.SZ,20250819,12.29,10.05
002107.SZ,20250819,7.76,6.35
002108.SZ,20250819,4.29,3.51
002109.SZ,20250819,3.89,3.19
002110.SZ,20250819,4.93,4.03
002111.SZ,20250819,11.98,9.8
002112.SZ,20250819,15.24,12.47
002114.SZ,20250819,7.89,6.45
002115.SZ,20250819,9.49,7.77
002116.SZ,20250819,11.7,9.58
002117.SZ,20250819,14.14,11.57
002119.SZ,20250819,19.01,15.55
002120.SZ,20250819,9.63,7.88
002121.SZ,20250819,7.88,6.44
002122.SZ,20250819,4.42,3.62
002123.SZ,20250819,16.69,13.65
002124.SZ,20250819,3.3,2.7
002125.SZ,20250819,14.89,12.19
002126.SZ,20250819,41.28,33.78
002127.SZ,20250819,4.04,3.3
002128.SZ,20250819,21.84,17.87
002129.SZ,20250819,9.12,7.46
002130.SZ,20250819,27.78,22.73
002131.SZ,20250819,4.88,4.0
002132.SZ,20250819,4.26,3.48
002133.SZ,20250819,3.55,2.91
002134.SZ,20250819,27.38,22.4
002135.SZ,20250819,4.79,3.92
002136.SZ,20250819,12.1,9.9
002137.SZ,20250819,9.94,8.14
002138.SZ,20250819,34.58,28.3
002139.SZ,20250819,17.2,14.08
002140.SZ,20250819,11.3,9.24
002141.SZ,20250819,4.3,3.52
002142.SZ,20250819,30.8,25.2
002144.SZ,20250819,13.53,11.07
002145.SZ,20250819,4.75,3.89
002146.SZ,20250819,1.57,1.29
002148.SZ,20250819,15.42,12.62
002149.SZ,20250819,20.38,16.68
002150.SZ,20250819,13.93,11.39
002151.SZ,20250819,33.69,27.57
002152.SZ,20250819,15.15,12.39
002153.SZ,20250819,11.52,9.42
002154.SZ,20250819,4.2,3.44
002155.SZ,20250819,21.02,17.2
002156.SZ,20250819,32.51,26.6
002157.SZ,20250819,3.14,2.57
002158.SZ,20250819,23.85,19.51
002159.SZ,20250819,17.06,13.96
002160.SZ,20250819,4.93,4.03
002161.SZ,20250819,9.31,7.61
002162.SZ,20250819,5.12,4.19
002163.SZ,20250819,11.01,9.01
002164.SZ,20250819,12.6,10.31
002165.SZ,20250819,10.35,8.47
002166.SZ,20250819,9.47,7.75
002167.SZ,20250819,14.42,11.8
002168.SZ,20250819,4.68,4.24
002169.SZ,20250819,7.34,6.0
002170.SZ,20250819,11.1,9.08
002171.SZ,20250819,11.14,9.12
002172.SZ,20250819,4.59,3.75
002173.SZ,20250819,29.37,24.03
002174.SZ,20250819,19.02,15.56
002175.SZ,20250819,5.23,4.28
002176.SZ,20250819,10.43,8.53
002177.SZ,20250819,7.51,6.15
002178.SZ,20250819,7.99,6.53
002179.SZ,20250819,45.93,37.58
002180.SZ,20250819,26.84,21.96
002181.SZ,20250819,7.87,6.44
002182.SZ,20250819,15.99,13.09
002183.SZ,20250819,5.13,4.19
002184.SZ,20250819,15.29,12.51
002185.SZ,20250819,11.74,9.6
002186.SZ,20250819,12.55,10.27
002187.SZ,20250819,7.08,5.8
002188.SZ,20250819,6.2,5.08
002189.SZ,20250819,30.17,24.69
002190.SZ,20250819,40.27,32.95
002191.SZ,20250819,4.5,3.68
002192.SZ,20250819,40.11,32.81
002193.SZ,20250819,6.67,5.45
002194.SZ,20250819,15.05,12.31
002195.SZ,20250819,6.71,5.49
002196.SZ,20250819,10.26,8.4
002197.SZ,20250819,8.01,7.25
002198.SZ,20250819,7.25,5.93
002199.SZ,20250819,10.69,9.67
002200.SZ,20250819,7.58,6.86
002201.SZ,20250819,9.59,7.85
002202.SZ,20250819,11.44,9.36
002203.SZ,20250819,14.61,11.95
002204.SZ,20250819,7.39,6.05
002205.SZ,20250819,16.14,13.2
002206.SZ,20250819,7.14,5.84
002207.SZ,20250819,7.99,6.53
002208.SZ,20250819,7.74,6.34
002209.SZ,20250819,18.74,15.34
002210.SZ,20250819,3.38,2.76
002211.SZ,20250819,3.24,2.94
002212.SZ,20250819,8.94,7.32
002213.SZ,20250819,20.9,17.1
002214.SZ,20250819,11.24,10.17
002215.SZ,20250819,14.5,11.86
002216.SZ,20250819,12.57,10.29
002217.SZ,20250819,2.87,2.35
002218.SZ,20250819,4.06,3.32
002219.SZ,20250819,2.52,2.06
002221.SZ,20250819,10.24,8.38
002222.SZ,20250819,46.46,38.02
002223.SZ,20250819,39.22,32.09
002224.SZ,20250819,5.26,4.3
