TS_CODE,TRADE_DATE,UP_LIMIT,DOWN_LIMIT
000537.SZ,20250818,9.8,8.02
000538.SZ,20250818,61.56,50.36
000539.SZ,20250818,5.18,4.24
000541.SZ,20250818,7.48,6.12
000543.SZ,20250818,7.79,6.37
000544.SZ,20250818,9.27,7.59
000545.SZ,20250818,3.69,3.02
000546.SZ,20250818,5.78,4.73
000547.SZ,20250818,9.56,7.82
000548.SZ,20250818,6.09,4.99
000550.SZ,20250818,23.29,19.05
000551.SZ,20250818,13.51,11.05
000552.SZ,20250818,2.78,2.28
000553.SZ,20250818,7.55,6.17
000554.SZ,20250818,7.58,6.2
000555.SZ,20250818,15.07,12.33
000557.SZ,20250818,6.23,5.09
000558.SZ,20250818,6.4,5.24
000559.SZ,20250818,8.67,7.09
000560.SZ,20250818,3.29,2.69
000561.SZ,20250818,15.84,12.96
000563.SZ,20250818,4.13,3.38
000564.SZ,20250818,2.5,2.04
000565.SZ,20250818,9.38,7.68
000566.SZ,20250818,6.93,5.67
000567.SZ,20250818,7.32,5.99
000568.SZ,20250818,137.17,112.23
000570.SZ,20250818,6.47,5.29
000571.SZ,20250818,4.95,4.05
000572.SZ,20250818,4.95,4.05
000573.SZ,20250818,4.6,3.76
000576.SZ,20250818,12.41,10.15
000581.SZ,20250818,22.41,18.33
000582.SZ,20250818,9.11,7.45
000586.SZ,20250818,13.64,11.16
000589.SZ,20250818,5.04,4.12
000590.SZ,20250818,13.96,11.42
000591.SZ,20250818,4.96,4.06
000592.SZ,20250818,3.31,2.71
000593.SZ,20250818,7.29,5.97
000595.SZ,20250818,5.21,4.71
000596.SZ,20250818,161.98,132.53
000597.SZ,20250818,6.44,5.27
000598.SZ,20250818,7.69,6.29
000599.SZ,20250818,5.52,4.52
000600.SZ,20250818,8.18,6.7
000601.SZ,20250818,5.75,4.71
000603.SZ,20250818,17.46,14.28
000605.SZ,20250818,7.89,6.45
000607.SZ,20250818,5.04,4.12
000608.SZ,20250818,1.93,1.75
000609.SZ,20250818,3.42,3.1
000610.SZ,20250818,14.07,11.51
000612.SZ,20250818,9.98,8.16
000615.SZ,20250818,3.36,3.04
000617.SZ,20250818,9.79,8.01
000619.SZ,20250818,6.9,5.64
000620.SZ,20250818,1.78,1.46
000623.SZ,20250818,22.06,18.05
000625.SZ,20250818,14.22,11.64
000626.SZ,20250818,7.65,6.26
000627.SZ,20250818,1.66,1.5
000628.SZ,20250818,56.89,46.55
000629.SZ,20250818,3.03,2.48
000630.SZ,20250818,4.75,3.89
000631.SZ,20250818,3.28,2.68
000632.SZ,20250818,4.38,3.58
000633.SZ,20250818,7.35,6.01
000635.SZ,20250818,9.86,8.06
000636.SZ,20250818,16.23,13.28
000637.SZ,20250818,4.57,3.74
000638.SZ,20250818,4.58,4.14
000639.SZ,20250818,3.53,2.89
000650.SZ,20250818,6.38,5.22
000651.SZ,20250818,52.57,43.01
000652.SZ,20250818,4.95,4.05
000655.SZ,20250818,9.56,7.82
000656.SZ,20250818,1.48,1.34
000657.SZ,20250818,19.62,16.06
000659.SZ,20250818,3.25,2.66
000661.SZ,20250818,112.34,91.92
000663.SZ,20250818,7.56,6.18
000665.SZ,20250818,6.52,5.34
000668.SZ,20250818,9.73,8.81
000669.SZ,20250818,3.62,3.28
000670.SZ,20250818,8.87,7.25
000672.SZ,20250818,10.05,8.23
000676.SZ,20250818,9.93,8.13
000677.SZ,20250818,6.17,5.05
000678.SZ,20250818,17.52,14.34
000679.SZ,20250818,10.2,8.34
000680.SZ,20250818,10.95,8.96
000681.SZ,20250818,22.77,18.63
000682.SZ,20250818,12.02,9.84
000683.SZ,20250818,6.51,5.33
000685.SZ,20250818,11.41,9.33
000686.SZ,20250818,9.6,7.86
000688.SZ,20250818,15.77,12.91
000690.SZ,20250818,5.23,4.28
000691.SZ,20250818,7.26,6.56
000692.SZ,20250818,3.96,3.24
000695.SZ,20250818,13.18,10.78
000697.SZ,20250818,8.4,7.6
000698.SZ,20250818,4.48,3.66
000700.SZ,20250818,10.62,8.69
000701.SZ,20250818,6.66,5.45
000702.SZ,20250818,8.59,7.03
000703.SZ,20250818,6.7,5.48
000705.SZ,20250818,10.32,8.44
000707.SZ,20250818,7.16,5.86
000708.SZ,20250818,14.18,11.6
000709.SZ,20250818,2.62,2.14
000710.SZ,20250818,15.92,13.02
000711.SZ,20250818,1.8,1.62
000712.SZ,20250818,16.86,13.8
000713.SZ,20250818,7.88,6.44
000715.SZ,20250818,6.82,5.58
000716.SZ,20250818,7.18,5.88
000717.SZ,20250818,3.15,2.57
000718.SZ,20250818,2.48,2.03
000719.SZ,20250818,14.45,11.83
000720.SZ,20250818,3.89,3.19
000721.SZ,20250818,9.77,7.99
000722.SZ,20250818,13.83,11.31
000723.SZ,20250818,5.05,4.13
000725.SZ,20250818,4.36,3.56
000726.SZ,20250818,7.69,6.29
000727.SZ,20250818,2.68,2.2
000728.SZ,20250818,9.98,8.16
000729.SZ,20250818,13.43,10.99
000731.SZ,20250818,7.9,6.46
000733.SZ,20250818,54.93,44.95
000735.SZ,20250818,6.94,5.68
000736.SZ,20250818,5.09,4.61
000737.SZ,20250818,13.04,10.67
000738.SZ,20250818,22.84,18.68
000739.SZ,20250818,17.99,14.72
000750.SZ,20250818,4.96,4.06
000751.SZ,20250818,3.75,3.07
000752.SZ,20250818,11.53,10.43
000753.SZ,20250818,5.92,4.84
000755.SZ,20250818,5.42,4.44
000756.SZ,20250818,18.08,14.8
000757.SZ,20250818,5.39,4.41
000758.SZ,20250818,6.71,5.49
000759.SZ,20250818,8.18,6.7
000761.SZ,20250818,4.1,3.36
000762.SZ,20250818,24.68,20.2
000766.SZ,20250818,25.85,21.15
000767.SZ,20250818,3.29,2.69
000768.SZ,20250818,30.59,25.03
000776.SZ,20250818,23.41,19.15
000777.SZ,20250818,23.16,18.95
000778.SZ,20250818,4.09,3.35
000779.SZ,20250818,10.36,8.48
000782.SZ,20250818,5.42,4.44
000783.SZ,20250818,8.94,7.32
000785.SZ,20250818,3.22,2.64
000786.SZ,20250818,29.57,24.19
000788.SZ,20250818,6.94,5.68
000789.SZ,20250818,6.71,5.49
000790.SZ,20250818,4.6,3.76
000791.SZ,20250818,7.1,5.81
000792.SZ,20250818,21.09,17.25
000793.SZ,20250818,2.73,2.47
000795.SZ,20250818,12.95,10.59
000796.SZ,20250818,5.28,4.32
000797.SZ,20250818,3.01,2.47
000798.SZ,20250818,9.12,7.46
000799.SZ,20250818,55.69,45.57
000800.SZ,20250818,7.72,6.32
000801.SZ,20250818,19.25,15.75
000802.SZ,20250818,5.35,4.37
000803.SZ,20250818,7.72,6.32
000807.SZ,20250818,19.45,15.91
000809.SZ,20250818,3.22,2.64
000810.SZ,20250818,12.96,10.6
000811.SZ,20250818,15.71,12.85
000812.SZ,20250818,5.29,4.33
000813.SZ,20250818,4.7,3.84
000815.SZ,20250818,15.64,12.8
000816.SZ,20250818,3.45,2.83
000818.SZ,20250818,25.58,20.93
000819.SZ,20250818,18.03,14.75
000820.SZ,20250818,2.81,2.55
000821.SZ,20250818,13.28,10.86
000822.SZ,20250818,6.58,5.38
000823.SZ,20250818,14.96,12.24
000825.SZ,20250818,4.59,3.75
000826.SZ,20250818,2.18,1.78
000828.SZ,20250818,12.41,10.15
000829.SZ,20250818,11.26,9.22
000830.SZ,20250818,13.49,11.03
000831.SZ,20250818,46.11,37.73
000833.SZ,20250818,13.38,10.94
000837.SZ,20250818,14.25,11.66
000838.SZ,20250818,3.15,2.57
000839.SZ,20250818,2.96,2.42
000848.SZ,20250818,9.61,7.87
000850.SZ,20250818,5.06,4.14
000851.SZ,20250818,1.81,1.63
000852.SZ,20250818,7.65,6.26
000856.SZ,20250818,13.06,10.68
000858.SZ,20250818,135.41,110.79
000859.SZ,20250818,7.76,6.35
000860.SZ,20250818,17.42,14.26
000862.SZ,20250818,6.12,5.0
000863.SZ,20250818,3.86,3.16
000868.SZ,20250818,6.29,5.15
000869.SZ,20250818,23.56,19.28
000875.SZ,20250818,5.73,4.69
000876.SZ,20250818,10.63,8.69
000877.SZ,20250818,6.19,5.07
000878.SZ,20250818,15.49,12.67
000880.SZ,20250818,53.14,43.48
000881.SZ,20250818,8.78,7.18
000882.SZ,20250818,2.13,1.75
000883.SZ,20250818,5.05,4.13
000885.SZ,20250818,16.46,13.46
000886.SZ,20250818,7.23,5.91
000887.SZ,20250818,21.53,17.61
000888.SZ,20250818,15.26,12.48
000889.SZ,20250818,4.38,3.58
000890.SZ,20250818,4.66,3.82
000892.SZ,20250818,5.32,4.36
000893.SZ,20250818,34.62,28.32
000895.SZ,20250818,27.75,22.71
000897.SZ,20250818,2.65,2.17
000898.SZ,20250818,2.98,2.44
000899.SZ,20250818,10.22,8.36
000900.SZ,20250818,4.76,3.9
000901.SZ,20250818,21.8,17.84
000902.SZ,20250818,15.51,12.69
000903.SZ,20250818,3.27,2.95
000905.SZ,20250818,9.03,7.39
000906.SZ,20250818,7.19,5.89
000908.SZ,20250818,6.09,5.51
000909.SZ,20250818,6.63,5.99
000910.SZ,20250818,8.59,7.03
000911.SZ,20250818,8.75,7.16
000912.SZ,20250818,4.93,4.03
000913.SZ,20250818,18.93,15.49
000915.SZ,20250818,37.6,30.76
000917.SZ,20250818,8.42,6.89
000919.SZ,20250818,7.8,6.38
000920.SZ,20250818,12.38,10.13
000921.SZ,20250818,26.8,21.92
000922.SZ,20250818,13.57,11.11
000923.SZ,20250818,15.98,13.08
000925.SZ,20250818,8.79,7.19
000926.SZ,20250818,3.36,2.75
000927.SZ,20250818,3.0,2.46
000928.SZ,20250818,7.46,6.1
000929.SZ,20250818,8.6,7.78
000930.SZ,20250818,6.81,5.57
000931.SZ,20250818,6.02,4.92
000932.SZ,20250818,6.15,5.03
000933.SZ,20250818,21.56,17.64
000935.SZ,20250818,21.74,17.78
000936.SZ,20250818,8.06,6.6
000937.SZ,20250818,6.84,5.6
000938.SZ,20250818,27.94,22.86
000948.SZ,20250818,22.47,18.39
000949.SZ,20250818,4.4,3.6
000950.SZ,20250818,5.85,4.79
000951.SZ,20250818,20.11,16.45
000952.SZ,20250818,7.48,6.12
000953.SZ,20250818,8.49,6.95
000955.SZ,20250818,5.48,4.48
000957.SZ,20250818,12.13,9.93
000958.SZ,20250818,7.46,6.1
000959.SZ,20250818,4.54,3.72
000960.SZ,20250818,20.46,16.74
000962.SZ,20250818,22.07,18.05
000963.SZ,20250818,47.31,38.71
000965.SZ,20250818,4.92,4.02
000966.SZ,20250818,4.97,4.07
000967.SZ,20250818,7.92,6.48
000968.SZ,20250818,7.96,6.52
000969.SZ,20250818,15.14,12.38
000970.SZ,20250818,16.62,13.6
000972.SZ,20250818,3.73,3.37
000973.SZ,20250818,7.63,6.25
000975.SZ,20250818,19.97,16.34
000977.SZ,20250818,64.55,52.81
000978.SZ,20250818,6.97,5.71
000980.SZ,20250818,2.66,2.18
000981.SZ,20250818,2.23,1.83
000983.SZ,20250818,8.01,6.55
000985.SZ,20250818,20.72,16.96
000987.SZ,20250818,8.66,7.08
000988.SZ,20250818,56.67,46.37
000989.SZ,20250818,13.33,10.91
000990.SZ,20250818,8.6,7.04
000993.SZ,20250818,11.75,9.61
000995.SZ,20250818,15.95,13.05
000997.SZ,20250818,32.71,26.77
000998.SZ,20250818,10.93,8.95
000999.SZ,20250818,34.33,28.09
001201.SZ,20250818,18.13,14.83
001202.SZ,20250818,15.72,12.86
001203.SZ,20250818,13.07,10.69
001205.SZ,20250818,18.05,14.77
001206.SZ,20250818,28.09,22.99
001207.SZ,20250818,28.93,23.67
001208.SZ,20250818,14.03,11.48
001209.SZ,20250818,19.89,16.27
001210.SZ,20250818,16.96,13.88
001211.SZ,20250818,26.6,21.76
001212.SZ,20250818,57.57,47.11
001213.SZ,20250818,4.68,3.83
001215.SZ,20250818,31.52,25.79
001216.SZ,20250818,15.95,13.05
001217.SZ,20250818,12.75,10.43
001218.SZ,20250818,20.91,17.11
001219.SZ,20250818,15.5,12.68
001221.SZ,20250818,53.12,43.46
001222.SZ,20250818,22.91,18.75
001223.SZ,20250818,52.04,42.58
001225.SZ,20250818,43.49,35.59
001226.SZ,20250818,39.09,31.99
001227.SZ,20250818,2.71,2.21
001228.SZ,20250818,28.05,22.95
001229.SZ,20250818,36.7,30.02
001230.SZ,20250818,29.28,23.96
001231.SZ,20250818,23.28,19.04
001234.SZ,20250818,26.16,21.4
001236.SZ,20250818,15.06,12.32
001238.SZ,20250818,50.69,41.47
001239.SZ,20250818,18.92,15.48
001255.SZ,20250818,37.95,31.05
001256.SZ,20250818,26.43,21.63
001258.SZ,20250818,7.89,6.45
001259.SZ,20250818,29.19,23.89
001260.SZ,20250818,22.14,18.12
001266.SZ,20250818,31.92,26.12
001267.SZ,20250818,13.81,11.3
001268.SZ,20250818,38.68,31.64
001269.SZ,20250818,31.9,26.1
001270.SZ,20250818,45.53,41.19
001277.SZ,20250818,60.37,49.39
001278.SZ,20250818,20.55,16.81
001279.SZ,20250818,43.6,35.68
001282.SZ,20250818,22.99,18.81
001283.SZ,20250818,85.14,69.66
001286.SZ,20250818,10.23,8.37
001287.SZ,20250818,23.74,19.42
001288.SZ,20250818,25.85,21.15
001289.SZ,20250818,18.35,15.01
001296.SZ,20250818,22.59,18.49
001298.SZ,20250818,34.42,28.16
001299.SZ,20250818,13.61,11.13
001300.SZ,20250818,14.43,11.81
001301.SZ,20250818,60.65,49.63
001306.SZ,20250818,110.74,90.6
001308.SZ,20250818,26.58,21.74
001309.SZ,20250818,102.03,83.48
001311.SZ,20250818,26.58,21.74
001313.SZ,20250818,8.32,6.8
001314.SZ,20250818,57.37,46.94
001316.SZ,20250818,41.47,33.93
001317.SZ,20250818,51.35,42.01
001318.SZ,20250818,15.61,12.77
001319.SZ,20250818,30.58,25.02
001322.SZ,20250818,9.85,8.06
001323.SZ,20250818,35.3,28.88
001324.SZ,20250818,24.48,20.03
001326.SZ,20250818,38.89,31.82
001328.SZ,20250818,48.02,39.29
001330.SZ,20250818,5.17,4.23
001331.SZ,20250818,14.08,11.52
001332.SZ,20250818,42.78,35.0
001333.SZ,20250818,24.6,20.12
001335.SZ,20250818,43.1,35.26
001336.SZ,20250818,25.45,20.83
001337.SZ,20250818,25.65,20.99
001338.SZ,20250818,12.95,10.59
001339.SZ,20250818,59.77,48.91
001356.SZ,20250818,16.32,13.36
001358.SZ,20250818,27.16,22.22
001359.SZ,20250818,57.54,47.08
001360.SZ,20250818,17.08,13.98
001366.SZ,20250818,14.0,11.46
001367.SZ,20250818,29.55,24.17
001368.SZ,20250818,28.07,22.97
001373.SZ,20250818,35.93,29.39
001376.SZ,20250818,13.31,10.89
001378.SZ,20250818,25.66,21.0
001379.SZ,20250818,24.79,20.29
001380.SZ,20250818,25.89,21.19
001382.SZ,20250818,23.86,19.52
001387.SZ,20250818,15.87,12.99
001388.SZ,20250818,51.27,41.95
001389.SZ,20250818,74.72,61.14
001390.SZ,20250818,26.72,21.86
001391.SZ,20250818,7.46,6.1
001395.SZ,20250818,54.64,44.7
001400.SZ,20250818,74.7,61.12
001696.SZ,20250818,27.41,22.43
001872.SZ,20250818,22.42,18.34
001896.SZ,20250818,6.04,4.94
001914.SZ,20250818,14.41,11.79
001965.SZ,20250818,12.17,9.95
001979.SZ,20250818,10.09,8.25
002001.SZ,20250818,25.11,20.55
002003.SZ,20250818,12.05,9.86
002004.SZ,20250818,5.01,4.1
002005.SZ,20250818,2.84,2.57
002006.SZ,20250818,19.29,15.79
002007.SZ,20250818,18.46,15.1
002008.SZ,20250818,37.9,31.01
002009.SZ,20250818,19.02,15.56
002010.SZ,20250818,6.67,5.45
002011.SZ,20250818,14.92,12.2
002012.SZ,20250818,6.74,5.52
002014.SZ,20250818,12.42,10.16
002015.SZ,20250818,13.43,10.99
002016.SZ,20250818,6.13,5.01
002017.SZ,20250818,34.87,28.53
002019.SZ,20250818,17.49,14.31
002020.SZ,20250818,21.85,17.87
002021.SZ,20250818,2.63,2.15
002022.SZ,20250818,8.17,6.69
002023.SZ,20250818,12.33,10.09
002024.SZ,20250818,1.98,1.8
002025.SZ,20250818,54.7,44.76
002026.SZ,20250818,15.54,12.72
002027.SZ,20250818,8.82,7.22
002028.SZ,20250818,95.76,78.35
002029.SZ,20250818,8.27,6.77
002030.SZ,20250818,7.7,6.3
002031.SZ,20250818,8.94,7.32
002032.SZ,20250818,57.52,47.06
002033.SZ,20250818,9.81,8.03
002034.SZ,20250818,19.8,16.2
002035.SZ,20250818,7.14,5.84
002036.SZ,20250818,12.16,9.95
002037.SZ,20250818,12.99,10.63
002038.SZ,20250818,8.9,7.28
002039.SZ,20250818,17.48,14.3
002040.SZ,20250818,11.1,9.08
002041.SZ,20250818,10.9,8.92
002042.SZ,20250818,5.75,4.71
002043.SZ,20250818,11.23,9.19
002044.SZ,20250818,6.06,4.96
002045.SZ,20250818,18.37,15.03
002046.SZ,20250818,33.46,27.38
002047.SZ,20250818,2.35,2.13
002048.SZ,20250818,25.04,20.48
002049.SZ,20250818,85.16,69.68
002050.SZ,20250818,31.38,25.68
002051.SZ,20250818,10.27,8.41
002052.SZ,20250818,16.59,13.57
002053.SZ,20250818,11.79,9.65
002054.SZ,20250818,7.7,6.3
002055.SZ,20250818,8.44,6.9
002056.SZ,20250818,18.69,15.29
002057.SZ,20250818,11.17,9.14
002058.SZ,20250818,14.57,13.19
002059.SZ,20250818,5.67,4.64
002060.SZ,20250818,4.03,3.29
002061.SZ,20250818,4.5,3.68
002062.SZ,20250818,7.23,5.91
002063.SZ,20250818,6.94,5.68
002064.SZ,20250818,8.55,6.99
002065.SZ,20250818,10.65,8.71
002066.SZ,20250818,13.56,11.1
002067.SZ,20250818,4.83,3.95
002068.SZ,20250818,12.94,10.58
002069.SZ,20250818,4.65,3.81
002072.SZ,20250818,8.06,6.6
002073.SZ,20250818,9.87,8.07
002074.SZ,20250818,33.51,27.41
002075.SZ,20250818,7.3,5.98
002076.SZ,20250818,2.01,1.81
002077.SZ,20250818,15.84,12.96
002078.SZ,20250818,16.09,13.17
002079.SZ,20250818,11.23,9.19
002080.SZ,20250818,35.2,28.8
002081.SZ,20250818,3.98,3.26
002082.SZ,20250818,8.02,6.56
002083.SZ,20250818,5.53,4.53
002084.SZ,20250818,3.82,3.12
002085.SZ,20250818,18.54,15.17
002086.SZ,20250818,3.21,2.63
002088.SZ,20250818,13.07,10.69
002090.SZ,20250818,10.9,8.92
002091.SZ,20250818,8.25,6.75
002092.SZ,20250818,5.21,4.27
002093.SZ,20250818,14.32,11.72
002094.SZ,20250818,9.61,7.87
002095.SZ,20250818,24.06,19.68
002096.SZ,20250818,15.32,12.54
002097.SZ,20250818,21.24,17.38
002098.SZ,20250818,10.54,8.62
002099.SZ,20250818,6.8,5.56
002100.SZ,20250818,7.07,5.79
002101.SZ,20250818,14.52,11.88
002102.SZ,20250818,4.36,3.56
002103.SZ,20250818,11.46,9.38
002104.SZ,20250818,31.91,26.11
002105.SZ,20250818,8.25,6.75
002106.SZ,20250818,12.18,9.96
002107.SZ,20250818,7.7,6.3
002108.SZ,20250818,4.28,3.5
002109.SZ,20250818,3.84,3.14
002110.SZ,20250818,4.97,4.07
002111.SZ,20250818,11.94,9.77
002112.SZ,20250818,14.32,11.72
002114.SZ,20250818,7.96,6.52
002115.SZ,20250818,9.23,7.55
002116.SZ,20250818,11.68,9.56
002117.SZ,20250818,13.97,11.43
002119.SZ,20250818,18.79,15.37
002120.SZ,20250818,9.15,7.49
002121.SZ,20250818,7.91,6.47
002122.SZ,20250818,4.36,3.56
002123.SZ,20250818,16.45,13.46
002124.SZ,20250818,3.29,2.69
002125.SZ,20250818,14.8,12.11
002126.SZ,20250818,37.53,30.71
002127.SZ,20250818,3.92,3.2
002128.SZ,20250818,22.44,18.36
002129.SZ,20250818,9.04,7.4
002130.SZ,20250818,26.8,21.92
002131.SZ,20250818,4.44,3.64
002132.SZ,20250818,4.2,3.44
002133.SZ,20250818,3.59,2.93
002134.SZ,20250818,25.19,20.61
002135.SZ,20250818,4.79,3.92
002136.SZ,20250818,12.06,9.86
002137.SZ,20250818,9.75,7.97
002138.SZ,20250818,34.86,28.52
002139.SZ,20250818,16.83,13.77
002140.SZ,20250818,11.34,9.28
002141.SZ,20250818,4.13,3.38
002142.SZ,20250818,30.91,25.29
002144.SZ,20250818,13.5,11.04
002145.SZ,20250818,4.73,3.87
002146.SZ,20250818,1.56,1.28
002148.SZ,20250818,14.69,12.02
002149.SZ,20250818,19.77,16.17
002150.SZ,20250818,14.0,11.46
002151.SZ,20250818,33.23,27.19
002152.SZ,20250818,14.96,12.24
002153.SZ,20250818,11.55,9.45
002154.SZ,20250818,4.24,3.47
002155.SZ,20250818,21.18,17.33
002156.SZ,20250818,31.53,25.79
002157.SZ,20250818,3.11,2.55
002158.SZ,20250818,21.68,17.74
002159.SZ,20250818,16.91,13.83
002160.SZ,20250818,4.97,4.07
002161.SZ,20250818,9.27,7.59
002162.SZ,20250818,5.13,4.19
002163.SZ,20250818,10.82,8.86
002164.SZ,20250818,11.45,9.37
002165.SZ,20250818,10.15,8.31
002166.SZ,20250818,9.58,7.84
002167.SZ,20250818,14.03,11.48
002168.SZ,20250818,4.54,4.1
002169.SZ,20250818,7.26,5.94
002170.SZ,20250818,11.22,9.18
002171.SZ,20250818,11.28,9.23
002172.SZ,20250818,4.57,3.74
002173.SZ,20250818,29.34,24.0
002174.SZ,20250818,19.04,15.58
002175.SZ,20250818,5.06,4.14
002176.SZ,20250818,10.21,8.35
002177.SZ,20250818,7.52,6.16
002178.SZ,20250818,7.91,6.47
002179.SZ,20250818,45.84,37.5
002180.SZ,20250818,26.02,21.29
002181.SZ,20250818,7.66,6.26
002182.SZ,20250818,14.54,11.9
002183.SZ,20250818,5.06,4.14
002184.SZ,20250818,14.92,12.2
002185.SZ,20250818,11.36,9.3
002186.SZ,20250818,12.51,10.23
002187.SZ,20250818,7.07,5.79
002188.SZ,20250818,6.23,5.09
002189.SZ,20250818,29.83,24.41
002190.SZ,20250818,39.6,32.4
002191.SZ,20250818,4.46,3.65
002192.SZ,20250818,39.56,32.36
002193.SZ,20250818,6.62,5.42
002194.SZ,20250818,14.75,12.07
002195.SZ,20250818,6.69,5.47
002196.SZ,20250818,10.19,8.33
002197.SZ,20250818,7.74,7.0
002198.SZ,20250818,7.37,6.03
002199.SZ,20250818,11.11,10.05
002200.SZ,20250818,7.63,6.91
002201.SZ,20250818,9.86,8.06
002202.SZ,20250818,11.52,9.42
002203.SZ,20250818,14.69,12.02
002204.SZ,20250818,7.3,5.98
002205.SZ,20250818,15.93,13.03
002206.SZ,20250818,7.13,5.83
002207.SZ,20250818,8.09,6.62
002208.SZ,20250818,7.79,6.37
002209.SZ,20250818,18.13,14.83
002210.SZ,20250818,3.41,2.79
002211.SZ,20250818,3.24,2.94
002212.SZ,20250818,8.78,7.18
002213.SZ,20250818,20.54,16.8
002214.SZ,20250818,11.3,10.22
002215.SZ,20250818,14.47,11.84
002216.SZ,20250818,12.31,10.07
002217.SZ,20250818,2.85,2.33
002218.SZ,20250818,4.04,3.3
002219.SZ,20250818,2.5,2.04
002221.SZ,20250818,9.91,8.11
002222.SZ,20250818,45.78,37.46
002223.SZ,20250818,39.25,32.11
002224.SZ,20250818,5.18,4.24
