ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv,udlimit_status
002572.SZ,20250821,13.96,3.0944,3.6803,9.8065,11.0417,2.0676,1.2811,1.2901,96304.7164,65146.212,54775.0938,1344413.8409,909441.1195,0
688236.SH,20250821,23.15,0.9202,1.5321,71.0437,69.4482,3.1056,11.0188,10.9106,38356.85,28842.8,17323.01,887961.0775,667710.82,0
002241.SZ,20250821,29.68,6.3477,8.1755,38.884,37.6232,3.1249,1.0265,1.058,349149.7159,308431.9307,239476.3856,10362763.5679,9154259.7032,0
300775.SZ,20250821,26.96,2.944,4.2527,38.841,43.1862,2.6567,9.2864,9.9607,54753.935,53157.5436,36798.6693,1476166.0876,1433127.3755,0
300043.SZ,20250821,4.78,5.9951,9.1726,,,4.2307,4.3717,4.0386,124419.8401,124353.9501,81276.2934,594726.8357,594411.8815,0
603685.SH,20250821,16.25,1.5979,3.0714,247.7142,637.1865,2.464,2.1697,2.2352,16900.9125,16900.9125,8792.48,274639.8281,274639.8281,0
688526.SH,20250821,17.75,0.6541,2.405,21.6393,20.5122,2.1412,8.7839,8.4239,46612.8056,46612.8056,12677.3149,827377.2994,827377.2994,0
000301.SZ,20250821,9.36,0.4558,1.351,,,1.8381,0.4495,0.4715,661122.7974,660855.3402,222938.9895,6188109.3837,6185605.9843,0
920002.BJ,20250821,131.3,6.008,9.1379,103.7746,96.6078,8.6475,17.2822,17.1417,4550.2968,3185.7967,2094.6064,597453.9698,418295.1067,0
002164.SZ,20250821,12.36,23.2837,36.8,143.2592,120.8082,4.7349,4.5,4.417,53217.3689,47977.5218,30355.8761,657766.6796,593002.1694,0
301077.SZ,20250821,23.51,4.4286,7.3612,27.001,26.4537,3.5635,5.0461,5.0299,17007.8941,9540.2629,5739.518,399855.5903,224291.5808,0
300248.SZ,20250821,15.71,11.2171,11.7454,67.9018,75.9424,3.5767,7.6036,7.8144,47634.8393,40915.4359,39074.9689,748343.3254,642781.498,0
605298.SH,20250821,22.03,2.5044,9.0841,106.5061,85.819,4.1441,8.5673,8.4677,18785.0,18465.2,5090.6339,413833.55,406788.356,0
603948.SH,20250821,21.78,2.5373,9.2983,16.9284,17.7098,1.7936,1.4781,1.5107,16248.9167,16248.9167,4433.9197,353901.4057,353901.4057,0
002796.SZ,20250821,13.63,9.0835,13.2537,37.3475,42.0161,3.9045,3.5857,3.6596,25242.6948,22654.6483,15526.4761,344057.9301,308782.8563,0
600655.SH,20250821,5.99,0.5438,1.1732,186.3567,,0.6717,0.4975,0.6065,389694.3613,388984.6273,180296.8711,2334269.2242,2330017.9175,0
600307.SH,20250821,1.75,0.9591,2.3276,,,1.5357,0.3146,0.328,626335.7424,626335.7424,258083.7496,1096087.5492,1096087.5492,0
601006.SH,20250821,6.45,0.4073,0.798,14.3759,15.1741,0.7997,1.7413,1.7523,2014717.7716,2014717.7716,1028360.1661,12994929.6268,12994929.6268,0
603828.SH,20250821,4.43,0.5267,1.0584,307.5941,1486.3591,3.4925,1.0733,1.1576,59596.0158,59593.9625,29654.2988,264010.35,264001.2539,0
603955.SH,20250821,38.9,3.0375,5.1295,181.2112,13162.6523,3.428,46.0375,44.1057,13572.0,13572.0,8036.8213,527950.8,527950.8,0
002763.SZ,20250821,7.4,2.4519,4.7602,38.3739,50.3053,1.5601,1.0269,1.0229,40992.4,30355.795,15635.7,303343.76,224632.883,0
603711.SH,20250821,13.89,1.5016,8.1165,22.6501,27.4126,1.6957,1.7445,1.8249,41287.41,41287.41,7638.6389,573482.1249,573482.1249,0
600982.SH,20250821,4.73,1.7742,3.6135,18.551,17.6988,1.2546,1.2462,1.2874,111762.7485,111762.7485,54876.7377,528637.8004,528637.8004,0
300921.SZ,20250821,26.02,13.3517,16.7064,261.2906,234.2041,5.9075,7.9526,8.5204,18379.7487,11470.1067,9166.8925,478241.0612,298452.1763,0
838275.BJ,20250821,10.18,1.789,4.8768,116.0824,136.6972,7.0562,22.6169,23.1861,15937.76,13200.069,4842.2553,162246.3968,134376.7024,0
300953.SZ,20250821,120.47,4.39,5.8641,82.2955,76.1751,5.4088,2.9317,2.7945,17347.7731,12475.3594,9339.3741,2089886.2254,1502906.5469,0
600246.SH,20250821,10.55,1.3514,2.0475,,,4.0606,40.2979,37.3511,189041.2476,189041.2476,124777.3546,1994385.1622,1994385.1622,1
600739.SH,20250821,12.71,0.9647,1.7061,92.7796,41.4532,0.6576,1.7222,1.7059,152970.9816,152970.9816,86496.4382,1944261.1761,1944261.1761,0
300790.SZ,20250821,26.11,5.0179,5.2048,53.2152,50.837,4.0237,3.5607,3.5013,37411.8981,29707.6275,28640.769,976824.6594,775666.154,0
300054.SZ,20250821,31.24,4.6995,5.1893,56.6694,50.8651,6.325,8.8408,8.5442,94454.3607,73443.5485,66511.5252,2950754.2283,2294376.4551,0
688049.SH,20250821,54.65,6.6226,8.7806,89.8166,68.624,5.0698,14.6852,13.1975,17516.765,17516.765,13211.6263,957291.2073,957291.2073,0
301069.SZ,20250821,23.36,7.3796,15.5898,175.5072,108.6208,6.3581,10.5893,10.1737,42064.1138,39196.1138,18554.0438,982617.6984,915621.2184,0
688130.SH,20250821,24.99,5.155,8.1251,,,2.3931,22.4039,20.8089,12089.1094,6028.5094,3824.8534,302106.8439,150652.4499,0
688319.SH,20250821,32.7,3.3429,5.1921,639.4785,334.5218,14.4359,22.542,21.9206,40593.36,40540.93,26101.9915,1327402.872,1325688.411,0
688395.SH,20250821,26.07,2.2224,5.5534,59.6738,58.0233,2.9812,6.1549,5.9229,8659.772,8659.772,3465.512,225760.256,225760.256,0
301105.SZ,20250821,40.7,4.1046,4.1046,,,2.4031,10.106,10.1145,5000.0,1643.7497,1643.7497,203500.0,66900.6128,0
301611.SZ,20250821,55.43,4.7292,4.9853,77.7152,69.5196,15.4473,28.1875,25.5854,43600.0,14658.2688,13905.1482,2416748.0,812507.8396,0
000885.SZ,20250821,15.0,0.95,3.4962,8.4375,7.7656,1.0898,1.4569,1.3886,64207.8255,64207.8255,17447.3891,963117.3825,963117.3825,0
605098.SH,20250821,38.1,1.2557,3.2081,16.9171,17.2232,4.54,5.7994,6.157,11925.11,11925.11,4667.5598,454346.691,454346.691,0
301568.SZ,20250821,49.93,19.2139,19.2139,66.6867,63.5776,5.3643,14.7865,14.2083,10325.84,4764.402,4764.402,515569.1912,237886.5919,0
301095.SZ,20250821,86.84,6.5893,12.7167,216.678,186.1813,5.5785,31.8037,28.0058,20028.1088,17450.4335,9042.1417,1739240.9682,1515395.6451,0
002400.SZ,20250821,8.28,7.7615,9.5902,143.0179,140.3228,2.9287,0.6987,0.682,174333.7128,172616.4618,139701.2883,1443483.142,1429264.3037,0
600984.SH,20250821,3.58,2.5469,4.1831,,,1.1148,1.6505,1.6965,125704.3925,125704.3925,76534.8182,450021.7252,450021.7252,0
603605.SH,20250821,86.87,2.339,4.6465,22.1656,20.9835,6.5349,3.1917,3.14,39600.5222,39540.5126,19904.0831,3440097.3635,3434884.3296,0
600986.SH,20250821,9.45,4.3961,5.0727,89.09,58.0042,2.6987,1.8248,1.8234,148737.4062,148737.4062,128897.8046,1405568.4886,1405568.4886,0
600848.SH,20250821,9.26,0.4961,1.547,21.3011,21.9395,1.2246,2.1038,2.1638,252248.7004,239391.2273,76770.3939,2335822.9657,2216762.7648,0
603456.SH,20250821,18.43,2.8582,5.1362,27.046,24.9528,1.8819,3.1765,3.1122,88944.6028,88944.6028,49496.4796,1639249.0296,1639249.0296,0
000988.SZ,20250821,54.55,5.8608,7.2364,44.9315,36.3962,5.2263,4.6844,3.8796,100550.2707,100498.5657,81394.0143,5485017.2667,5482196.7589,0
603025.SH,20250821,16.08,2.299,12.5787,30.7329,27.1414,7.4804,7.1003,6.6426,111665.4773,110917.4773,20272.5129,1795580.875,1783553.035,0
600023.SH,20250821,5.2,0.3635,1.3556,8.9929,9.9427,0.9836,0.7923,0.8147,1340873.2749,1340873.2749,359556.5748,6972541.0295,6972541.0295,0
002683.SZ,20250821,34.38,1.6958,2.5521,29.1043,28.5293,4.1696,1.9139,1.7288,76000.2247,65117.9364,43268.4891,2612887.7252,2238754.6534,0
600212.SH,20250821,9.12,6.6064,7.6508,457.0133,440.0689,12.877,6.3275,6.0416,70426.7213,51481.7213,44453.6728,642291.6983,469513.2983,0
000720.SZ,20250821,3.73,1.4041,2.6829,,,1.9717,4.0412,3.6403,125653.1571,125653.1571,65761.185,468686.276,468686.276,0
000969.SZ,20250821,13.94,2.9562,4.5991,39.3318,38.9248,2.7035,1.934,1.9623,105071.8097,103359.2054,66438.0425,1464701.0272,1440827.3233,0
603585.SH,20250821,19.88,2.4889,8.0168,,140.7089,1.5291,1.6091,1.5037,18688.6904,18273.1904,5673.1904,371531.1652,363271.0252,0
600728.SH,20250821,6.2,3.9317,4.6716,,70.2103,1.7134,1.6635,1.4514,213259.9261,213259.9261,179484.5557,1322211.5418,1322211.5418,0
688362.SH,20250821,37.62,7.172,8.07,232.3338,121.9346,6.061,4.2697,4.0256,40962.593,27857.74,24757.74,1541012.7487,1048008.1788,0
300791.SZ,20250821,24.9,2.95,5.3133,23.5409,23.1414,3.4307,1.8172,1.816,30731.896,25662.9897,14248.4697,765224.2104,639008.4435,0
002821.SZ,20250821,106.11,1.6447,2.6291,40.321,38.5095,2.2796,6.5917,6.4349,36059.372,31701.6913,19831.657,3826259.9629,3363866.4638,0
601127.SH,20250821,132.0,1.9883,4.1937,36.2607,33.3021,10.0087,1.4851,1.565,163336.6086,150978.2193,71580.6827,21560432.3352,19929124.9476,0
000516.SZ,20250821,5.46,1.5672,2.2766,,,3.5374,2.5386,2.6348,223889.6753,220485.6269,151778.4345,1222437.6271,1203851.5229,0
000902.SZ,20250821,15.21,5.987,12.3289,14.5131,12.4836,1.7212,1.2262,1.1537,125473.3325,114278.2507,55493.7851,1908449.3873,1738172.1931,0
600746.SH,20250821,7.85,1.5053,6.0648,43.0924,46.4161,1.6877,1.4319,1.4396,116784.2884,116608.2347,28942.9346,916756.6639,915374.6424,0
603773.SH,20250821,30.67,4.5447,6.7411,,,5.574,3.0864,3.0558,22349.0233,20409.5082,13759.5735,685444.5446,625959.6165,0
301072.SZ,20250821,27.18,2.9421,5.8126,,,3.7308,3.8263,3.6972,10504.5985,6713.9923,3398.2923,285514.9872,182486.3107,0
600004.SH,20250821,9.85,2.4083,5.6269,25.1793,18.829,1.2444,3.1403,3.0317,236671.8283,236671.8283,101297.3731,2331217.5088,2331217.5088,0
300901.SZ,20250821,17.31,1.4236,3.4653,,,4.2367,11.5953,11.4759,24000.0,24000.0,9859.6596,415440.0,415440.0,0
600590.SH,20250821,12.5,25.3254,39.0073,,,3.3462,2.4474,2.407,85286.975,84356.9523,54768.4677,1066087.1875,1054461.9038,0
601083.SH,20250821,12.3,3.851,3.851,15.5958,12.7027,1.8525,2.6664,2.4928,129412.0,19412.0,19412.0,1591767.6,238767.6,0
000707.SZ,20250821,6.67,2.2882,3.0555,11.0302,29.4051,1.379,1.0707,1.1585,46414.5765,46414.5765,34758.2555,309585.2253,309585.2253,0
603138.SH,20250821,16.33,4.8258,8.8151,,,6.1045,12.884,11.968,29387.271,28311.699,15499.0937,479894.1354,462330.0447,0
600732.SH,20250821,14.71,1.8522,2.7381,,,8.2878,2.4083,1.8605,182631.0605,158531.7243,107239.5301,2686502.9,2332001.6645,0
002599.SZ,20250821,9.39,8.8425,9.8586,,,4.1006,2.4456,2.4808,53267.9787,39800.6736,35698.295,500186.32,373728.3251,0
837006.BJ,20250821,34.73,9.1571,9.3619,,,10.0537,42.193,39.2706,9028.72,3429.1876,3354.1622,313567.4456,119095.6853,0
002423.SZ,20250821,13.29,3.6734,9.8697,25.3092,34.6749,1.4014,54.8656,116.388,230410.5575,230410.5575,85756.2135,3062156.3092,3062156.3092,0
600855.SH,20250821,15.93,3.6381,6.5357,,,4.7637,6.4366,6.7337,46854.2728,46763.9728,26031.234,746388.5657,744950.0867,0
600379.SH,20250821,12.79,3.1797,5.6974,46.7388,51.7294,5.4557,2.8844,3.3668,33020.1564,33020.1564,18428.448,422327.8004,422327.8004,0
301175.SZ,20250821,5.66,3.3474,3.3474,25.9775,23.589,2.3183,5.0101,4.9029,147188.0,62188.0,62188.0,833084.08,351984.08,0
835985.BJ,20250821,10.27,3.1916,4.7888,17.4428,22.933,2.4021,0.8358,0.846,30947.62,21931.7859,14616.7859,317832.0574,225239.4412,0
600838.SH,20250821,8.89,2.2233,3.2984,84.7896,80.5098,2.3579,38.4429,38.441,40088.1981,40088.1981,27021.328,356384.0811,356384.0811,0
300300.SZ,20250821,5.91,10.3208,13.1671,693.8483,167.8168,25.0089,23.3194,22.1616,66684.7062,66679.7962,52265.955,394106.6136,394077.5955,0
002305.SZ,20250821,3.73,0.2622,0.4407,,,,2.1783,2.2368,173421.577,173410.3276,103190.0979,646862.4822,646820.5219,-1
300769.SZ,20250821,35.62,3.8447,4.4445,,,1.8518,1.311,1.292,28018.803,25175.3158,21777.8251,998029.7629,896744.7488,0
688768.SH,20250821,51.2,4.1428,6.6389,41.8984,37.2008,4.3308,7.7176,7.2647,8798.8713,8726.3549,5445.4043,450502.2106,446789.3709,0
688349.SH,20250821,28.11,1.3458,1.3458,19.0257,25.4431,2.6823,1.9377,1.8889,122640.4215,23454.7515,23454.7515,3447422.2484,659313.0647,0
430564.BJ,20250821,26.13,7.1697,11.5875,399.1658,388.4799,7.476,13.0431,12.9749,8910.3621,4051.5548,2506.8761,232827.7617,105867.1269,0
002833.SZ,20250821,18.17,5.0775,7.1159,14.899,15.1727,2.8933,2.8612,2.9005,42423.1297,28855.8246,20589.9144,770828.2666,524310.333,0
600320.SH,20250821,4.72,1.3889,2.5587,46.6083,40.1718,1.6184,0.7217,0.7202,526835.3501,332199.7661,180323.2242,2486662.8525,1567982.896,0
688552.SH,20250821,39.29,7.3328,7.3328,,,5.0698,60.8333,24.1642,33724.8,8682.7551,8682.7551,1325047.392,341145.4479,0
603116.SH,20250821,6.32,1.5234,3.6563,,,1.3653,1.7005,1.7313,57620.08,57620.08,24006.6792,364158.9056,364158.9056,0
000060.SZ,20250821,5.04,1.3468,2.0952,17.412,16.8864,1.3839,0.3149,0.3255,373760.1761,373754.5511,240248.4813,1883751.2875,1883722.9375,0
688120.SH,20250821,116.77,2.4378,4.0239,40.3232,39.1276,6.2164,12.1152,11.3419,35340.511,35340.511,21410.3886,4126711.4695,4126711.4695,0
300873.SZ,20250821,24.25,4.0339,6.4039,19.0577,19.0212,1.814,3.3888,3.392,23060.1779,16683.9685,10509.3654,559209.3141,404586.2361,0
300641.SZ,20250821,23.62,2.6902,5.8332,10.574,8.2022,3.8436,3.6153,3.5675,53268.2322,53268.2322,24566.5382,1258195.6446,1258195.6446,0
300232.SZ,20250821,8.08,6.9635,7.8954,88.2618,73.1117,1.9006,1.1341,1.0986,109110.7141,88702.6803,78233.1006,881614.5699,716717.6568,0
002367.SZ,20250821,7.55,1.0356,1.9652,16.8625,16.167,1.793,1.4751,1.4885,79774.5456,79458.3231,41871.1925,602297.8193,599910.3394,0
300913.SZ,20250821,57.58,7.5299,22.8964,117.6713,107.1749,14.7088,9.8313,9.4226,31271.0663,25585.1903,8414.1324,1800587.9976,1473195.2575,0
603858.SH,20250821,19.17,1.0918,2.5005,,,2.0918,1.8369,1.8131,105456.8442,105456.8442,46046.0427,2021607.7033,2021607.7033,0
002124.SZ,20250821,3.03,2.9094,3.0372,4.6159,6.8577,1.7705,0.6981,0.6708,222193.3832,197235.9148,188938.0102,673245.9511,597624.8218,0
000582.SZ,20250821,8.38,1.4084,3.259,16.289,19.3924,1.0884,2.8355,2.7941,236964.4158,185337.1595,80095.7935,1985761.8044,1553125.3966,0
002422.SZ,20250821,37.76,1.0656,1.249,20.5534,24.1956,2.7066,2.7664,3.0197,159805.3372,130587.473,111410.9486,6034249.5327,4930982.9805,0
300505.SZ,20250821,21.73,9.639,10.514,33.926,20.815,2.2622,1.8622,1.6647,27486.7523,21736.1222,19927.0097,597287.1275,472325.9354,0
002053.SZ,20250821,11.82,1.3867,5.2114,16.1221,20.1769,1.4821,3.1517,3.1707,92072.9464,92070.0299,24499.4605,1088302.2264,1088267.7534,0
300808.SZ,20250821,30.68,4.3442,10.0529,,,4.9166,11.3787,12.4799,16000.0,10519.9438,4546.0639,490880.0,322751.8758,0
603809.SH,20250821,15.99,4.1646,6.3429,42.72,39.7242,4.4391,5.8263,5.6511,85984.5527,85984.5527,56455.4014,1374892.9977,1374892.9977,0
603010.SH,20250821,10.48,0.8414,1.6406,59.742,91.6006,1.7163,2.0851,2.0123,58957.8593,58957.8593,30239.4927,617878.3655,617878.3655,0
600107.SH,20250821,5.27,0.3555,0.4538,,,3.9204,5.7578,6.9238,36000.0,36000.0,28205.9362,189720.0,189720.0,1
603279.SH,20250821,16.1,0.9694,1.7607,10.9415,11.7996,2.1076,1.5142,1.5395,57645.7,57637.3,31735.2162,928095.77,927960.53,0
002737.SZ,20250821,16.25,1.0325,2.3845,19.2868,32.2818,2.2899,2.8101,3.7623,58400.0,58399.9625,25287.7681,949000.0,948999.3906,0
002193.SZ,20250821,6.4,3.3838,4.6128,,,2.6033,3.729,3.8117,26171.555,26171.405,19198.3885,167497.952,167496.992,0
603393.SH,20250821,30.48,1.4599,2.5896,10.9019,10.4987,1.5148,3.4212,3.4833,42392.1327,42322.1331,23859.4733,1292112.2047,1289978.6169,0
301009.SZ,20250821,16.21,12.9965,21.4542,141.3683,140.2095,3.3034,4.086,4.0965,27186.0,13055.7707,7908.9444,440685.06,211634.043,0
002313.SZ,20250821,11.94,7.1214,12.8107,,,120.4313,1.5013,1.6061,37440.0,37439.6175,20812.3625,447033.6,447029.033,0
002385.SZ,20250821,4.22,3.8399,4.0913,52.4805,26.3155,2.0897,0.6308,0.6274,430007.8565,352407.7887,330752.788,1814633.1544,1487160.8683,0
300652.SZ,20250821,60.58,5.5805,10.7737,67.248,66.1218,5.73,10.9185,10.4189,13339.0572,11971.7927,6201.0835,808080.0852,725251.2018,0
603609.SH,20250821,8.94,0.9157,2.0523,23.82,13.3821,1.238,0.2507,0.2332,91248.0728,91248.0728,40713.1221,815757.7708,815757.7708,0
002238.SZ,20250821,8.89,1.2976,3.7782,,,3.2201,5.4758,5.5051,80255.916,80255.916,27562.3499,713475.0932,713475.0932,0
605183.SH,20250821,21.83,1.034,3.1984,16.7873,16.3233,2.7115,4.1315,4.0998,41588.3145,41242.9445,13333.6225,907872.9055,900333.4784,0
001400.SZ,20250821,72.0,20.6383,20.6383,27.8941,35.7566,3.4228,3.8012,4.0928,6000.0,1500.0,1500.0,432000.0,108000.0,0
688038.SH,20250821,17.58,3.0921,5.4791,,,3.3815,5.972,6.2811,11637.34,11637.34,6567.3613,204584.4372,204584.4372,0
603128.SH,20250821,6.38,2.2039,4.0669,15.4997,17.0499,1.4219,0.4766,0.4736,130904.6494,130904.6494,70940.1667,835171.6632,835171.6632,0
688163.SH,20250821,25.64,2.8433,2.8433,62.6493,59.5788,2.5758,14.2357,14.2855,10822.0,4437.2,4437.2,277476.08,113769.808,0
300920.SZ,20250821,56.8,3.793,4.2625,223.2835,333.9647,4.8682,13.9713,13.9601,10000.0,6567.225,5843.8993,568000.0,373018.38,0
600536.SH,20250821,52.85,9.3262,14.6739,,,12.6748,9.4941,9.6091,93378.6584,84365.5895,53619.7835,4935062.0964,4458721.4051,0
600268.SH,20250821,10.6,6.4192,13.9663,31.6139,27.6825,3.3343,1.1925,1.1153,101587.0778,101074.2795,46455.7316,1076823.0247,1071387.3627,0
300588.SZ,20250821,19.65,9.8872,13.569,,,12.5059,23.1187,21.2056,19147.103,17682.203,12884.303,376240.574,347455.289,0
600009.SH,20250821,32.47,0.812,1.5165,41.7803,39.0878,1.95,6.5326,6.458,248848.134,191869.5948,102740.5144,8080098.911,6230005.7432,0
832419.BJ,20250821,23.62,4.5152,8.5336,31.1386,30.1982,4.3703,3.1378,3.0305,10330.64,9360.0549,4952.4776,244009.7168,221084.4967,0
603028.SH,20250821,8.33,2.9312,4.1232,,,4.6696,1.9177,1.8166,28704.0,28704.0,20405.9262,239104.32,239104.32,0
688691.SH,20250821,79.99,17.6538,17.6538,157.2357,,7.2645,8.809,10.81,12000.0,7146.501,7146.501,959880.0,571648.615,0
603112.SH,20250821,18.62,3.0363,8.1296,21.335,20.1657,2.5682,2.6229,2.6002,53917.0563,50519.8717,18868.8643,1003935.5883,940680.0111,0
002421.SZ,20250821,3.69,10.657,12.5405,302.3412,,2.3738,2.4678,2.7864,212058.1639,200669.2505,170531.1366,782494.6248,740469.5343,0
600736.SH,20250821,5.77,1.909,3.3965,50.8591,40.0292,0.8952,0.9099,1.4236,115129.2907,115129.2907,64709.8013,664296.0073,664296.0073,0
688311.SH,20250821,40.26,3.0753,4.8155,,,4.2224,48.5082,46.2361,16791.4642,16791.4642,10723.3814,676024.3487,676024.3487,0
601007.SH,20250821,7.89,4.8861,8.6487,92.5196,95.0496,1.9853,1.6453,1.7474,39000.0,39000.0,22033.2082,307710.0,307710.0,0
600059.SH,20250821,10.15,2.2611,3.6776,45.0079,45.6713,1.5731,4.7783,4.848,91154.2413,91154.2413,56045.8255,925215.5492,925215.5492,0
000932.SZ,20250821,5.75,1.2272,2.4924,19.5518,16.223,0.7264,0.2757,0.3027,690863.2499,690854.6583,340173.774,3972463.6869,3972414.2852,0
688280.SH,20250821,8.28,2.7713,4.0237,,,7.7663,3.7451,3.408,59022.1667,52054.4145,35851.2663,488703.5403,431010.5521,0
600048.SH,20250821,7.93,1.4624,2.4672,18.9806,300.551,0.4915,0.3046,0.3282,1197044.3418,1197044.3418,709550.0956,9492561.6305,9492561.6305,0
000881.SZ,20250821,7.97,1.6321,2.6073,,,1.4585,1.2216,1.2729,94542.5815,83373.484,52189.25,753504.3746,664486.6675,0
300335.SZ,20250821,6.26,14.1958,15.5915,61.5227,50.6837,1.579,2.6767,2.6165,47701.2388,38416.1164,34977.2651,298609.7549,240484.8887,0
300811.SZ,20250821,68.45,5.9155,9.2132,52.7446,52.4318,7.4367,11.917,11.581,28951.5067,23062.133,14807.4985,1981730.6336,1578603.0039,0
603262.SH,20250821,30.86,12.4905,12.4905,70.7635,69.3303,8.4576,12.3214,11.8745,40001.0,3880.2645,3880.2645,1234430.86,119744.9625,0
601020.SH,20250821,23.43,7.1708,9.5814,75.8393,73.66,5.6937,11.9045,11.8019,81996.4698,81996.4698,61366.5418,1921177.2874,1921177.2874,0
