TS_CODE,TRADE_DATE,UP_LIMIT,DOWN_LIMIT
000951.SZ,20250821,20.32,16.62
000952.SZ,20250821,7.61,6.23
000953.SZ,20250821,8.34,6.82
000955.SZ,20250821,5.49,4.49
000957.SZ,20250821,12.45,10.19
000958.SZ,20250821,7.7,6.3
000959.SZ,20250821,4.61,3.77
000960.SZ,20250821,21.22,17.36
000962.SZ,20250821,23.63,19.33
000963.SZ,20250821,50.38,41.22
000965.SZ,20250821,5.05,4.13
000966.SZ,20250821,5.03,4.11
000967.SZ,20250821,7.89,6.45
000968.SZ,20250821,7.93,6.49
000969.SZ,20250821,15.52,12.7
000970.SZ,20250821,17.11,14.0
000972.SZ,20250821,4.05,3.67
000973.SZ,20250821,7.87,6.44
000975.SZ,20250821,20.21,16.53
000977.SZ,20250821,72.55,59.36
000978.SZ,20250821,7.23,5.91
000980.SZ,20250821,2.62,2.14
000981.SZ,20250821,2.34,1.92
000983.SZ,20250821,7.94,6.5
000985.SZ,20250821,21.34,17.46
000987.SZ,20250821,8.71,7.13
000988.SZ,20250821,60.26,49.3
000989.SZ,20250821,13.01,10.65
000990.SZ,20250821,8.91,7.29
000993.SZ,20250821,11.94,9.77
000995.SZ,20250821,17.07,13.97
000997.SZ,20250821,32.22,26.36
000998.SZ,20250821,10.97,8.97
000999.SZ,20250821,33.4,27.32
001201.SZ,20250821,18.3,14.98
001202.SZ,20250821,16.52,13.52
001203.SZ,20250821,13.32,10.9
001205.SZ,20250821,18.29,14.97
001206.SZ,20250821,28.8,23.56
001207.SZ,20250821,28.85,23.61
001208.SZ,20250821,13.99,11.45
001209.SZ,20250821,20.68,16.92
001210.SZ,20250821,17.01,13.91
001211.SZ,20250821,27.73,22.69
001212.SZ,20250821,57.23,46.83
001213.SZ,20250821,4.72,3.86
001215.SZ,20250821,33.58,27.48
001216.SZ,20250821,16.31,13.35
001217.SZ,20250821,13.06,10.68
001218.SZ,20250821,21.4,17.51
001219.SZ,20250821,15.98,13.08
001221.SZ,20250821,54.6,44.68
001222.SZ,20250821,24.2,19.8
001223.SZ,20250821,55.46,45.38
001225.SZ,20250821,43.96,35.96
001226.SZ,20250821,40.07,32.79
001227.SZ,20250821,2.74,2.24
001228.SZ,20250821,28.49,23.31
001229.SZ,20250821,38.47,31.47
001230.SZ,20250821,28.86,23.62
001231.SZ,20250821,23.97,19.61
001234.SZ,20250821,25.85,21.15
001236.SZ,20250821,14.32,11.72
001238.SZ,20250821,52.92,43.3
001239.SZ,20250821,19.02,15.56
001255.SZ,20250821,38.09,31.17
001256.SZ,20250821,27.12,22.19
001258.SZ,20250821,7.92,6.48
001259.SZ,20250821,30.34,24.82
001260.SZ,20250821,22.79,18.65
001266.SZ,20250821,33.45,27.37
001267.SZ,20250821,14.64,11.98
001268.SZ,20250821,39.47,32.29
001269.SZ,20250821,32.76,26.8
001270.SZ,20250821,45.9,41.52
001277.SZ,20250821,53.66,43.9
001278.SZ,20250821,21.07,17.24
001279.SZ,20250821,44.68,36.56
001282.SZ,20250821,23.98,19.62
001283.SZ,20250821,84.74,69.34
001286.SZ,20250821,10.13,8.29
001287.SZ,20250821,24.7,20.21
001288.SZ,20250821,26.63,21.79
001289.SZ,20250821,18.28,14.96
001296.SZ,20250821,23.43,19.17
001298.SZ,20250821,38.15,31.21
001299.SZ,20250821,13.7,11.21
001300.SZ,20250821,14.97,12.25
001301.SZ,20250821,61.73,50.51
001306.SZ,20250821,117.7,96.3
001308.SZ,20250821,28.68,23.46
001309.SZ,20250821,100.71,82.4
001311.SZ,20250821,26.64,21.8
001313.SZ,20250821,8.54,6.98
001314.SZ,20250821,59.41,48.61
001316.SZ,20250821,40.43,33.08
001317.SZ,20250821,51.03,41.75
001318.SZ,20250821,16.85,13.79
001319.SZ,20250821,31.96,26.15
001322.SZ,20250821,10.08,8.24
001323.SZ,20250821,32.59,26.67
001324.SZ,20250821,24.59,20.12
001326.SZ,20250821,39.91,32.65
001328.SZ,20250821,49.97,40.89
001330.SZ,20250821,5.4,4.42
001331.SZ,20250821,13.89,11.37
001332.SZ,20250821,43.11,35.27
001333.SZ,20250821,25.03,20.48
001335.SZ,20250821,44.21,36.17
001336.SZ,20250821,25.99,21.27
001337.SZ,20250821,25.71,21.03
001338.SZ,20250821,13.46,11.02
001339.SZ,20250821,66.34,54.28
001356.SZ,20250821,16.61,13.59
001358.SZ,20250821,27.39,22.41
001359.SZ,20250821,55.17,45.14
001360.SZ,20250821,17.55,14.36
001366.SZ,20250821,14.7,12.02
001367.SZ,20250821,28.85,23.61
001368.SZ,20250821,28.67,23.45
001373.SZ,20250821,36.64,29.98
001376.SZ,20250821,13.53,11.07
001378.SZ,20250821,25.56,20.92
001379.SZ,20250821,25.0,20.46
001380.SZ,20250821,27.16,22.22
001382.SZ,20250821,24.22,19.82
001387.SZ,20250821,16.27,13.31
001388.SZ,20250821,52.57,43.01
001389.SZ,20250821,76.82,62.86
001390.SZ,20250821,28.96,23.7
001391.SZ,20250821,7.58,6.2
001395.SZ,20250821,57.52,47.06
001400.SZ,20250821,79.42,64.98
001696.SZ,20250821,28.11,23.0
001872.SZ,20250821,22.9,18.74
001896.SZ,20250821,6.19,5.07
001914.SZ,20250821,13.86,11.34
001965.SZ,20250821,12.1,9.9
001979.SZ,20250821,10.16,8.32
002001.SZ,20250821,25.95,21.23
002003.SZ,20250821,12.42,10.16
002004.SZ,20250821,5.51,4.51
002005.SZ,20250821,2.79,2.53
002006.SZ,20250821,20.33,16.63
002007.SZ,20250821,18.58,15.2
002008.SZ,20250821,36.82,30.12
002009.SZ,20250821,19.93,16.31
002010.SZ,20250821,6.99,5.72
002011.SZ,20250821,14.84,12.14
002012.SZ,20250821,6.67,5.45
002014.SZ,20250821,12.43,10.17
002015.SZ,20250821,13.39,10.95
002016.SZ,20250821,6.23,5.09
002017.SZ,20250821,36.8,30.11
002019.SZ,20250821,17.7,14.48
002020.SZ,20250821,20.87,17.07
002021.SZ,20250821,2.71,2.21
002022.SZ,20250821,8.22,6.72
002023.SZ,20250821,13.23,10.83
002024.SZ,20250821,2.01,1.81
002025.SZ,20250821,55.94,45.77
002026.SZ,20250821,15.25,12.47
002027.SZ,20250821,9.04,7.4
002028.SZ,20250821,93.63,76.61
002029.SZ,20250821,8.55,6.99
002030.SZ,20250821,7.74,6.34
002031.SZ,20250821,9.44,7.72
002032.SZ,20250821,57.08,46.7
002033.SZ,20250821,10.07,8.24
002034.SZ,20250821,19.82,16.22
002035.SZ,20250821,7.25,5.93
002036.SZ,20250821,13.01,10.65
002037.SZ,20250821,13.07,10.69
002038.SZ,20250821,8.95,7.33
002039.SZ,20250821,17.33,14.18
002040.SZ,20250821,11.04,9.04
002041.SZ,20250821,11.01,9.01
002042.SZ,20250821,5.74,4.7
002043.SZ,20250821,11.58,9.48
002044.SZ,20250821,6.46,5.28
002045.SZ,20250821,19.58,16.02
002046.SZ,20250821,42.96,35.15
002047.SZ,20250821,2.33,2.11
002048.SZ,20250821,25.6,20.94
002049.SZ,20250821,90.05,73.67
002050.SZ,20250821,33.4,27.32
002051.SZ,20250821,9.91,8.11
002052.SZ,20250821,20.9,17.1
002053.SZ,20250821,13.1,10.72
002054.SZ,20250821,7.84,6.42
002055.SZ,20250821,9.13,7.47
002056.SZ,20250821,19.17,15.69
002057.SZ,20250821,11.72,9.59
002058.SZ,20250821,15.69,14.19
002059.SZ,20250821,5.74,4.7
002060.SZ,20250821,4.06,3.32
002061.SZ,20250821,4.5,3.68
002062.SZ,20250821,8.02,6.56
002063.SZ,20250821,7.19,5.89
002064.SZ,20250821,8.53,6.98
002065.SZ,20250821,11.24,9.2
002066.SZ,20250821,16.09,13.17
002067.SZ,20250821,4.82,3.94
002068.SZ,20250821,13.12,10.74
002069.SZ,20250821,4.8,3.92
002072.SZ,20250821,8.17,6.69
002073.SZ,20250821,9.81,8.03
002074.SZ,20250821,35.46,29.02
002075.SZ,20250821,7.28,5.96
002076.SZ,20250821,2.03,1.83
002077.SZ,20250821,16.15,13.21
002078.SZ,20250821,16.08,13.16
002079.SZ,20250821,11.65,9.53
002080.SZ,20250821,35.51,29.05
002081.SZ,20250821,3.95,3.23
002082.SZ,20250821,8.83,7.23
002083.SZ,20250821,5.56,4.55
002084.SZ,20250821,4.0,3.28
002085.SZ,20250821,18.92,15.48
002086.SZ,20250821,3.23,2.65
002088.SZ,20250821,13.2,10.8
002090.SZ,20250821,11.47,9.39
002091.SZ,20250821,8.36,6.84
002092.SZ,20250821,5.24,4.28
002093.SZ,20250821,14.28,11.68
002094.SZ,20250821,10.11,8.27
002095.SZ,20250821,24.5,20.04
002096.SZ,20250821,15.44,12.64
002097.SZ,20250821,18.8,15.38
002098.SZ,20250821,10.84,8.87
002099.SZ,20250821,6.78,5.54
002100.SZ,20250821,7.18,5.88
002101.SZ,20250821,15.08,12.34
002102.SZ,20250821,4.64,3.8
002103.SZ,20250821,12.27,10.04
002104.SZ,20250821,32.34,26.46
002105.SZ,20250821,8.53,6.98
002106.SZ,20250821,12.63,10.33
002107.SZ,20250821,7.88,6.44
002108.SZ,20250821,4.35,3.56
002109.SZ,20250821,3.96,3.24
002110.SZ,20250821,5.05,4.13
002111.SZ,20250821,12.05,9.86
002112.SZ,20250821,16.17,13.23
002114.SZ,20250821,8.81,7.21
002115.SZ,20250821,9.58,7.84
002116.SZ,20250821,11.78,9.64
002117.SZ,20250821,13.98,11.44
002119.SZ,20250821,19.51,15.97
002120.SZ,20250821,9.88,8.08
002121.SZ,20250821,7.73,6.33
002122.SZ,20250821,4.48,3.66
002123.SZ,20250821,16.84,13.78
002124.SZ,20250821,3.31,2.71
002125.SZ,20250821,15.26,12.48
002126.SZ,20250821,41.53,33.98
002127.SZ,20250821,4.1,3.36
002128.SZ,20250821,21.62,17.69
002129.SZ,20250821,9.22,7.54
002130.SZ,20250821,27.6,22.58
002131.SZ,20250821,5.58,4.56
002132.SZ,20250821,4.28,3.5
002133.SZ,20250821,3.72,3.04
002134.SZ,20250821,27.78,22.73
002135.SZ,20250821,4.84,3.96
002136.SZ,20250821,12.65,10.35
002137.SZ,20250821,10.11,8.27
002138.SZ,20250821,34.51,28.23
002139.SZ,20250821,17.44,14.27
002140.SZ,20250821,11.36,9.3
002141.SZ,20250821,5.13,4.19
002142.SZ,20250821,30.67,25.09
002144.SZ,20250821,13.89,11.37
002145.SZ,20250821,4.9,4.01
002146.SZ,20250821,1.61,1.31
002148.SZ,20250821,13.84,11.32
002149.SZ,20250821,20.41,16.7
002150.SZ,20250821,13.97,11.43
002151.SZ,20250821,34.63,28.33
002152.SZ,20250821,15.55,12.73
002153.SZ,20250821,11.72,9.59
002154.SZ,20250821,4.28,3.5
002155.SZ,20250821,21.64,17.7
002156.SZ,20250821,32.23,26.37
002157.SZ,20250821,3.16,2.58
002158.SZ,20250821,28.86,23.62
002159.SZ,20250821,17.37,14.21
002160.SZ,20250821,5.08,4.16
002161.SZ,20250821,9.82,8.04
002162.SZ,20250821,5.32,4.36
002163.SZ,20250821,11.07,9.05
002164.SZ,20250821,14.53,11.89
002165.SZ,20250821,10.45,8.55
002166.SZ,20250821,9.42,7.7
002167.SZ,20250821,16.08,13.16
002168.SZ,20250821,4.89,4.43
002169.SZ,20250821,7.45,6.09
002170.SZ,20250821,11.54,9.44
002171.SZ,20250821,11.0,9.0
002172.SZ,20250821,4.71,3.85
002173.SZ,20250821,25.36,20.75
002174.SZ,20250821,18.48,15.12
002175.SZ,20250821,5.39,4.41
002176.SZ,20250821,10.13,8.29
002177.SZ,20250821,9.09,7.43
002178.SZ,20250821,8.0,6.54
002179.SZ,20250821,45.13,36.93
002180.SZ,20250821,27.24,22.28
002181.SZ,20250821,7.88,6.44
002182.SZ,20250821,16.6,13.58
002183.SZ,20250821,5.21,4.27
002184.SZ,20250821,15.44,12.64
002185.SZ,20250821,11.98,9.8
002186.SZ,20250821,14.1,11.54
002187.SZ,20250821,7.4,6.06
002188.SZ,20250821,6.5,5.32
002189.SZ,20250821,29.77,24.35
002190.SZ,20250821,44.35,36.29
002191.SZ,20250821,4.59,3.75
002192.SZ,20250821,39.62,32.42
002193.SZ,20250821,7.02,5.74
002194.SZ,20250821,15.24,12.47
002195.SZ,20250821,7.13,5.83
002196.SZ,20250821,10.55,8.63
002197.SZ,20250821,8.83,7.99
002198.SZ,20250821,7.44,6.08
002199.SZ,20250821,11.66,10.55
002200.SZ,20250821,7.74,7.0
002201.SZ,20250821,9.04,7.4
002202.SZ,20250821,11.61,9.5
002203.SZ,20250821,14.43,11.81
002204.SZ,20250821,7.26,5.94
002205.SZ,20250821,15.87,12.99
002206.SZ,20250821,7.17,5.87
002207.SZ,20250821,8.1,6.62
002208.SZ,20250821,7.78,6.36
002209.SZ,20250821,19.18,15.7
002210.SZ,20250821,3.37,2.75
002211.SZ,20250821,3.34,3.02
002212.SZ,20250821,9.23,7.55
002213.SZ,20250821,20.67,16.91
002214.SZ,20250821,11.97,10.83
002215.SZ,20250821,14.36,11.75
002216.SZ,20250821,12.77,10.45
002217.SZ,20250821,3.17,2.59
002218.SZ,20250821,4.1,3.36
002219.SZ,20250821,2.51,2.05
002221.SZ,20250821,10.11,8.27
002222.SZ,20250821,47.5,38.86
002223.SZ,20250821,39.82,32.58
002224.SZ,20250821,5.3,4.34
