ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv,udlimit_status
301213.SZ,20250820,69.18,5.3662,10.3223,,,7.0503,36.3231,35.7768,7999.9999,5171.1049,2688.2599,553439.9931,357737.037,0
002440.SZ,20250820,7.66,2.4773,3.7122,40.3295,33.1188,0.9309,1.5118,1.5045,112399.9905,94635.9428,63155.5451,860983.9272,724911.3218,0
836892.BJ,20250820,19.05,1.4988,4.768,33.1415,32.1348,8.5879,5.786,5.6627,17035.1353,14621.6069,4596.3143,324519.3275,278541.6114,0
605196.SH,20250820,22.0,2.1275,3.2772,35.2058,41.5163,3.5191,1.7713,1.729,51100.2781,50440.0781,32744.9781,1124206.1182,1109681.7182,0
002534.SZ,20250820,16.13,1.8284,7.7609,26.9635,50.2955,3.0216,1.8423,1.8249,73516.403,72397.0582,17056.4608,1185819.5804,1167764.5488,0
600881.SH,20250820,2.18,7.2367,8.5488,,,3.2091,0.9766,0.9732,323215.0988,323215.0988,273605.4,704608.9154,704608.9154,0
688231.SH,20250820,21.37,2.9866,3.9961,79.7915,78.7384,1.9396,3.7912,3.7179,24685.7143,12644.8762,9450.3321,527533.7146,270221.0044,0
003037.SZ,20250820,9.04,2.2983,7.131,214.4502,76.5965,1.9623,0.8741,0.8565,59907.4678,59207.4678,19082.4778,541563.5089,535235.5089,0
688386.SH,20250820,69.0,2.4242,3.361,63.3238,59.0,8.4534,12.1975,11.5773,9100.0,9100.0,6563.5093,627900.0,627900.0,0
603111.SH,20250820,6.82,1.5239,2.0523,16.875,16.5729,1.5751,1.4921,1.4391,86806.8223,84570.4717,62796.4686,592022.5281,576770.617,0
002984.SZ,20250820,19.46,2.313,2.986,9.2177,9.8604,1.5232,2.3676,2.3841,103546.1086,71311.8085,55238.3703,2015007.2734,1387727.7934,0
600372.SH,20250820,12.4,0.6565,1.4673,57.6543,87.2794,1.6184,2.5127,2.6131,483889.663,483889.663,216483.9724,6000231.8212,6000231.8212,0
301098.SZ,20250820,9.92,3.3679,3.6763,77.7854,76.7034,1.3943,2.0141,2.0184,18393.4959,14968.8709,13713.3709,182463.4793,148491.1993,0
603120.SH,20250820,41.78,9.9165,9.9165,40.3952,40.6965,3.2392,6.1237,6.1446,9040.0,2214.3822,2214.3822,377691.2,92516.8883,0
301469.SZ,20250820,30.57,4.9398,9.9823,39.9561,42.0785,2.0394,2.7147,2.7448,8948.0,4605.8685,2279.2358,273540.36,140801.4,0
688012.SH,20250820,198.01,2.3261,3.4091,76.7376,73.816,6.1397,13.6769,12.8701,62614.5307,62614.5307,42722.4636,12398303.2239,12398303.2239,0
600971.SH,20250820,6.99,0.7414,1.6461,7.8249,12.5585,0.6942,1.203,1.375,120000.4884,120000.4884,54046.5995,838803.4139,838803.4139,0
300992.SZ,20250820,31.4,10.1865,17.8549,236.5556,123.0842,3.4892,4.0271,4.0548,9533.7552,7749.3052,4421.0952,299359.9133,243328.1833,0
002192.SZ,20250820,36.02,3.1827,4.2937,43.4555,69.4503,2.7506,16.6599,15.2283,25965.5203,25912.0228,19207.017,935278.0412,933351.0613,0
688373.SH,20250820,7.81,4.2572,5.9927,,,16.3391,39.3043,37.51,65560.5491,52549.1506,37331.0641,512027.8885,410408.8662,0
300736.SZ,20250820,12.36,5.335,7.0849,,,17.4177,3.3078,3.541,12729.3324,12444.5237,9370.77,157334.5485,153814.3129,0
688212.SH,20250820,50.29,1.2962,1.8551,322.3032,,5.1898,9.0352,9.6201,13466.525,13466.525,9409.529,677231.5423,677231.5423,0
002022.SZ,20250820,7.47,2.6188,3.2189,,,1.1767,2.1839,2.255,51431.8459,51424.5334,41838.2296,384195.8889,384141.2645,0
300236.SZ,20250820,56.82,9.7107,11.9849,101.3402,85.6038,3.9691,12.0706,11.0483,31338.1402,27872.6967,22583.8651,1780633.1262,1583726.6265,0
300909.SZ,20250820,34.45,4.2683,8.0162,59.1467,63.9486,3.0361,4.0438,4.0287,17297.2979,12394.3106,6599.5069,595891.9127,426984.0002,0
600622.SH,20250820,3.12,3.7771,6.7754,,,1.3856,2.5741,2.6186,149968.5402,149968.5402,83604.4347,467901.8454,467901.8454,0
603588.SH,20250820,7.05,3.392,4.1853,22.2881,18.8903,1.1361,0.7406,0.7865,152323.4457,152323.4457,123451.9722,1073880.2922,1073880.2922,0
002432.SZ,20250820,41.31,1.9207,2.5983,11.741,11.6098,0.9183,7.5583,8.384,47428.1172,44687.9125,33033.4606,1959255.5215,1846057.6654,0
688050.SH,20250820,76.43,2.2869,3.2134,38.0579,39.0993,5.5426,10.4834,10.1467,19340.3175,18980.956,13508.4102,1478180.4665,1450714.4671,0
300592.SZ,20250820,11.91,3.5152,6.1753,28.3021,65.8639,2.0673,0.5338,0.5008,40436.1469,35103.0174,19981.9175,481594.5096,418076.9372,0
600684.SH,20250820,4.91,3.7743,5.4778,269.0626,177.541,8.9962,2.6894,2.6505,85346.0723,85346.0723,58805.122,419049.215,419049.215,0
002667.SZ,20250820,12.45,2.7351,3.4751,,,8.8605,5.6649,6.2023,24237.1,23566.6,18548.4007,301751.895,293404.17,0
002523.SZ,20250820,4.02,2.3281,3.3311,107.9519,80.1101,2.3305,3.0713,2.9048,141664.08,141154.2683,98655.0517,569489.6016,567440.1586,0
600272.SH,20250820,13.88,2.7544,4.9679,104.163,184.8926,4.7245,3.3326,3.2285,26265.1945,16000.0,8871.0217,364560.8997,222080.0,0
600969.SH,20250820,7.51,2.0241,2.8907,,,0.7797,0.6476,0.6475,37005.0484,37005.0484,25911.3429,277907.9135,277907.9135,0
300439.SZ,20250820,11.66,2.1812,2.871,17.369,21.4104,1.5342,2.5718,2.7409,38431.8815,29275.7051,22241.7258,448115.7383,341354.7215,0
600022.SH,20250820,1.54,0.9476,2.2943,,,0.8811,0.2007,0.2098,1069884.9554,1069884.9554,441891.4279,1647622.8313,1647622.8313,0
688146.SH,20250820,40.28,9.1516,9.1516,70.1636,71.017,3.8697,11.0567,10.6139,52941.1765,14497.0842,14497.0842,2132470.5894,583942.5516,0
688698.SH,20250820,54.6,3.8915,9.1025,47.6404,47.0633,5.4414,7.117,6.8679,21379.4774,21379.4774,9140.1594,1167319.466,1167319.466,0
603363.SH,20250820,3.71,1.1861,2.0173,16.6688,8.8623,3.3014,1.1021,1.1867,260296.1826,159796.1826,93957.244,965698.8374,592843.8374,0
300007.SZ,20250820,48.0,9.6759,10.7542,204.973,198.6268,5.5319,7.0557,7.0268,32744.5619,28297.4451,25460.036,1571738.9712,1358277.3648,0
000595.SZ,20250820,4.98,0.8225,2.3053,,,19.3716,23.9286,26.1037,113865.6366,113865.6366,40624.0442,567050.8703,567050.8703,0
300856.SZ,20250820,15.63,1.3432,3.6148,13.2184,19.0295,2.8226,3.2667,3.792,47568.7052,45655.3715,16965.1645,743498.8623,713593.4565,0
603283.SH,20250820,41.58,4.077,6.6879,20.8989,21.9312,3.7414,2.8583,2.8897,27859.0823,27171.6823,16563.975,1158380.642,1129798.55,0
603381.SH,20250820,23.32,5.5672,8.5926,20.6357,24.2977,1.5198,0.6761,0.5956,23725.6326,14213.7686,9209.1435,553281.7522,331465.0838,0
002340.SZ,20250820,6.85,3.5447,3.8746,34.3995,32.6346,1.7582,1.0573,1.0221,512429.9057,508438.5687,465154.5424,3510144.854,3482804.1956,0
688330.SH,20250820,28.0,1.0106,2.0082,17.5993,18.9213,1.0456,4.0053,4.2598,14000.0,14000.0,7045.3602,392000.0,392000.0,0
002927.SZ,20250820,16.91,3.9334,8.0877,100.9991,105.6765,3.7176,4.2311,4.3551,22319.218,22064.26,10730.9535,377417.9764,373106.6366,0
301392.SZ,20250820,178.42,8.6011,8.6011,262.0319,269.1356,24.5815,34.2917,32.6784,10000.0,4079.5911,4079.5911,1784200.0,727880.6441,0
002014.SZ,20250820,11.3,0.6469,1.8542,14.7966,14.7181,3.0112,1.9632,1.9559,61249.1866,60433.6316,21084.754,692115.8086,682900.0371,0
300902.SZ,20250820,31.0,16.6877,25.9931,,,6.86,18.3306,18.6556,18180.3369,12158.3244,7805.6959,563590.4439,376908.0564,0
001213.SZ,20250820,4.29,0.3941,2.2912,28.5915,33.2809,1.0063,1.6922,1.681,444444.4444,444444.4444,76444.4444,1906666.6665,1906666.6665,0
002851.SZ,20250820,70.18,11.3512,13.0936,88.1339,94.9383,6.2977,4.7032,4.4396,54769.3154,45546.5114,39485.4189,3843710.5548,3196454.1701,0
300447.SZ,20250820,16.26,4.236,5.4172,285.3219,,2.5625,5.5778,6.1455,31231.0375,20133.139,15743.119,507816.6698,327364.8401,0
002761.SZ,20250820,9.55,1.5952,2.8049,53.3615,47.5669,1.5292,0.1281,0.1265,108178.4396,108178.4396,61522.2044,1033104.0982,1033104.0982,0
600072.SH,20250820,13.23,2.0316,2.8238,136.1073,,1.8716,2.3663,2.3426,150652.1728,108333.7316,77940.5069,1993128.2461,1433255.2691,0
002343.SZ,20250820,8.84,22.3291,30.5079,138.3479,114.731,4.2025,11.4699,7.6241,47494.9686,47494.9686,34762.2307,419855.5224,419855.5224,0
002334.SZ,20250820,10.25,15.4299,16.0952,29.0896,27.7215,2.8024,1.9295,1.9632,81353.092,73382.5885,70349.5671,833869.193,752171.5321,0
600745.SH,20250820,39.24,3.2728,4.8793,,,1.4791,0.6636,0.6932,124457.917,124457.917,83479.7972,4883728.6631,4883728.6631,0
000777.SZ,20250820,21.15,3.1847,4.3775,35.3606,34.8529,3.7549,4.399,4.2103,38341.7593,38341.0827,27894.1648,810928.2092,810913.8991,0
832651.BJ,20250820,33.98,7.5844,7.5844,27.8913,26.7909,4.4038,6.9168,6.5091,6100.0,1527.4871,1527.4871,207278.0,51904.0117,0
600740.SH,20250820,4.0,0.6134,1.4249,38.9502,80.6752,0.6733,1.3652,1.3911,256212.1154,256212.1154,110300.67,1024848.4616,1024848.4616,0
000811.SZ,20250820,14.2,3.9671,5.5435,22.4417,23.5186,2.4349,2.1244,2.2119,99263.8145,96957.7424,69384.9128,1409546.1659,1376799.9421,0
603500.SH,20250820,12.35,4.7012,10.0084,54.517,44.4523,4.6897,6.1554,5.8631,33280.0046,33183.3469,15587.0231,411008.0568,409814.3342,0
600354.SH,20250820,6.74,6.0521,8.0235,71.324,48.7767,5.0373,3.0775,2.7714,52780.208,52780.208,39811.7645,355738.6019,355738.6019,0
002247.SZ,20250820,2.84,3.6042,4.5051,11.0847,10.5325,3.8491,2.8781,2.9893,85087.0049,64354.0672,51484.5522,241647.0939,182765.5508,0
688232.SH,20250820,29.69,1.6631,4.4131,47.9646,45.258,1.8259,4.565,4.6024,33000.0,33000.0,12436.3512,979770.0,979770.0,0
601689.SH,20250820,54.9,4.344,10.6004,31.796,32.6662,4.3795,3.5867,3.576,173783.558,173783.558,71216.1785,9540717.3342,9540717.3342,0
300705.SZ,20250820,18.93,5.9674,8.1742,18.4805,18.4767,3.8299,3.231,3.1191,50021.1112,37001.3364,27012.2076,946899.635,700435.2981,0
002624.SZ,20250820,15.75,3.8851,5.4121,,,4.5994,5.4851,4.8774,193996.8404,182773.3041,131204.2939,3055450.2363,2878679.5396,0
000987.SZ,20250820,7.92,1.3096,5.1657,17.3216,16.0012,1.3343,4.4126,4.362,501713.2462,501458.8728,127127.2963,3973568.9099,3971554.2726,0
002265.SZ,20250820,39.62,9.1315,16.2921,157.4479,150.8465,11.1879,9.3991,9.7086,103304.0407,40309.7025,22593.0966,4092906.0925,1597070.4131,0
603901.SH,20250820,11.77,6.9658,14.2347,368.4156,322.5983,2.4243,1.6093,1.5832,48767.3635,48020.7685,23499.1185,573991.8684,565204.4452,0
001366.SZ,20250820,13.36,6.3039,6.3039,,,2.6577,2.1109,2.0203,16068.0,5568.0,5568.0,214668.48,74388.48,0
601608.SH,20250820,5.51,4.248,11.8504,67.3698,67.1644,2.7958,3.1408,3.1347,457955.3437,455056.793,163124.5936,2523333.9438,2507362.9294,0
000886.SZ,20250820,6.7,1.9634,2.669,107.7203,490.3266,2.1952,28.4638,24.3945,98882.83,97783.6898,71932.4659,662514.961,655150.7217,0
601968.SH,20250820,5.37,2.1522,5.4029,39.7421,39.4008,1.5278,0.8236,0.8216,127577.946,127577.946,50818.6311,685093.57,685093.57,0
000801.SZ,20250820,17.77,2.7338,5.3161,93.483,101.0929,6.1136,4.3497,4.4262,102280.6646,102280.6646,52598.1558,1817527.4099,1817527.4099,0
601021.SH,20250820,52.96,0.5609,1.2719,22.7953,24.2095,3.0497,2.5906,2.5715,97833.3423,97833.3423,43141.974,5181253.8082,5181253.8082,0
000665.SZ,20250820,5.93,3.6147,6.1123,,,1.6227,4.239,4.5325,113714.9495,113711.978,67247.2368,674329.6505,674312.0295,0
688545.SH,20250820,34.2,11.6753,11.6753,77.2039,68.953,4.3073,10.8285,9.4866,36000.0,7288.3564,7288.3564,1231200.0,249261.7889,0
688295.SH,20250820,23.09,0.6035,1.9664,,,4.5366,13.3442,13.756,90000.0,60160.0718,18464.0864,2078100.0,1389096.0579,0
688626.SH,20250820,59.44,2.7832,8.5854,92.3846,109.5406,4.7641,12.7909,12.5058,16000.0,16000.0,5186.78,951040.0,951040.0,0
688775.SH,20250820,287.99,30.2358,30.2358,116.0936,116.6246,22.622,20.7179,19.3567,40100.0,3050.1569,3050.1569,11548399.0,878414.6856,0
300900.SZ,20250820,20.89,5.667,6.4391,,,4.827,5.9224,5.6933,29714.9916,22028.8241,19387.1721,620746.1745,460182.1354,0
603798.SH,20250820,13.98,10.4954,22.3201,65.6136,53.6977,3.0863,3.3607,3.301,25644.965,25644.965,12058.836,358516.6107,358516.6107,0
600862.SH,20250820,25.71,1.285,2.3163,31.0713,30.8895,5.048,7.0611,6.946,139304.9107,139304.9107,77282.6466,3581529.2541,3581529.2541,0
300159.SZ,20250820,3.25,2.2044,2.4706,,,,7.3105,7.297,149564.5923,147183.9203,131325.6306,486084.925,478347.741,0
000034.SZ,20250820,45.79,10.8826,11.6404,43.2694,44.3084,3.1042,0.2541,0.2492,71126.0675,59436.8043,55567.3592,3256862.6308,2721611.2689,0
600721.SH,20250820,8.62,12.9611,17.1891,79.8623,79.752,4.2437,8.5873,8.4549,38429.3875,38429.3875,28976.8788,331261.3203,331261.3203,0
002608.SZ,20250820,7.63,0.3131,1.6641,8.9026,8.673,0.8853,0.802,0.8327,377807.9704,377807.9704,71091.8133,2882674.8142,2882674.8142,0
833509.BJ,20250820,28.52,6.9447,10.1318,90.6455,75.0894,13.8494,23.5727,21.9359,16030.5696,8397.126,5755.6853,457191.845,239486.0335,0
600641.SH,20250820,15.16,2.8622,4.1985,131.1923,136.0777,1.7323,24.2651,20.9108,93062.992,93062.992,63441.5199,1410834.9587,1410834.9587,0
600993.SH,20250820,28.6,1.819,2.7787,23.3446,23.0864,3.0803,3.3069,3.2944,43105.3891,43030.7016,28169.398,1232814.1283,1230678.0658,0
601139.SH,20250820,6.72,1.0417,4.2598,13.2675,14.2498,1.2793,0.6819,0.6444,287674.0942,287674.0942,70346.9513,1933169.913,1933169.913,0
300410.SZ,20250820,8.94,7.7888,11.6079,,,14.4428,4.6178,4.7941,36711.4797,36711.4797,24633.1876,328200.6285,328200.6285,0
300301.SZ,20250820,2.41,2.4451,2.6434,,,160.1523,3.9593,4.1148,82986.8769,78987.6719,73061.8561,199998.3733,190360.2893,0
300285.SZ,20250820,20.98,3.9554,4.4181,34.586,34.5136,3.0318,5.1693,4.9248,99704.8299,84134.4847,75323.2612,2091807.3313,1765141.489,0
300458.SZ,20250820,44.72,9.3437,11.0087,221.3387,176.4123,12.4555,16.1315,14.7733,82529.7512,67558.0017,57340.5276,3690730.4737,3021193.836,0
300279.SZ,20250820,8.9,8.738,12.127,83.2675,52.861,4.313,2.0932,2.1667,48909.949,45883.5752,33060.9465,435298.5461,408363.8193,0
301529.SZ,20250820,83.2,7.2721,8.743,72.2821,69.3313,5.7101,5.2991,4.738,8483.721,4523.851,3762.801,705845.5872,376384.4032,0
300619.SZ,20250820,27.15,4.6511,5.762,,,3.1008,3.131,3.4562,17399.9658,14546.4047,11741.8029,472409.0715,394934.8876,0
300562.SZ,20250820,16.44,7.2013,7.8174,58.4421,52.1221,3.5311,3.6446,3.5622,21814.1988,16179.2311,14903.9592,358625.4283,265986.5593,0
300958.SZ,20250820,14.17,4.301,4.5903,,,1.6958,2.7883,2.7719,15673.6579,9104.9427,8530.9773,222095.7324,129017.0381,0
603888.SH,20250820,20.09,1.5406,4.078,57.9475,55.2719,3.9099,6.3289,6.3251,67473.8168,67473.8168,25490.2634,1355548.9795,1355548.9795,0
