ts_code,trade_date,close,open,high,low,pre_close,change,pct_change,vol,amount,create_time
399440.SZ,20250815,1349.3531,1336.5138,1354.7243,1336.0696,1340.7025,8.6506,0.6452,22498287.0,11374366.3,2025-08-15 15:09:19
399441.SZ,20250815,2412.7451,2384.6992,2424.851,2376.7732,2398.5059,14.2392,0.5937,5694778.0,21214480.4,2025-08-15 15:09:19
399550.SZ,20250815,7727.8816,7699.081,7749.3596,7679.9039,7705.5121,22.3695,0.2903,39861690.0,77238356.8,2025-08-15 15:09:19
399551.SZ,20250815,8721.4637,8566.1925,8723.0085,8566.1925,8593.4087,128.055,1.4902,26555344.0,65850907.1,2025-08-15 15:09:19
399552.SZ,20250815,8051.7854,8028.0237,8075.8967,8011.7197,8037.7318,14.0536,0.1748,30124810.0,59359838.2,2025-08-15 15:09:19
399553.SZ,20250815,7020.4503,6961.9656,7038.416,6961.9656,6965.3358,55.1145,0.7913,12050377.0,41230711.8,2025-08-15 15:09:19
399554.SZ,20250815,7527.3532,7474.795,7541.0019,7450.5565,7483.3624,43.9908,0.5878,41419261.0,66724830.9,2025-08-15 15:09:19
399555.SZ,20250815,5292.8469,5304.4343,5307.468,5270.79,5308.0832,-15.2363,-0.287,44234199.0,57437367.3,2025-08-15 15:09:19
399556.SZ,20250815,2437.3952,2391.9443,2445.55,2391.9443,2396.7837,40.6115,1.6944,30287689.0,64654777.7,2025-08-15 15:09:19
399557.SZ,20250815,1832.4353,1799.4003,1837.197,1794.8176,1804.784,27.6513,1.5321,44523885.0,75732236.4,2025-08-15 15:09:19
399602.SZ,20250815,1081.8035,1062.0464,1082.4634,1062.0464,1065.2871,16.5164,1.5504,42185717.0,94628719.3,2025-08-15 15:09:19
399604.SZ,20250815,1961.2409,1939.1315,1961.5715,1936.7028,1942.9066,18.3343,0.9437,35428850.0,46964127.1,2025-08-15 15:09:19
399606.SZ,20250815,2803.337,2726.3976,2811.8274,2726.3976,2731.9174,71.4196,2.6143,50550336.0,200867658.7,2025-08-15 15:09:19
399608.SZ,20250815,3412.5789,3325.1363,3422.3639,3325.1363,3334.9488,77.6301,2.3278,59699205.0,196108773.6,2025-08-15 15:09:19
399610.SZ,20250815,7344.0447,7225.1612,7360.4683,7225.1612,7241.8572,102.1875,1.4111,36437928.0,135989512.6,2025-08-15 15:09:19
399611.SZ,20250815,2636.116,2583.8461,2642.405,2583.8461,2590.4925,45.6235,1.7612,59935819.0,216239515.8,2025-08-15 15:09:19
399612.SZ,20250815,2240.1943,2195.775,2245.5388,2195.775,2201.5642,38.6301,1.7547,59935819.0,216239515.8,2025-08-15 15:09:19
399613.SZ,20250815,3097.4577,3051.8979,3097.4577,3051.8979,3058.4902,38.9675,1.2741,2905932.0,2063978.9,2025-08-15 15:09:19
399614.SZ,20250815,2903.028,2825.9271,2906.2448,2825.9271,2831.7429,71.2851,2.5174,46235344.0,64536106.8,2025-08-15 15:09:19
399615.SZ,20250815,3398.1224,3317.6628,3402.7419,3317.6628,3327.5207,70.6017,2.1218,60880513.0,141747638.5,2025-08-15 15:09:19
399616.SZ,20250815,6415.715,6336.7958,6415.715,6331.3471,6351.6227,64.0923,1.0091,30024088.0,45912069.1,2025-08-15 15:09:19
399617.SZ,20250815,9713.6111,9670.0522,9725.2237,9628.3687,9693.7748,19.8363,0.2046,4312577.0,11072722.6,2025-08-15 15:09:19
399618.SZ,20250815,8904.9747,8794.9904,8925.0046,8778.1163,8801.5213,103.4534,1.1754,13661311.0,32476244.1,2025-08-15 15:09:19
399619.SZ,20250815,7524.3828,7298.6007,7565.3615,7266.4132,7311.0579,213.3249,2.9178,46479445.0,71419247.2,2025-08-15 15:09:19
399620.SZ,20250815,4877.3798,4780.9485,4880.7093,4780.9485,4799.1448,78.235,1.6302,81277400.0,206280834.9,2025-08-15 15:09:19
399621.SZ,20250815,7471.5647,7405.4951,7536.4481,7357.7947,7446.523,25.0417,0.3363,8548283.0,50868959.0,2025-08-15 15:09:19
399622.SZ,20250815,1671.941,1654.4329,1673.8703,1650.0031,1657.418,14.523,0.8762,6551973.0,4820102.9,2025-08-15 15:09:19
399623.SZ,20250815,7977.8844,7848.4064,7980.0105,7848.4064,7869.9475,107.9369,1.3715,157802585.0,258241570.6,2025-08-15 15:09:19
399624.SZ,20250815,2316.5665,2258.8713,2316.5665,2258.8713,2266.3403,50.2262,2.2162,163627257.0,307359607.4,2025-08-15 15:09:19
399625.SZ,20250815,2069.4853,2023.6108,2071.7339,2023.6108,2029.5251,39.9602,1.9689,223563077.0,523599123.1,2025-08-15 15:09:19
399626.SZ,20250815,1604.0963,1574.6768,1608.6205,1574.6768,1579.6645,24.4318,1.5466,58570194.0,191702460.7,2025-08-15 15:09:19
399627.SZ,20250815,2297.6536,2267.2683,2299.7137,2265.5783,2273.049,24.6046,1.0824,55416384.0,94364968.8,2025-08-15 15:09:19
399628.SZ,20250815,2196.9286,2139.8235,2197.3138,2139.8235,2148.7039,48.2247,2.2444,66805341.0,141323126.1,2025-08-15 15:09:19
399629.SZ,20250815,2807.4917,2754.6091,2807.4917,2754.6091,2759.5351,47.9566,1.7379,62417145.0,69224838.4,2025-08-15 15:09:19
399630.SZ,20250815,1443.8382,1416.5152,1446.1283,1416.5152,1420.7796,23.0586,1.623,106014390.0,310449959.1,2025-08-15 15:09:19
399631.SZ,20250815,2155.9988,2128.8708,2156.605,2127.1758,2133.1935,22.8053,1.0691,127095285.0,154552145.2,2025-08-15 15:09:19
399632.SZ,20250815,4611.9604,4538.7918,4618.7673,4538.7918,4550.9479,61.0125,1.3407,73742553.0,213995274.2,2025-08-15 15:09:19
399633.SZ,20250815,5424.5481,5314.8965,5429.4172,5314.8965,5327.7759,96.7722,1.8164,171537851.0,394961925.9,2025-08-15 15:09:19
399634.SZ,20250815,3740.8994,3671.5729,3744.5052,3671.5729,3680.6324,60.267,1.6374,51409680.0,111372580.9,2025-08-15 15:09:19
399635.SZ,20250815,1808.0834,1759.3565,1810.1796,1759.3565,1761.9095,46.1739,2.6207,50550336.0,200867658.7,2025-08-15 15:09:19
399636.SZ,20250815,5767.4708,5681.6089,5789.2882,5681.6089,5699.8985,67.5723,1.1855,40521269.0,118456925.3,2025-08-15 15:09:19
399637.SZ,20250815,1736.1043,1692.7907,1738.1514,1692.7907,1691.649,44.4553,2.6279,8963593.0,4890810.8,2025-08-15 15:09:19
399638.SZ,20250815,5664.6111,5548.7846,5688.4662,5548.7846,5569.3959,95.2152,1.7096,17944580.0,52961871.2,2025-08-15 15:09:19
399639.SZ,20250815,1766.0311,1735.8473,1767.0892,1735.8473,1738.7633,27.2678,1.5682,18463988.0,26414529.2,2025-08-15 15:09:19
399640.SZ,20250815,2538.861,2469.828,2541.0059,2469.828,2476.7004,62.1606,2.5098,200494449.0,496359285.4,2025-08-15 15:09:19
399641.SZ,20250815,2342.6648,2299.2784,2346.8525,2299.2784,2305.1967,37.4681,1.6254,121646183.0,331252428.9,2025-08-15 15:09:19
399642.SZ,20250815,1947.4235,1918.1063,1950.2433,1918.0743,1924.2856,23.1379,1.2024,60667819.0,126710753.6,2025-08-15 15:09:19
399643.SZ,20250815,3098.0234,3013.1933,3107.6595,3013.1933,3020.7949,77.2285,2.5566,54562748.0,202658464.6,2025-08-15 15:09:19
399644.SZ,20250815,3521.5813,3485.3859,3524.6192,3481.4321,3494.5096,27.0717,0.7747,42115877.0,57301476.0,2025-08-15 15:09:19
399645.SZ,20250815,9253.1796,9160.4274,9260.2745,9146.1541,9176.8543,76.3253,0.8317,29694351.0,49758856.7,2025-08-15 15:09:19
399646.SZ,20250815,7940.5848,7881.6569,7942.8973,7859.7396,7901.2876,39.2972,0.4974,20704769.0,38512158.4,2025-08-15 15:09:19
399647.SZ,20250815,8679.1247,8575.2627,8697.6789,8561.7441,8581.6362,97.4885,1.136,11981376.0,26811475.5,2025-08-15 15:09:19
399648.SZ,20250815,11107.5382,10922.8047,11109.26,10894.2286,10947.7003,159.8379,1.46,56706727.0,122472532.5,2025-08-15 15:09:19
399649.SZ,20250815,3020.5171,2987.5869,3020.7584,2987.5869,2992.4837,28.0334,0.9368,16614804.0,24924916.8,2025-08-15 15:09:19
399650.SZ,20250815,2194.3705,2164.4125,2195.8152,2164.4125,2171.1,23.2705,1.0718,14345007.0,38643765.7,2025-08-15 15:09:19
399651.SZ,20250815,1576.1103,1561.7121,1577.0044,1560.2656,1567.6276,8.4827,0.5411,13966082.0,38219890.7,2025-08-15 15:09:19
399652.SZ,20250815,3661.6995,3525.1853,3671.9385,3525.1853,3538.3019,123.3976,3.4875,17391275.0,56364641.5,2025-08-15 15:09:19
399653.SZ,20250815,2574.1247,2550.0224,2579.2949,2544.8595,2556.7591,17.3656,0.6792,30822371.0,80204967.5,2025-08-15 15:09:19
399654.SZ,20250815,2769.2474,2720.1703,2774.4947,2715.4207,2729.6905,39.5569,1.4491,51537861.0,82942877.9,2025-08-15 15:09:19
399655.SZ,20250815,10456.5591,10281.5765,10464.1846,10281.5765,10302.0087,154.5504,1.5002,19883726.0,71690518.7,2025-08-15 15:09:19
399656.SZ,20250815,5815.8022,5723.6834,5820.6556,5723.6834,5738.4391,77.3631,1.3482,73742553.0,213995274.2,2025-08-15 15:09:19
399657.SZ,20250815,6314.3042,6198.9647,6320.955,6198.9647,6213.3784,100.9258,1.6243,171537851.0,394961925.9,2025-08-15 15:09:19
399658.SZ,20250815,4241.1813,4173.9449,4248.3422,4173.9449,4183.0658,58.1155,1.3893,51409680.0,111372580.9,2025-08-15 15:09:19
399659.SZ,20250815,4181.2685,4095.0662,4181.7472,4095.0662,4107.0447,74.2238,1.8072,257229837.0,537343977.6,2025-08-15 15:09:19
399660.SZ,20250815,2266.1365,2221.7147,2269.8749,2221.7147,2227.4837,38.6528,1.7353,59935819.0,216239515.8,2025-08-15 15:09:19
399661.SZ,20250815,5682.0938,5602.6277,5684.4874,5597.5579,5610.6059,71.4879,1.2742,50471348.0,62216247.6,2025-08-15 15:09:19
399662.SZ,20250815,1921.8473,1870.1018,1923.6284,1870.1018,1876.0997,45.7476,2.4384,60871854.0,223856468.1,2025-08-15 15:09:19
399663.SZ,20250815,1885.2079,1859.7167,1885.2079,1859.6696,1861.0648,24.1431,1.2973,33170797.0,43214576.7,2025-08-15 15:09:19
399664.SZ,20250815,1300.2044,1268.8816,1300.8634,1268.8816,1273.6693,26.5351,2.0834,60619909.0,118418045.6,2025-08-15 15:09:19
399665.SZ,20250815,2181.9722,2142.623,2181.9722,2142.623,2144.3776,37.5946,1.7532,69775302.0,116541334.6,2025-08-15 15:09:19
399666.SZ,20250815,1756.9721,1703.1416,1756.9721,1703.1416,1710.3832,46.5889,2.7239,99760875.0,306793446.8,2025-08-15 15:09:19
399667.SZ,20250815,4161.0514,4037.5736,4174.284,4037.5736,4043.6058,117.4456,2.9045,38223468.0,155390135.7,2025-08-15 15:09:19
399668.SZ,20250815,4478.3501,4340.6756,4497.7752,4340.205,4356.6468,121.7033,2.7935,49359615.0,121768320.3,2025-08-15 15:09:19
399669.SZ,20250815,8189.6373,8130.0734,8190.5692,8107.2123,8147.3058,42.3315,0.5196,9805892.0,20229299.5,2025-08-15 15:09:19
399670.SZ,20250815,3586.7533,3497.7324,3602.1789,3497.7324,3508.8259,77.9274,2.2209,56576600.0,128513148.3,2025-08-15 15:09:19
399671.SZ,20250815,8173.8579,8128.8001,8195.0989,8096.7373,8139.0502,34.8077,0.4277,19144208.0,56129405.3,2025-08-15 15:09:19
399672.SZ,20250815,4038.4805,3995.5567,4039.489,3995.3204,3997.8698,40.6107,1.0158,10579081.0,11889480.7,2025-08-15 15:09:19
399673.SZ,20250815,2572.6415,2498.4206,2581.8237,2498.4206,2504.5443,68.0972,2.7189,40463655.0,170013751.3,2025-08-15 15:09:19
399674.SZ,20250815,2134.2325,2103.4519,2135.4088,2096.9654,2104.6376,29.5949,1.4062,45339866.0,77704176.6,2025-08-15 15:09:19
399675.SZ,20250815,3518.9462,3418.0467,3528.2406,3411.4133,3434.4399,84.5063,2.4606,66099395.0,138661130.9,2025-08-15 15:09:19
399676.SZ,20250815,4059.4037,3991.109,4059.4037,3974.7449,3991.3478,68.0559,1.7051,45339866.0,77704176.6,2025-08-15 15:09:19
399677.SZ,20250815,5862.7014,5733.5913,5870.9776,5726.2548,5757.6746,105.0268,1.8241,66099395.0,138661130.9,2025-08-15 15:09:19
399678.SZ,20250815,578.7312,560.3316,578.7312,560.3104,559.8677,18.8635,3.3693,7163184.0,23852904.1,2025-08-15 15:09:19
399679.SZ,20250815,5365.8452,5247.9635,5369.8504,5247.9635,5258.359,107.4862,2.0441,97795297.0,180966651.7,2025-08-15 15:09:19
399680.SZ,20250815,671.4532,659.4909,671.8436,658.9909,661.7055,9.7477,1.4731,1868050.0,1436887.7,2025-08-15 15:09:19
399681.SZ,20250815,1001.0251,975.6156,1002.4206,975.6156,977.4773,23.5478,2.409,32632958.0,47379526.5,2025-08-15 15:09:19
399682.SZ,20250815,1514.0799,1481.7892,1517.3603,1481.7892,1486.9027,27.1772,1.8278,42719248.0,104485757.6,2025-08-15 15:09:19
399683.SZ,20250815,1866.821,1847.1921,1866.821,1844.3202,1851.7618,15.0592,0.8132,23248492.0,37559531.9,2025-08-15 15:09:19
399684.SZ,20250815,1903.4533,1894.1696,1906.0602,1886.268,1898.8075,4.6458,0.2447,4937304.0,12693518.8,2025-08-15 15:09:19
399685.SZ,20250815,1805.7855,1784.5921,1810.069,1781.6627,1786.0853,19.7002,1.103,12593033.0,28379537.7,2025-08-15 15:09:19
399686.SZ,20250815,2303.3633,2208.6354,2321.3494,2199.5658,2212.6751,90.6882,4.0986,56527225.0,83195922.9,2025-08-15 15:09:19
399687.SZ,20250815,3267.0597,3205.2615,3270.3008,3205.2615,3216.8429,50.2168,1.5611,68027971.0,178291740.6,2025-08-15 15:09:19
399688.SZ,20250815,3763.5302,3743.6029,3803.3375,3708.5981,3759.8098,3.7204,0.099,5216789.0,37499648.1,2025-08-15 15:09:19
399689.SZ,20250815,833.147,825.8029,834.1205,823.8626,827.2122,5.9348,0.7174,5447546.0,3615521.9,2025-08-15 15:09:19
399692.SZ,20250815,3885.8922,3796.759,3892.5147,3796.759,3800.5468,85.3454,2.2456,22673932.0,60355049.8,2025-08-15 15:09:19
399693.SZ,20250815,5091.0164,4993.6939,5095.615,4993.6939,5017.0524,73.964,1.4743,32001909.0,53947726.8,2025-08-15 15:09:19
399694.SZ,20250815,3714.8492,3591.2584,3717.4881,3591.2584,3613.1356,101.7136,2.8151,60771414.0,184098967.5,2025-08-15 15:09:19
399695.SZ,20250815,2377.7578,2305.6962,2378.952,2305.6962,2308.4007,69.3571,3.0046,43083798.0,92132627.1,2025-08-15 15:09:19
399696.SZ,20250815,3241.4522,3194.0511,3253.0446,3194.0511,3199.0773,42.3749,1.3246,58609773.0,110752930.1,2025-08-15 15:09:19
399697.SZ,20250815,3502.2842,3393.7716,3502.2842,3393.7716,3411.2046,91.0796,2.67,31456594.0,59200914.8,2025-08-15 15:09:19
399698.SZ,20250815,54677.7488,53078.5779,54710.1175,53078.5779,53004.8256,1672.9232,3.1562,8929729.0,18002656.4,2025-08-15 15:09:19
399699.SZ,20250815,4703.2965,4497.7852,4745.2323,4480.7287,4520.0469,183.2496,4.0542,64314143.0,171074473.1,2025-08-15 15:09:19
399701.SZ,20250815,7699.2092,7620.8088,7705.1151,7609.0041,7635.9585,63.2507,0.8283,62422914.0,114767657.5,2025-08-15 15:09:19
399702.SZ,20250815,7072.7398,6979.3753,7076.7666,6973.1488,6993.7994,78.9404,1.1287,90888565.0,171227356.5,2025-08-15 15:09:19
399703.SZ,20250815,6932.9151,6837.1195,6938.2228,6834.2872,6851.1554,81.7597,1.1934,123108788.0,238542419.3,2025-08-15 15:09:19
399704.SZ,20250815,5013.0262,4835.0043,5019.061,4835.0043,4849.9595,163.0667,3.3622,29438317.0,42444540.2,2025-08-15 15:09:19
399705.SZ,20250815,3280.5078,3227.0973,3288.9363,3227.0973,3235.8785,44.6293,1.3792,70619612.0,211401550.8,2025-08-15 15:09:19
399706.SZ,20250815,5770.1395,5701.6263,5776.5141,5686.0884,5715.5016,54.6379,0.956,37629079.0,104524641.0,2025-08-15 15:09:19
399707.CSI,20250815,7022.3716,6708.5114,7101.2418,6692.9808,6731.9258,290.4458,4.3145,110937360.24,148586245.399,2025-08-15 17:53:38
399707.SZ,20250815,7022.3716,6708.5114,7101.2418,6692.9808,6731.9258,290.4458,4.3145,110937360.0,148586245.4,2025-08-15 15:09:19
399750.SZ,20250815,8540.2817,8479.7554,8543.2587,8460.6611,8502.2292,38.0525,0.4476,36471134.0,68096072.4,2025-08-15 15:09:19
399802.SZ,20250815,5977.5486,5842.5359,5977.7506,5842.5359,5855.2088,122.3398,2.0894,108881175.0,202558582.2,2025-08-15 15:09:19
399803.SZ,20250815,4418.4641,4319.5562,4419.1338,4319.5562,4342.3587,76.1054,1.7526,29204799.0,80079136.1,2025-08-15 15:09:19
399804.SZ,20250815,1883.2854,1858.2777,1886.4965,1853.071,1865.5663,17.7191,0.9498,10629778.0,16085440.8,2025-08-15 15:09:19
399805.SZ,20250815,4143.4739,3973.387,4186.0196,3951.0025,3994.1645,149.3094,3.7382,75148794.0,174564795.0,2025-08-15 15:09:19
399806.SZ,20250815,1349.0087,1325.6213,1350.564,1325.6213,1326.6616,22.3471,1.6845,14250833.0,13514116.7,2025-08-15 15:09:19
399807.SZ,20250815,1341.3607,1341.1588,1347.276,1336.9098,1343.2487,-1.888,-0.1406,17442624.0,18437310.4,2025-08-15 15:09:19
399808.SZ,20250815,2097.5347,2033.6982,2102.0206,2033.6982,2037.9287,59.606,2.9248,35422726.0,80149471.5,2025-08-15 15:09:19
399809.SZ,20250815,2485.0878,2460.1575,2508.7381,2428.746,2467.073,18.0148,0.7302,39533366.0,40862925.9,2025-08-15 15:09:19
399810.CSI,20250815,3006.9376,2974.9961,3009.4985,2964.6035,2983.9955,22.9421,0.7688,42824146.97,42611626.014,2025-08-15 17:53:38
399810.SZ,20250815,3006.9376,2974.9961,3009.4985,2964.6035,2983.9955,22.9421,0.7688,42824146.0,42611626.0,2025-08-15 15:09:19
399811.CSI,20250815,4388.8258,4301.2931,4391.6367,4301.2931,4326.1056,62.7202,1.4498,29227251.51,113907293.453,2025-08-15 17:53:38
399811.SZ,20250815,4388.8258,4301.2931,4391.6367,4301.2931,4326.1056,62.7202,1.4498,29227251.0,113907293.5,2025-08-15 15:09:19
399812.SZ,20250815,6539.7637,6457.63,6540.9525,6449.6971,6463.558,76.2057,1.179,15091779.0,42186879.0,2025-08-15 15:09:19
399813.SZ,20250815,7631.9231,7509.842,7632.9134,7502.2179,7539.0702,92.8529,1.2316,71906288.0,159176469.0,2025-08-15 15:09:19
399814.SZ,20250815,1104.0641,1094.0591,1104.4588,1092.1046,1093.2809,10.7832,0.9863,11926456.0,22310181.7,2025-08-15 15:09:19
399850.SZ,20250815,7889.2231,7762.6215,7907.658,7757.706,7779.9471,109.276,1.4046,45612470.0,152503429.0,2025-08-15 15:09:19
399852.SZ,20250815,7117.5009,6956.5078,7117.5099,6956.5078,6976.4875,141.0134,2.0213,304005226.0,492508504.9,2025-08-15 15:09:19
399901.SZ,20250815,6122.5255,6095.7143,6154.5197,6095.7143,6103.9568,18.5687,0.3042,103438819.0,120657628.1,2025-08-15 15:09:19
399903.SZ,20250815,3970.6881,3942.6757,3984.7019,3937.8657,3954.4555,16.2326,0.4105,100567351.0,233971569.5,2025-08-15 15:09:19
399905.SZ,20250815,6568.57,6417.3889,6570.4994,6417.3889,6429.8462,138.7238,2.1575,245217240.0,381378599.7,2025-08-15 15:09:19
399913.SZ,20250815,9058.1176,8992.9038,9113.1341,8984.1118,9027.6232,30.4944,0.3378,5655505.0,24318631.2,2025-08-15 15:09:19
399914.SZ,20250815,6835.3426,6794.6503,6871.5598,6741.9748,6802.9124,32.4302,0.4767,111409991.0,156705647.5,2025-08-15 15:09:19
399928.SZ,20250815,2742.7922,2732.6839,2748.6612,2730.4702,2733.6339,9.1583,0.335,9932899.0,8231691.5,2025-08-15 15:09:19
399932.SZ,20250815,15952.1357,15900.2605,15986.8771,15827.3578,15913.8484,38.2873,0.2406,8727039.0,30486603.4,2025-08-15 15:09:19
399933.SZ,20250815,8893.9937,8801.2656,8930.8689,8785.1394,8827.8889,66.1048,0.7488,16080705.0,48231987.8,2025-08-15 15:09:19
399934.SZ,20250815,6421.852,6362.3601,6455.6284,6329.8694,6369.2219,52.6301,0.8263,187726675.0,219319565.5,2025-08-15 15:09:19
399935.SZ,20250815,5269.2862,5147.8058,5277.2141,5147.8058,5173.3201,95.9661,1.855,59213871.0,223765233.1,2025-08-15 15:09:19
399959.SZ,20250815,1671.8557,1649.9003,1671.8584,1649.9003,1653.852,18.0037,1.0886,7501306.0,22088801.7,2025-08-15 15:09:19
399965.SZ,20250815,2840.8516,2780.2911,2844.353,2780.2911,2757.0588,83.7928,3.0392,10850340.0,9482751.7,2025-08-15 15:09:19
399966.SZ,20250815,6787.6801,6539.7299,6862.3296,6509.6539,6561.0886,226.5915,3.4536,109365517.0,156281498.2,2025-08-15 15:09:19
399967.SZ,20250815,12689.0334,12502.7805,12689.9387,12502.7805,12539.883,149.1504,1.1894,31363072.0,74166896.9,2025-08-15 15:09:19
399970.CSI,20250815,3728.2928,3648.1826,3733.2173,3648.1826,3664.0661,64.2267,1.7529,88394736.2,224217096.759,2025-08-15 17:53:38
399970.SZ,20250815,3728.2928,3648.1826,3733.2173,3648.1826,3664.0661,64.2267,1.7529,88394736.0,224217096.8,2025-08-15 15:09:19
399971.CSI,20250815,1359.478,1348.9671,1360.3822,1342.437,1354.2705,5.2075,0.3845,26949018.59,27463012.998,2025-08-15 17:53:38
399971.SZ,20250815,1359.478,1348.9671,1360.3822,1342.437,1354.2705,5.2075,0.3845,26949018.0,27463013.0,2025-08-15 15:09:19
399972.SZ,20250815,4854.9053,4777.8299,4863.7368,4776.192,4790.3061,64.5992,1.3485,80617948.0,222165869.3,2025-08-15 15:09:19
399973.CSI,20250815,1724.404,1695.1787,1724.792,1695.1787,1699.3236,25.0804,1.4759,15029030.36,38618108.927,2025-08-15 17:53:38
399973.SZ,20250815,1724.404,1695.1787,1724.792,1695.1787,1699.3236,25.0804,1.4759,15029030.0,38618108.9,2025-08-15 15:09:19
399974.SZ,20250815,1782.3492,1764.5924,1788.5487,1762.7687,1769.2709,13.0783,0.7392,78397542.53,152187541.142,2025-08-15 17:53:38
399975.CSI,20250815,915.1472,874.3614,925.4183,872.3321,877.402,37.7452,4.3019,110394535.1,148267983.126,2025-08-15 17:53:38
399975.SZ,20250815,915.1472,874.3614,925.4183,872.3321,877.402,37.7452,4.3019,110394535.0,148267983.1,2025-08-15 15:09:19
399976.CSI,20250815,3278.8669,3199.8262,3280.8052,3199.8262,3209.3718,69.4951,2.1654,17486984.76,55014849.997,2025-08-15 17:53:38
399976.SZ,20250815,3278.8669,3199.8262,3280.8052,3199.8262,3209.3718,69.4951,2.1654,17486984.0,55014850.0,2025-08-15 15:09:19
399982.SZ,20250815,8112.4985,7930.5104,8115.3496,7930.5104,7944.2061,168.2924,2.1184,245217240.0,381378599.7,2025-08-15 15:09:19
399983.CSI,20250815,2157.4246,2115.5006,2159.9211,2114.6778,2117.0094,40.4152,1.9091,5821248.18,4294992.842,2025-08-15 17:53:38
399983.SZ,20250815,2157.4246,2115.5006,2159.9211,2114.6778,2117.0094,40.4152,1.9091,5821248.0,4294992.8,2025-08-15 15:09:19
399986.CSI,20250815,7825.3873,7943.3994,7946.9862,7775.107,7941.3786,-115.9913,-1.4606,62531253.15,48201581.75,2025-08-15 17:53:38
399986.SZ,20250815,7825.3873,7943.3994,7946.9862,7775.107,7941.3786,-115.9913,-1.4606,62531253.0,48201581.7,2025-08-15 15:09:19
399987.CSI,20250815,5437.035,5411.5998,5451.228,5388.1897,5428.4214,8.6136,0.1587,2558844.83,17223440.448,2025-08-15 17:53:38
399987.SZ,20250815,5437.035,5411.5998,5451.228,5388.1897,5428.4214,8.6136,0.1587,2558844.0,17223440.4,2025-08-15 15:09:19
399989.CSI,20250815,7556.3036,7451.7306,7584.8467,7449.7044,7475.5217,80.7819,1.0806,9657680.94,29050532.203,2025-08-15 17:53:38
399989.SZ,20250815,7556.3036,7451.7306,7584.8467,7449.7044,7475.5217,80.7819,1.0806,9657680.0,29050532.2,2025-08-15 15:09:19
399990.SZ,20250815,2899.5156,2866.5029,2900.9959,2866.5029,2868.251,31.2646,1.09,6485702.0,5063003.3,2025-08-15 15:09:19
399991.SZ,20250815,2340.036,2316.1359,2349.5445,2316.1359,2320.7885,19.2475,0.8294,79569378.0,95379265.8,2025-08-15 16:29:51
399992.SZ,20250815,1891.0061,1844.9236,1891.0188,1844.9236,1850.355,40.6511,2.1969,28630143.0,43754200.4,2025-08-15 15:09:19
399993.SZ,20250815,3010.8623,2963.552,3020.1582,2951.103,2976.499,34.3633,1.1545,12488619.0,39256479.0,2025-08-15 15:09:19
399994.SZ,20250815,1833.426,1799.969,1837.5651,1797.0333,1803.7131,29.7129,1.6473,39753096.0,82387833.1,2025-08-15 15:09:19
399995.SZ,20250815,3820.4457,3793.8199,3829.68,3793.2119,3807.3414,13.1043,0.3442,23272231.0,17050742.2,2025-08-15 15:09:19
399996.SZ,20250815,3952.4099,3870.2698,3952.4099,3870.2698,3883.5821,68.8278,1.7723,48752071.0,138758006.4,2025-08-15 15:09:19
399997.SZ,20250815,9543.5653,9494.9,9573.2027,9449.43,9523.7934,19.7719,0.2076,1553935.0,15301681.8,2025-08-15 15:09:19
399998.SZ,20250815,2020.7015,1999.3785,2024.5324,1999.3785,2001.7451,18.9564,0.947,6485702.0,5063003.3,2025-08-15 15:09:19
470006.CNI,20250815,2674.5495,2610.2296,2682.4115,2610.2296,2620.545,54.0045,2.0608,50550337.0,218544012.6,2025-08-15 15:09:19
470007.CNI,20250815,2662.629,2591.7853,2672.4294,2591.7853,2599.8305,62.7985,2.4155,50550337.0,27942700.0,2025-08-15 15:09:19
470026.CNI,20250815,16585.2793,16293.0858,16606.7179,16293.0858,16338.2345,247.0448,1.5121,212056338.0,455377936.5,2025-08-15 15:09:19
470027.CNI,20250815,7077.7308,6972.3701,7096.1164,6965.0378,6990.7062,87.0246,1.2449,65593237.0,177774503.2,2025-08-15 15:09:19
470028.CNI,20250815,2957.0764,2873.4086,2967.5488,2873.4086,2877.5149,79.5615,2.7649,44974580.0,164329450.2,2025-08-15 15:09:19
470029.CNI,20250815,16406.8897,16143.1027,16445.7867,16141.5254,16183.9201,222.9696,1.3777,121037484.0,260825587.2,2025-08-15 15:09:19
470030.CNI,20250815,7568.4636,7486.9089,7586.4999,7477.7987,7509.9343,58.5293,0.7794,35241742.0,97801569.5,2025-08-15 15:09:19
470031.CNI,20250815,3088.2256,3008.8071,3103.4801,3008.8071,3012.2424,75.9832,2.5225,32215760.0,115881041.0,2025-08-15 15:09:19
470032.CNI,20250815,1489.5303,1468.2874,1492.6287,1468.1196,1472.03,17.5003,1.1889,115273511.0,302609261.4,2025-08-15 15:09:19
470033.CNI,20250815,1428.2733,1411.7418,1432.5313,1409.5495,1416.3099,11.9634,0.8447,34233616.0,126426047.3,2025-08-15 15:09:19
470034.CNI,20250815,2364.01,2302.7424,2374.9586,2302.7424,2304.7977,59.2123,2.5691,28687489.0,131123792.0,2025-08-15 15:09:19
470035.CNI,20250815,3002.3871,2887.664,3016.9538,2887.664,2892.1356,110.2515,3.8121,16023407.0,35869836.9,2025-08-15 15:09:19
470036.CNI,20250815,8408.1273,8146.9008,8434.0365,8146.9008,8170.2037,237.9236,2.9121,23168899.0,71780495.2,2025-08-15 15:09:19
