ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv,udlimit_status
603515.SH,20250815,18.49,0.1838,1.2261,15.2311,14.8965,2.2217,1.9381,1.9636,74381.7633,73635.4775,11038.2639,1375318.8034,1361519.979,0
603105.SH,20250815,8.4,2.1951,3.6653,21.6959,22.1107,2.1281,6.0971,6.2673,50000.6675,50000.6675,29944.6675,420005.607,420005.607,0
603132.SH,20250815,13.68,0.3538,3.5309,28.0504,27.3058,4.3191,8.693,8.4511,97800.0,97800.0,9800.0,1337904.0,1337904.0,0
002913.SZ,20250815,39.62,2.7876,8.4365,35.5915,38.4899,2.8715,2.7538,2.5233,31736.0504,30168.5174,9968.5174,1257382.3168,1195276.6594,0
600956.SH,20250815,8.0,0.3626,2.9438,20.1185,18.7465,1.484,1.5743,1.6512,420569.3073,234808.8677,28924.7424,3364554.4584,1878470.9416,0
601818.SH,20250815,3.93,0.7064,2.0442,5.569,5.564,0.4873,1.7148,1.7327,5908555.1061,4640681.5561,1603602.1164,23220621.567,18237878.5155,0
600926.SH,20250815,15.87,1.026,1.603,6.7741,6.1691,0.9314,2.9973,2.9396,724900.2548,724900.2548,463946.5687,11504167.0437,11504167.0437,0
002166.SZ,20250815,8.71,10.5895,11.2486,39.627,38.6767,2.1271,3.6458,3.4454,74162.3525,44756.634,42134.3665,645954.0903,389830.2821,0
430047.BJ,20250815,23.37,2.4816,2.7158,,,19.8158,88.8872,88.5203,27427.1974,18010.6427,16457.4419,640973.6032,420908.7199,0
000529.SZ,20250815,6.14,1.7036,3.8448,29.4348,29.3787,1.1503,1.5347,1.5665,58379.033,56988.4377,25250.7268,358447.2626,349909.0075,0
300559.SZ,20250815,12.5,2.0972,2.9094,137.2433,251.9228,4.3611,11.6161,13.4644,39951.4567,31113.6833,22428.3245,499393.2088,388921.0413,0
603189.SH,20250815,22.29,9.4553,15.8626,573.4717,596.7664,4.0044,17.9655,17.5742,26954.8349,26954.8349,16067.0949,600823.2699,600823.2699,0
688426.SH,20250815,23.86,3.8057,3.8057,,,1.863,21.3235,19.1615,11249.3716,3799.3332,3799.3332,268410.0064,90652.0902,0
002952.SZ,20250815,20.7,1.9326,5.0737,202.5025,251.8424,3.948,4.6988,4.415,16434.0,13204.5032,5029.6542,340183.8,273333.2162,0
601969.SH,20250815,8.1,0.7611,3.4934,22.9163,26.1393,2.3251,3.9823,3.9059,199879.2238,197809.6038,43098.0852,1619021.7128,1602257.7908,0
000411.SZ,20250815,11.31,1.6398,3.8647,11.2319,11.3636,1.3218,0.177,0.1778,52189.2509,32277.7045,13695.2291,590260.4277,365060.8379,0
603238.SH,20250815,19.92,2.4045,6.1325,37.132,33.6204,2.5671,1.5809,1.4686,17750.9,17750.9,6960.0,353597.928,353597.928,0
603386.SH,20250815,14.92,4.207,9.8887,,,3.5869,2.0742,1.9837,32632.256,32632.256,13882.806,486873.2595,486873.2595,0
300456.SZ,20250815,21.45,14.874,17.9605,,,3.1134,13.0371,13.1028,73221.3134,59349.6578,49150.4198,1570597.1724,1273050.1598,0
688020.SH,20250815,55.83,7.9233,17.0144,,,3.3089,13.097,12.3346,8083.1748,8083.1748,3764.1925,451283.6491,451283.6491,0
300659.SZ,20250815,15.09,4.6841,5.3032,,,3.1076,5.0039,5.3206,26039.2378,19033.2729,16811.4597,392932.0984,287212.0881,0
600118.SH,20250815,29.5,1.3319,2.744,1249.6753,1387.5288,5.5304,6.765,6.6223,118248.9135,118248.9135,57394.7959,3488342.9483,3488342.9483,0
300036.SZ,20250815,16.46,2.2577,2.3124,,,3.1136,5.415,5.6575,49276.6617,43847.7777,42810.3658,811093.8516,721734.4209,0
000837.SZ,20250815,12.95,2.8663,5.2423,245.6025,236.8353,2.6999,3.4222,3.3675,102000.5837,100740.1337,55081.5236,1320907.5589,1304584.7314,0
688699.SH,20250815,38.66,1.6921,4.1571,600.2473,,3.5315,7.0054,7.1794,11006.464,11006.464,4479.9963,425509.8982,425509.8982,0
300413.SZ,20250815,22.61,2.3849,4.0844,31.0016,33.2827,1.8804,3.0041,3.0974,187072.0815,102169.9958,59658.274,4229699.7627,2310063.605,0
831855.BJ,20250815,20.44,1.2124,3.9896,39.3835,33.5379,2.7548,5.8228,5.4271,7473.3333,6707.4411,2038.2683,152754.9327,137100.0961,0
002324.SZ,20250815,14.25,4.2787,5.4048,112.3012,92.3135,3.6339,1.9066,1.9097,111233.6248,77627.5962,61453.685,1585079.1534,1106193.2459,0
300004.SZ,20250815,8.38,3.5075,4.7216,54.002,50.6104,2.2821,6.4832,6.2375,47999.3598,47999.3598,35656.6865,402234.6351,402234.6351,0
300756.SZ,20250815,32.08,3.5068,3.7234,687.5535,,3.6831,8.7641,8.4427,15759.8176,13123.0353,12359.6437,505574.9486,420986.9724,0
300915.SZ,20250815,26.31,2.1716,3.0211,29.8828,40.3479,2.1722,3.0454,3.0856,12583.9268,5760.8588,4140.8588,331083.1141,151568.195,0
001318.SZ,20250815,14.19,3.3249,12.2098,35.0102,34.8415,2.9136,7.722,7.781,28266.0,28266.0,7697.16,401094.54,401094.54,0
300373.SZ,20250815,58.0,2.3309,4.4767,31.4371,28.7825,3.5726,5.2233,5.0146,54334.7787,54214.786,28227.324,3151417.1646,3144457.588,0
002303.SZ,20250815,4.28,6.7198,7.1186,23.274,21.3099,1.4735,1.6356,1.5954,153132.3685,96693.7007,91276.6088,655406.5372,413849.039,0
603119.SH,20250815,61.59,6.2848,6.2848,97.2983,92.2185,12.3272,19.7423,18.8955,36374.215,20387.9483,20387.9483,2240287.9019,1255693.7358,0
605117.SH,20250815,57.51,3.4639,8.7167,17.5705,16.0888,6.0443,4.6415,4.375,90444.6704,90444.6704,35941.0409,5201472.9947,5201472.9947,0
688162.SH,20250815,32.38,2.1449,5.14,208.3916,200.4406,1.8835,1.2609,1.2221,13719.8775,13710.0775,5721.0775,444249.6335,443932.3095,0
301276.SZ,20250815,24.95,5.8507,5.8643,18.8862,19.8791,1.5689,2.9418,2.9211,12960.0,4608.3186,4597.5986,323352.0,114977.5491,0
870204.BJ,20250815,22.45,6.1537,8.7063,84.6621,105.3219,4.4402,7.2015,7.309,9428.7797,4998.6938,3533.0943,211676.1043,112220.6758,0
600595.SH,20250815,5.61,1.704,2.8444,31.9523,25.2548,1.4306,0.9878,0.9949,400790.5114,400790.5114,240103.6691,2248434.769,2248434.769,0
603398.SH,20250815,5.36,5.8236,9.4153,,,2.6288,8.3868,12.0267,43364.1524,43364.1524,26821.9566,232431.8569,232431.8569,0
002588.SZ,20250815,9.48,1.3064,2.0544,13.219,12.4689,1.6,1.0641,0.9892,115189.198,85859.757,54600.1159,1091993.597,813950.4964,0
002649.SZ,20250815,14.99,4.6944,4.8011,70.6038,49.6598,2.1329,1.2719,1.2696,58534.4532,54864.437,53645.5791,877431.4535,822417.9106,0
000672.SZ,20250815,9.14,0.925,2.2052,14.121,12.7892,1.0513,1.6262,1.6137,96939.545,96939.545,40664.8803,886027.4413,886027.4413,0
688083.SH,20250815,68.47,1.1607,2.0098,181.5302,279.0838,4.5204,13.0751,12.9951,16958.4547,16958.4547,9793.8543,1161145.3933,1161145.3933,0
000892.SZ,20250815,4.84,5.0912,7.1343,,,5.4225,12.3363,11.9122,98098.0473,71083.6454,50727.2558,474794.5489,344044.8437,0
600839.SH,20250815,10.46,9.6988,12.6328,68.6345,55.2884,3.2656,0.4657,0.4523,461624.4222,461495.8631,354314.5069,4828591.4562,4827246.728,0
603063.SH,20250815,37.82,10.0067,12.3759,39.0212,32.5307,3.6078,4.605,4.0585,45457.2054,45457.2054,36755.2654,1719191.5082,1719191.5082,0
688548.SH,20250815,11.37,5.2972,5.2972,60.5003,65.3061,2.5502,7.1318,6.682,131939.8521,69120.9002,69120.9002,1500156.1184,785904.6353,0
000659.SZ,20250815,2.95,2.0721,2.4582,,,18.6167,3.7664,3.7578,128570.252,128570.252,108374.1312,379282.2434,379282.2434,0
300076.SZ,20250815,6.56,2.6704,3.7995,,,3.0189,19.7628,22.7671,42400.0,42400.0,29800.4,278144.0,278144.0,0
600658.SH,20250815,6.84,18.4451,35.207,,,1.3323,3.6235,5.6977,111858.5045,111858.5045,58603.2353,765112.1708,765112.1708,0
002697.SZ,20250815,5.62,2.7476,4.4387,14.6655,14.2763,1.6661,0.755,0.7843,136000.0,114490.25,70870.425,764320.0,643435.205,0
838163.BJ,20250815,17.81,2.4138,4.2944,51.245,53.3974,4.956,3.281,3.0033,12871.516,6198.5735,3484.036,229241.7,110396.594,0
605300.SH,20250815,13.72,0.5962,3.8728,74.2739,147.996,2.1936,2.6981,2.6641,45439.8597,40001.0,6157.5921,623434.8751,548813.72,0
835207.BJ,20250815,29.93,7.5039,11.1963,,,9.7014,8.2461,9.6804,9219.5,5631.4468,3774.27,275939.635,168549.2027,0
002074.SZ,20250815,30.46,2.9838,4.954,45.5707,44.4116,2.1353,1.5539,1.4888,180545.7485,172756.4061,104051.6237,5499423.4993,5262160.1298,0
301419.SZ,20250815,32.54,11.5482,11.9715,85.2927,75.5302,4.3005,11.1185,10.6756,12000.0,4242.0,4092.0,390480.0,138034.68,0
002693.SZ,20250815,8.14,2.1435,4.2082,,,9.0027,19.3769,20.6539,41468.975,41098.1596,20933.7944,337557.4565,334539.0191,0
600215.SH,20250815,7.45,1.9388,2.7639,53.5348,,1.7411,1.8715,2.3289,46299.538,45688.288,32049.1173,344931.5581,340377.7456,0
301287.SZ,20250815,42.7,10.4299,10.4299,35.0484,34.4619,2.5141,4.145,4.3066,6667.0,1703.135,1703.135,284680.9,72723.8645,0
603718.SH,20250815,7.19,2.1701,3.5047,27.5395,25.3723,3.09,17.3931,17.957,65566.22,64897.97,40184.3012,471421.1218,466616.4043,0
600273.SH,20250815,8.88,0.9871,1.6309,11.9563,11.3801,1.1719,1.3164,1.2634,135687.9522,135687.9522,82122.7107,1204909.0155,1204909.0155,0
833230.BJ,20250815,16.52,4.1525,7.6296,73.9403,107.3347,4.1432,5.3483,5.5239,10044.7495,4670.9014,2542.2025,165939.2617,77163.2911,0
300481.SZ,20250815,15.53,2.0681,3.2103,23.6621,26.243,1.9379,3.2123,3.2077,29185.5438,29010.4349,18688.5388,453251.4952,450532.054,0
834765.BJ,20250815,16.8,1.6527,3.4044,78.5544,154.0149,4.8162,2.7782,2.8772,8967.1523,5637.105,2736.5993,150648.1586,94703.364,0
838030.BJ,20250815,7.33,2.3142,3.6276,236.6931,268.7774,2.8325,0.5541,0.561,17883.9681,11347.4041,7238.9353,131089.4862,83176.4721,0
603206.SH,20250815,17.94,1.2096,4.2336,78.8879,85.5158,2.4515,1.2222,1.2427,30519.9988,30519.9988,8719.9988,547528.7785,547528.7785,0
601077.SH,20250815,6.55,0.8607,1.4153,6.4614,6.3401,0.5897,2.6321,2.6232,1135700.0,883770.0254,537481.4387,7438835.0,5788693.6664,0
300738.SZ,20250815,21.35,6.5738,9.0811,169.5035,167.817,6.1775,9.7158,9.0674,98515.2531,98487.3567,71294.806,2103300.6537,2102705.0655,0
603977.SH,20250815,12.58,1.3777,2.6898,43.2388,44.1835,2.4382,3.3193,3.328,62124.1828,62124.1828,31818.4796,781522.2196,781522.2196,0
600801.SH,20250815,15.34,1.9409,4.7022,13.1987,12.8975,1.0801,0.932,0.9299,207899.5649,134427.5649,55488.1709,3189179.3256,2062118.8456,0
603335.SH,20250815,5.27,3.028,6.0277,,,9.5602,2.16,2.3513,42814.46,42814.46,21507.57,225632.2042,225632.2042,0
603759.SH,20250815,8.6,1.087,2.7296,13.0277,12.1953,1.4216,2.615,2.5543,46176.0,46176.0,18387.908,397113.6,397113.6,0
002004.SZ,20250815,4.55,1.4973,1.9744,,,0.9454,0.7723,0.7786,197991.9191,188222.9004,142744.5304,900863.2319,856414.1968,0
301355.SZ,20250815,12.4,3.6309,3.6309,64.8846,93.1117,1.6058,1.7277,1.6421,19509.7928,10025.5428,10025.5428,241921.4307,124316.7307,0
300244.SZ,20250815,16.17,4.5907,5.1189,,,1.5813,0.8286,0.8721,62497.9436,50145.9061,44971.2938,1010591.748,810859.3016,0
832786.BJ,20250815,10.65,8.0738,11.062,,,3.0816,1.7169,1.5578,20905.3,14219.6455,10378.394,222641.445,151439.2246,0
300896.SZ,20250815,181.89,2.0436,3.217,28.1153,29.3711,7.7581,18.1905,19.1036,30259.2061,20859.1571,13250.6688,5503846.9975,3794072.0849,0
300687.SZ,20250815,30.83,4.0312,4.6774,90.3394,87.736,4.6399,5.2563,5.3698,40841.161,32908.6439,28362.2355,1259132.9936,1014573.4914,0
603203.SH,20250815,27.73,1.125,3.1513,33.148,32.1555,5.1385,7.4427,7.25,25366.1118,24915.3318,8895.1047,703402.2802,690902.1508,0
600850.SH,20250815,26.35,2.1549,3.3257,32.8381,32.658,3.8774,1.6888,1.6876,68612.4064,61360.6284,39758.8342,1807936.9086,1616852.5583,0
603703.SH,20250815,10.6,2.3373,3.559,,,5.4389,5.3321,5.2527,41498.212,41498.212,27252.3699,439881.0472,439881.0472,0
605151.SH,20250815,19.52,1.4483,4.5788,75.0269,857.5192,1.9622,1.6222,1.5215,13455.4222,13455.4222,4256.1777,262649.8413,262649.8413,0
300281.SZ,20250815,8.23,13.2861,25.7476,484.64,436.5433,2.7329,7.268,7.361,41892.358,39732.5912,20502.512,344774.1063,326999.2256,0
300677.SZ,20250815,37.73,5.8125,6.6398,16.8574,15.6356,1.3928,2.5941,2.5172,65476.2444,46487.8384,40695.2607,2470418.7012,1753986.1428,0
300058.SZ,20250815,6.94,4.3361,4.3361,,,3.1892,0.4038,0.4142,353752.5227,342733.4283,342733.4283,2455042.5075,2378569.9924,0
002737.SZ,20250815,15.98,1.0017,2.3133,18.9664,31.7454,2.2519,2.7635,3.6998,58400.0,58399.9625,25287.7681,933232.0,933231.4008,0
002193.SZ,20250815,6.02,3.9105,5.3308,,,2.4487,3.5076,3.5853,26171.555,26171.405,19198.3885,157552.7611,157551.8581,0
603393.SH,20250815,30.31,1.0934,1.9394,10.8411,10.4401,1.5064,3.4021,3.4639,42392.1327,42322.1331,23859.4733,1284905.5421,1282783.8543,0
301009.SZ,20250815,15.0,7.2665,11.9953,130.8158,129.7435,3.0569,3.781,3.7908,27186.0,13055.7707,7908.9444,407790.0,195836.5605,0
002313.SZ,20250815,11.95,13.866,24.9437,,,120.5322,1.5025,1.6074,37440.0,37439.6175,20812.3625,447408.0,447403.4291,0
002385.SZ,20250815,4.14,2.1795,2.3222,51.4856,25.8166,2.0501,0.6188,0.6155,430007.8565,352407.7887,330752.788,1780232.5259,1458968.2452,0
300652.SZ,20250815,60.89,6.1915,11.9533,67.5922,66.4601,5.7593,10.9744,10.4722,13339.0572,11971.7927,6201.0835,812215.1929,728962.4575,0
603609.SH,20250815,8.87,0.773,1.7458,23.6335,14.3786,1.2444,0.2487,0.245,91248.0728,91248.0728,40404.2442,809370.4057,809370.4057,0
002238.SZ,20250815,8.65,1.1185,3.2567,,,3.1332,5.328,5.3565,80255.916,80255.916,27562.3499,694213.6734,694213.6734,0
605183.SH,20250815,20.98,0.8539,2.6411,16.1336,15.6877,2.6059,3.9707,3.9402,41588.3145,41242.9445,13333.6225,872522.8382,865276.9756,0
001400.SZ,20250815,67.91,27.8141,27.8141,26.3095,33.7255,3.2284,3.5853,3.8603,6000.0,1500.0,1500.0,407460.0,101865.0,0
688038.SH,20250815,17.25,2.5241,4.4727,,,3.318,5.8599,6.1632,11637.34,11637.34,6567.3613,200744.115,200744.115,0
603128.SH,20250815,6.28,1.7768,3.2788,15.2568,16.7826,1.3996,0.4691,0.4662,130904.6494,130904.6494,70940.1667,822081.1982,822081.1982,0
688163.SH,20250815,26.15,6.1986,6.1986,63.8954,60.7639,2.627,14.5188,14.5697,10822.0,4437.2,4437.2,282995.3,116032.78,0
300920.SZ,20250815,58.53,9.3194,10.4728,230.0843,344.1365,5.0165,14.3969,14.3853,10000.0,6567.225,5843.8993,585300.0,384379.6793,0
600536.SH,20250815,48.94,4.321,6.7987,,,11.7371,8.7917,8.8982,93378.6584,84365.5895,53619.7835,4569951.5421,4128851.9501,0
600268.SH,20250815,10.46,6.6673,14.506,31.1963,27.3168,3.2903,1.1767,1.1006,101587.0778,101074.2795,46455.7316,1062600.8338,1057236.9636,0
300588.SZ,20250815,19.26,4.2428,5.8227,,,12.2577,22.6599,20.7847,19147.103,17682.203,12884.303,368773.2038,340559.2298,0
600009.SH,20250815,31.8,0.6646,1.2411,40.9182,38.2812,1.9098,6.3978,6.3248,248848.134,191869.5948,102740.5144,7913370.6612,6101453.1146,0
832419.BJ,20250815,21.7,1.9495,3.6845,28.6074,27.7435,4.015,2.8828,2.7842,10330.64,9360.0549,4952.4776,224174.888,203113.1913,0
603028.SH,20250815,8.07,3.2431,4.5619,,,4.5239,1.8579,1.7599,28704.0,28704.0,20405.9262,231641.28,231641.28,0
688691.SH,20250815,72.36,11.8747,11.8747,142.2375,,6.5716,7.9687,9.7789,12000.0,7146.501,7146.501,868320.0,517120.8124,0
603112.SH,20250815,17.55,4.1889,11.2154,20.109,19.0069,2.4206,2.4722,2.4508,53917.0563,50519.8717,18868.8643,946244.3381,886623.7483,0
002421.SZ,20250815,3.35,3.0079,3.5395,274.4832,,2.1551,2.2404,2.5297,212058.1639,200669.2505,170531.1366,710394.8491,672241.9892,0
600736.SH,20250815,5.64,1.185,2.1083,49.7132,39.1273,0.8751,0.8894,1.3915,115129.2907,115129.2907,64709.8013,649329.1995,649329.1995,0
688311.SH,20250815,40.58,2.1198,3.3194,,,4.256,48.8938,46.6036,16791.4642,16791.4642,10723.3814,681397.6172,681397.6172,0
601007.SH,20250815,7.63,2.5297,4.4777,89.4708,91.9174,1.9199,1.591,1.6898,39000.0,39000.0,22033.2082,297570.0,297570.0,0
600059.SH,20250815,9.73,0.9309,1.514,43.1455,43.7815,1.508,4.5806,4.6474,91154.2413,91154.2413,56045.8255,886930.7678,886930.7678,0
000932.SZ,20250815,5.59,1.0877,2.1803,19.0078,17.5361,0.7198,0.268,0.2813,690863.2499,690854.6583,344660.4238,3861925.5669,3861877.5399,0
002841.SZ,20250815,38.29,1.6405,2.3593,27.4477,27.9212,2.1489,1.1897,1.1632,69601.6545,52135.3883,36253.1483,2665047.3508,1996264.018,0
688475.SH,20250815,34.17,0.9203,2.5342,53.3983,51.2828,4.8716,4.9447,4.7325,78750.0,40950.0,14872.0723,2690887.5,1399261.5,0
300987.SZ,20250815,19.3,3.8139,6.9332,140.5831,137.1044,4.2542,11.6176,10.8135,17336.8,17336.8,9536.8,334600.24,334600.24,0
688138.SH,20250815,31.77,2.3598,8.061,58.1422,57.424,3.7475,8.9919,8.781,31480.0,26680.0,7810.3302,1000119.6,847623.6,0
688018.SH,20250815,164.38,2.3458,3.8494,75.9121,67.9449,11.8095,12.835,11.8291,15670.2722,15670.2722,9549.215,2575879.3442,2575879.3442,0
603392.SH,20250815,54.66,0.3616,1.364,650.928,,5.6635,30.797,36.5202,126512.2774,126512.2774,33536.3775,6915161.0827,6915161.0827,0
600362.SH,20250815,25.34,2.0489,4.8886,12.6031,12.1873,1.131,0.1684,0.172,346272.9405,207524.7405,86976.8295,8774556.3123,5258676.9243,0
603041.SH,20250815,12.78,2.7757,5.1284,36.4912,51.6063,1.5845,3.8934,3.7692,18314.7692,18314.7692,9912.5392,234062.7504,234062.7504,0
002835.SZ,20250815,19.13,2.8839,4.3184,20.9459,20.0616,3.5969,3.614,3.6327,21949.3931,12728.7449,8500.4079,419891.89,243500.8899,0
834770.BJ,20250815,19.47,10.3305,12.5788,71.9174,74.9158,4.3934,16.3944,15.6952,13013.2175,8189.38,6725.6341,253367.3447,159447.2286,0
688080.SH,20250815,49.29,3.336,4.9591,28.0255,26.7916,3.4613,5.9505,5.5565,7385.1842,7385.1842,4968.1449,364015.7292,364015.7292,0
688077.SH,20250815,32.29,5.0332,8.3887,115.9749,121.2244,3.5251,2.8031,2.7136,11447.8504,11447.8504,6868.7104,369651.0894,369651.0894,0
688178.SH,20250815,24.78,1.1571,2.4071,,,2.0522,3.3885,3.7699,8499.7844,8499.7844,4085.9732,210624.6574,210624.6574,0
688396.SH,20250815,46.9,0.7439,2.2016,81.6582,76.6309,2.7734,6.1532,6.0113,132752.9398,132752.9398,44854.7252,6226112.8766,6226112.8766,0
002531.SZ,20250815,6.87,3.9362,7.9933,60.3837,134.6118,1.3831,2.5398,2.6083,179687.8658,178686.6124,87992.9437,1234455.638,1227577.0272,0
603533.SH,20250815,20.48,1.9592,3.7825,182.3554,186.6167,3.6455,3.4795,3.5276,43889.6835,43889.6835,22733.617,898860.7181,898860.7181,0
300298.SZ,20250815,20.85,1.9446,3.0073,35.801,36.7959,3.782,2.6291,2.6127,56026.6088,45129.948,29182.1125,1168154.7935,940959.4158,0
603388.SH,20250815,2.2,3.2302,3.9563,,,0.8721,4.9137,4.6801,32573.3572,32573.3572,26595.2252,71661.3858,71661.3858,0
600452.SH,20250815,12.22,3.0497,5.2265,36.4978,37.7817,3.5301,6.0246,6.0836,153654.1654,153654.1654,89659.9591,1877653.9012,1877653.9012,0
688516.SH,20250815,39.82,5.6208,9.6871,9.8741,11.6236,3.5028,1.3665,1.4336,31563.7856,29194.7873,16940.0003,1256869.9426,1162536.4303,0
837821.BJ,20250815,32.31,10.4226,20.2924,173.1707,166.3013,8.6755,11.4124,10.8567,13836.1899,7285.3422,3741.898,447047.2957,235389.4065,0
600206.SH,20250815,19.56,6.0733,9.0764,112.1174,77.1534,4.2528,1.8105,1.8982,84655.3332,84655.3332,56645.4964,1655858.3174,1655858.3174,0
000559.SZ,20250815,7.88,1.4156,3.9291,27.3752,26.9579,2.9392,2.0231,1.9113,330379.1344,330377.8789,119034.4163,2603387.5791,2603377.6857,0
002981.SZ,20250815,30.23,5.5311,15.9174,36.2126,32.5944,4.0135,2.3576,2.2145,13525.3115,11942.6315,4149.9177,408870.1666,361025.7502,0
301053.SZ,20250815,37.01,10.4465,33.545,63.1223,63.8192,4.8093,4.9522,4.652,8247.5816,7575.2702,2359.0816,305242.995,280360.7501,0
603093.SH,20250815,25.58,8.4079,36.5171,34.0752,34.0667,3.8036,2.7322,2.9706,61006.5893,61006.5893,14046.4993,1560548.5543,1560548.5543,0
600269.SH,20250815,5.11,1.2764,2.7973,9.3293,8.4286,0.6278,1.994,2.0414,233540.7014,233540.7014,106564.7107,1193392.9842,1193392.9842,0
300875.SZ,20250815,56.0,13.5455,24.5215,,,5.8175,40.4005,37.2887,9983.4751,8563.954,4730.6478,559074.6056,479581.424,0
300557.SZ,20250815,28.09,1.7499,2.7672,98.9398,94.86,3.4808,5.2556,5.2188,12094.6746,11983.6731,7578.1714,339739.4095,336621.3774,0
300691.SZ,20250815,20.4,5.1352,7.2461,142.3282,342.1502,3.4572,2.9192,2.9403,26904.8766,21061.6646,14926.1297,548859.4826,429657.9578,0
300563.SZ,20250815,39.95,6.8201,7.8555,90.1208,173.074,6.8658,8.1727,8.2818,17943.0526,12477.3575,10832.6748,716824.9514,498470.4321,0
301357.SZ,20250815,148.57,31.7029,31.7029,,,12.6142,131.2788,136.5673,9520.0,2380.0,2380.0,1414386.4,353596.6,0
002725.SZ,20250815,13.76,3.526,5.0134,74.6393,67.8387,3.4574,4.9726,5.0698,25600.0,21192.6445,14905.1425,352256.0,291610.7883,0
000010.SZ,20250815,4.6,10.19,11.6851,300.1131,145.0677,17.8661,6.2794,5.9918,114965.2292,78155.4111,68155.4111,528840.0543,359514.8911,0
603218.SH,20250815,13.26,2.4264,5.9637,21.903,20.7718,1.3816,2.9096,2.5786,103041.625,102803.625,41826.6562,1366331.9475,1363176.0675,0
301312.SZ,20250815,47.06,10.2398,17.1548,95.8902,62.8273,4.875,10.2861,8.9927,12122.2703,6055.2763,3614.4312,570474.0403,284961.3027,0
600036.SH,20250815,43.3,0.4523,0.8812,7.3591,7.3985,1.0755,3.2357,3.2615,2521984.5601,2062894.4429,1058737.0295,109201931.4523,89323329.3776,0
603790.SH,20250815,19.68,2.0904,5.3671,66.1385,63.2924,3.0945,4.3931,4.3452,19136.0,19136.0,7453.054,376596.48,376596.48,0
