TS_CODE,TRADE_DATE,PRE_CLOSE,OPEN,HIGH,LOW,CLOSE,VOL,AMOUNT,CHANGE,PCT_CHANGE
000037.SH,20250815,6770.8119,6767.2058,7062.7142,6765.357,6980.155,3561647600.0,143431635837.0,209.3431,0.030918
000038.SH,20250815,5964.9133,5965.2653,6017.8357,5887.8851,5948.0563,20106879700.0,257248085564.0,-16.857,-0.002826
000039.SH,20250815,4031.9186,4031.2859,4385.6539,4028.6732,4347.8997,7936337700.0,421708960213.0,315.9811,0.07837
000040.SH,20250815,3711.0561,3713.4747,3793.5807,3713.4747,3769.104,6390273400.0,94049636133.0,58.0479,0.015642
000041.SH,20250815,2512.9745,2513.1801,2515.3054,2473.8045,2487.2919,8199709500.0,58346322121.0,-25.6826,-0.01022
000925.SH,20250815,4732.8311,4738.65,4767.6134,4687.7933,4709.8548,33289238197.0,473031060950.0,-22.9763,-0.004855
000926.SH,20250815,2254.0196,2256.4736,2273.229,2243.2704,2262.4622,105905996112.0,1317080423717.0,8.4426,0.003746
000927.SH,20250815,1957.8265,1958.8168,1965.0987,1939.2044,1952.9398,43030720909.0,490434387898.0,-4.8867,-0.002496
000042.SH,20250815,1795.4829,1796.4072,1799.7834,1773.2608,1785.1917,31860924000.0,363575937949.0,-10.2912,-0.005732
000043.SH,20250815,2276.442,2277.3306,2380.7788,2269.9612,2355.7775,11391336500.0,357844355756.0,79.3355,0.034851
801012.SI,20250815,2196.0,2199.06,2362.94,2184.76,2350.37,1750480000.0,19515160000.0,154.37,0.070296
801014.SI,20250815,4720.52,4721.4,4782.74,4639.46,4708.8,1444770000.0,14548620000.0,-11.72,-0.002483
801015.SI,20250815,818.94,820.62,833.12,800.05,815.99,670130000.0,2971540000.0,-2.95,-0.003602
801016.SI,20250815,2592.36,2585.85,2607.44,2525.99,2567.01,2409270000.0,18354680000.0,-25.35,-0.009779
801032.SI,20250815,4193.31,4191.83,4299.5,4155.21,4265.21,2273490000.0,18240170000.0,71.9,0.017146
801033.SI,20250815,2866.12,2880.73,2928.1,2836.44,2895.36,6628890000.0,60951560000.0,29.24,0.010202
801034.SI,20250815,6004.97,6028.42,6197.19,5964.29,6135.74,12912420000.0,204699650000.0,130.77,0.021777
801036.SI,20250815,3840.5,3862.39,4156.64,3815.0,4110.45,7616130000.0,120460630000.0,269.95,0.07029
801037.SI,20250815,4990.99,4997.15,5223.12,4933.89,5118.21,1203710000.0,20841230000.0,127.22,0.02549
801051.SI,20250815,8466.49,8521.4,9193.35,8367.18,9115.95,6002250000.0,96280770000.0,649.46,0.076709
801072.SI,20250815,6156.26,6166.55,6442.86,6103.02,6368.84,24832770000.0,356563230000.0,212.58,0.034531
801074.SI,20250815,10177.31,10210.87,10765.74,10110.32,10598.04,15094550000.0,250897880000.0,420.73,0.04134
801081.SI,20250815,5132.63,5130.1,5592.47,5096.14,5495.69,12018200000.0,617424520000.0,363.06,0.070736
801082.SI,20250815,11902.38,11904.19,12668.92,11829.89,12505.43,4171050000.0,79348540000.0,603.05,0.050666
801083.SI,20250815,9782.99,9795.29,11061.27,9735.0,10749.95,9217920000.0,278018930000.0,966.96,0.098841
801084.SI,20250815,1520.2,1524.49,1567.42,1515.76,1556.02,14474990000.0,143524040000.0,35.82,0.023563
801092.SI,20250815,530.51,531.25,540.62,517.03,523.35,805840000.0,5335520000.0,-7.16,-0.013496
801093.SI,20250815,7277.14,7296.13,7618.28,7242.82,7534.36,25020280000.0,403933430000.0,257.22,0.035346
801101.SI,20250815,2777.05,2776.74,2976.1,2762.72,2922.35,11182300000.0,235935450000.0,145.3,0.052322
801102.SI,20250815,3935.12,3936.55,4464.52,3923.13,4337.67,13579060000.0,435343240000.0,402.55,0.102297
801111.SI,20250815,18895.01,18857.19,19292.31,18777.64,19077.15,1746810000.0,33036590000.0,182.14,0.00964
801112.SI,20250815,2074.5,2073.93,2214.29,2061.44,2203.73,1953210000.0,22976440000.0,129.23,0.062295
801131.SI,20250815,1782.83,1782.78,1821.42,1757.91,1784.09,2231220000.0,20765480000.0,1.26,0.000707
801132.SI,20250815,1535.86,1522.19,1556.67,1478.77,1501.14,6046330000.0,43090640000.0,-34.72,-0.022606
801141.SI,20250815,2624.11,2630.97,2726.96,2606.82,2680.34,3732440000.0,34187920000.0,56.23,0.021428
801142.SI,20250815,1769.52,1770.9,1841.6,1754.75,1806.13,3234860000.0,39419260000.0,36.61,0.020689
801143.SI,20250815,2269.17,2270.7,2296.95,2223.06,2262.9,3339240000.0,18321030000.0,-6.27,-0.002763
801151.SI,20250815,14011.53,13991.41,14722.75,13863.9,14544.09,17202860000.0,302536880000.0,532.56,0.038009
801152.SI,20250815,6862.86,6870.12,7125.89,6819.62,6982.51,3361330000.0,82635190000.0,119.65,0.017434
801153.SI,20250815,6861.67,6854.93,7213.04,6785.15,7013.93,8255150000.0,169779720000.0,152.26,0.02219
801154.SI,20250815,5268.05,5259.78,5363.3,5162.75,5217.85,2115140000.0,28118500000.0,-50.2,-0.009529
801155.SI,20250815,6717.05,6717.87,6908.96,6685.13,6779.0,7707430000.0,85634170000.0,61.95,0.009223
801156.SI,20250815,6499.15,6502.08,7079.87,6479.42,6928.21,6724440000.0,147226390000.0,429.06,0.066018
801161.SI,20250815,3170.83,3172.11,3188.72,3115.49,3146.11,16665710000.0,120241300000.0,-24.72,-0.007796
801163.SI,20250815,2817.42,2825.45,2937.36,2787.08,2866.63,2362650000.0,24297240000.0,49.21,0.017466
801178.SI,20250815,5004.32,4998.76,5041.41,4873.02,4961.44,4420970000.0,45486310000.0,-42.88,-0.008569
801181.SI,20250815,2450.45,2466.62,2580.35,2447.75,2551.41,19033760000.0,112368010000.0,100.96,0.041201
801191.SI,20250815,1302.7,1301.3,1375.09,1294.29,1361.08,8136600000.0,79163270000.0,58.38,0.044815
801193.SI,20250815,6869.85,6863.51,7534.18,6857.22,7432.72,32480430000.0,417176980000.0,562.87,0.081933
801194.SI,20250815,1304.49,1308.9,1361.47,1299.3,1346.22,2202860000.0,47234250000.0,41.73,0.03199
801202.SI,20250815,4192.52,4200.96,4291.88,4147.2,4231.63,962670000.0,6737390000.0,39.11,0.009329
801223.SI,20250815,2373.9,2368.23,2443.51,2354.49,2408.17,8041670000.0,99391350000.0,34.27,0.014436
801231.SI,20250815,3198.6,3228.55,3336.06,3147.44,3291.68,2402420000.0,16817800000.0,93.08,0.0291
000928.SH,20250815,2765.5964,2769.3951,2788.0604,2730.4702,2742.7922,5283683000.0,45450676859.2,-22.8042,-0.008246
399928.SZ,20250815,2765.5964,2769.3951,2788.0604,2730.4702,2742.7922,5283683000.0,45450676859.2,-22.8042,-0.008246
000929.SH,20250815,3248.1042,3271.0464,3353.4111,3231.1073,3340.268,32024995898.0,448780625116.0,92.1638,0.028375
000930.SH,20250815,2943.1724,2953.5856,3012.4043,2938.344,3006.6614,40987929502.0,686858747830.0,63.489,0.021572
000931.SH,20250815,5703.5663,5706.3602,5845.4734,5701.1751,5838.6005,8991763396.0,215584684983.0,135.0342,0.023675
000932.SH,20250815,15830.5371,15856.5456,16135.5904,15783.3101,15952.1357,3751038800.0,141530197103.6,121.5986,0.007681
399932.SZ,20250815,15830.5371,15856.5456,16135.5904,15783.3101,15952.1357,3751038800.0,141530197103.6,121.5986,0.007681
399933.SZ,20250815,8679.9137,8675.7188,8977.3392,8663.7688,8893.9937,7452447200.0,241957358836.0,214.08,0.024664
000933.SH,20250815,8679.9137,8675.7188,8977.3392,8663.7688,8893.9937,7452447200.0,241957358836.0,214.08,0.024664
000934.SH,20250815,6334.207,6333.1656,6455.6284,6311.2247,6421.852,58776450700.0,673165193484.8,87.645,0.013837
399934.SZ,20250815,6334.207,6333.1656,6455.6284,6311.2247,6421.852,58776450700.0,673165193484.8,87.645,0.013837
399935.SZ,20250815,4921.9328,4923.1253,5283.2719,4923.1253,5269.2862,28500599200.0,1036408697734.0,347.3534,0.070573
000935.SH,20250815,4921.9328,4923.1253,5283.2719,4923.1253,5269.2862,28500599200.0,1036408697734.0,347.3534,0.070573
000936.SH,20250815,6747.8646,6744.6601,7288.0768,6744.6601,7181.1327,14515869456.0,328392450777.0,433.2681,0.064208
000937.SH,20250815,2485.3439,2487.2563,2489.7932,2443.7846,2458.9634,9470387995.0,62559576425.0,-26.3805,-0.010614
000044.SH,20250815,4263.0723,4266.7927,4302.9392,4239.8841,4282.4717,43112030100.0,618707200098.0,19.3994,0.004551
000045.SH,20250815,5023.7473,5028.9546,5213.2719,5028.9546,5211.6189,68006492600.0,1013187951790.0,187.8716,0.037397
000046.SH,20250815,4639.773,4644.1675,4736.3435,4634.4238,4730.1118,111118522900.0,1631895151888.0,90.3388,0.019471
000047.SH,20250815,3592.5589,3595.6931,3667.5557,3587.0781,3656.3699,137311985800.0,2230684061934.0,63.811,0.017762
000048.SH,20250815,1440.4989,1442.0122,1451.2123,1431.0497,1438.334,18219149300.0,329575868104.0,-2.1649,-0.001503
399359.SZ,20250815,2757.384,2760.7661,2761.7308,2715.9083,2720.9052,17311980811.0,124017832942.2,-36.4788,-0.013229
399360.SZ,20250815,6626.1572,6637.2739,6923.1275,6637.2739,6923.1275,22419013155.0,612797066030.6,296.9703,0.044818
399361.SZ,20250815,3616.5908,3602.6259,3731.5082,3602.0986,3724.9762,13811428033.0,193986922209.4,108.3854,0.029969
399362.SZ,20250815,6770.3322,6773.8503,7191.6067,6773.8503,7167.8921,24054386587.0,823705488526.0,397.5599,0.058721
