1	-3.6496117
2	3.7258596
4	5.8602076
6	-1.3956143
7	7.3040795
8	6.544475
9	3.7279267
10	9.03327
11	8.217874
12	9.916815
14	3.900566
16	-10.3040905
17	7.102889
19	8.961896
20	-12.122548
21	3.5571644
25	-3.7029445
26	4.7396283
27	5.7821813
28	3.7191203
29	1.2937566
30	4.325606
31	9.759831
32	3.7192478
34	-7.611878
35	4.321352
36	7.5281153
37	3.7190742
39	4.028822
40	8.74041
42	3.8293183
45	-17.26317
48	3.733013
49	4.982472
50	3.9822903
55	9.6050005
56	8.863177
58	11.489926
59	10.289536
60	5.3527503
61	9.875791
62	-42.818916
63	6.9764585
65	3.7191203
66	5.3250446
68	11.121016
69	5.2427197
70	4.241874
78	-12.861653
88	7.546777
89	3.7218325
90	3.7194176
96	11.105198
99	3.8989944
100	10.204975
151	7.000471
153	7.45155
155	5.461912
156	9.964512
157	-3.821749
158	12.290839
159	7.3280373
166	4.63707
301	6.457616
333	-10.381824
338	4.8021436
400	2.2564247
401	7.4012237
402	4.4058146
403	5.3162103
404	10.871211
407	9.481413
408	6.955576
409	7.9929185
410	10.9257555
411	9.354603
415	3.909725
417	5.1705747
419	-6.9672885
420	4.94783
421	4.5955644
422	0.47143114
423	5.183238
425	7.5028944
426	1.8394734
428	-4.7768607
429	0.322836
430	6.3084583
488	2.0950716
498	9.6828785
501	5.662001
503	8.934601
504	8.157688
505	5.534235
506	9.77534
507	10.756222
509	10.459728
510	10.949969
513	-10.929178
514	9.850743
516	3.7191203
517	-11.932575
518	7.2551756
519	5.1466966
520	8.6337385
521	6.4561257
523	9.073061
524	0.51481724
525	-43.250443
526	-7.4345984
528	-2.319908
529	4.3213544
530	9.86552
531	9.169282
532	-21.619345
533	7.925624
534	9.209636
536	9.388146
537	8.412983
538	9.091984
539	3.779302
541	-1.2884687
543	7.5745554
544	5.5020175
545	-13.3752365
546	9.021911
547	-12.796129
548	10.828737
550	-1.3750945
551	9.706939
552	4.32135
553	8.65526
554	9.138882
555	6.3191814
557	10.445753
558	9.012926
559	5.7514367
560	9.482158
561	8.463374
563	8.988764
564	6.033814
565	9.433802
566	11.102122
567	1.9670414
568	5.310124
570	9.009831
571	10.363097
572	9.502866
573	6.7361436
576	5.1552944
581	5.4254527
582	5.2669635
584	10.579909
586	7.2411385
589	7.7433133
590	8.724037
591	3.7851985
592	8.456038
593	7.651146
595	11.157194
596	5.3329043
597	7.4638743
598	4.0787754
599	7.0994506
600	3.5060904
601	3.7325718
603	0.7938134
605	7.2809825
607	9.38687
608	10.33918
609	7.01657
610	7.8135037
612	3.7054942
615	7.8777876
617	6.824753
619	4.022726
620	7.957411
622	10.418189
623	8.391649
625	3.5061398
626	5.6144047
627	5.4329457
628	4.93458
629	7.066105
630	5.6612654
631	9.123998
632	6.384542
633	6.9552393
635	10.36455
636	7.880803
637	1.4693438
638	8.523509
639	7.4059577
650	3.736193
651	-39.57484
652	9.064737
655	8.597948
656	11.230235
657	4.3222437
659	-10.141107
661	3.7191203
663	-1.6117913
665	9.806448
668	11.3018675
669	8.731793
670	1.8687083
672	-7.976579
676	-1.7797418
677	5.430209
678	-21.424847
679	8.6996565
680	5.1943674
681	-8.812791
682	3.9579291
683	3.7191203
685	9.863396
686	9.631141
688	6.1755676
690	3.7191203
691	5.5927615
692	9.571719
695	-2.6692052
697	8.270111
698	5.4910607
700	9.7077875
701	10.608563
702	9.108448
703	5.0158787
705	9.472067
707	4.439942
708	5.3098125
709	8.476998
710	7.2365246
711	10.308638
712	-7.2180862
713	5.6352215
715	10.809893
716	7.1574955
717	8.385357
718	10.410052
719	-9.232501
720	9.175785
721	8.047039
722	7.150969
723	5.069546
725	6.9161773
726	4.4677505
727	7.568093
728	8.550104
729	7.796732
731	6.4326878
733	5.000031
735	9.479862
736	5.501849
737	8.112517
738	6.7839155
739	6.5925407
750	4.2367344
751	7.918067
752	7.422666
753	6.6154237
755	-19.281363
756	10.4220705
757	8.354765
758	3.5054417
759	9.289106
761	6.8825526
762	-3.1695263
766	3.71919
767	10.557952
768	4.619131
776	9.05259
777	1.4872361
778	5.502727
779	6.1808934
782	4.9638624
783	8.311786
785	9.3727255
786	4.030782
788	11.1413355
789	9.492258
790	9.720282
791	5.4900913
792	3.7191718
793	8.553746
795	7.08439
796	3.8198698
797	8.297366
798	9.7472315
799	5.622002
800	8.263626
801	5.9036136
802	9.102081
803	9.481194
807	3.7685564
809	8.8301
810	1.006568
811	3.7225206
812	8.972527
813	7.5197353
815	8.705028
816	9.361113
818	5.3098826
819	1.1441462
820	9.927668
821	5.4970756
822	7.0965014
823	7.126078
825	5.224592
826	9.773164
828	6.177439
829	1.6802003
830	3.9003873
831	6.9880805
833	-0.460456
837	8.374379
838	6.9859567
839	3.7191203
848	7.919742
850	7.0663323
851	9.51797
852	5.2297783
856	10.697962
858	9.153864
859	11.130577
860	3.7139652
862	6.4542565
863	6.917679
868	9.482286
869	9.467421
875	6.3948503
876	6.330783
877	4.219203
878	5.2455935
880	-10.03242
881	11.244034
882	10.760096
883	4.494003
885	10.806959
886	7.9812303
887	3.7226567
888	-7.342871
889	6.693816
890	11.103795
892	8.997939
893	-27.653955
895	8.927797
897	8.218411
898	6.5081487
899	6.3538356
900	9.724937
901	3.3800428
902	-13.643534
903	9.111315
905	8.896231
906	3.723319
908	-40.72413
909	9.481962
910	2.5599706
911	10.251491
912	10.050605
913	0.736065
915	3.719686
917	-14.332985
919	9.642436
920	5.050763
921	3.7191195
922	6.4652863
923	6.792499
925	4.5925965
926	9.595778
927	8.357836
928	9.146937
929	8.373138
930	8.932628
931	8.556506
932	4.3218026
933	3.7195103
935	5.309839
936	-12.980259
937	4.0037007
938	7.2863703
948	9.819536
949	4.8203435
950	9.467631
951	-1.4274005
952	9.365171
953	9.620484
955	9.466608
957	4.557425
958	9.365416
959	6.9181113
960	4.28901
962	9.823472
963	-17.478308
965	7.6866508
966	4.3456182
967	2.7640066
968	11.189406
969	9.090999
970	9.038436
972	10.250514
973	10.843417
975	-1.5401224
977	5.4730616
978	7.814721
980	11.071445
981	7.1415343
983	3.7191203
985	11.263908
987	8.394557
988	10.699693
989	4.99684
990	4.341095
993	5.497076
995	8.4625
997	6.5143476
998	3.743131
999	9.655222
1201	8.974976
1202	6.8133235
1203	6.456517
1205	4.32135
1206	6.338261
1207	5.476146
1208	10.937414
1209	7.808632
1210	4.3214173
1211	6.985313
1212	11.323257
1213	9.776395
1215	6.462566
1216	6.9129586
1217	8.5416155
1218	5.671095
1219	9.335272
1222	5.4969177
1223	7.4519176
1225	4.232378
1226	7.0744996
1227	9.344805
1228	5.215365
1229	10.64417
1230	6.667252
1231	9.820543
1234	4.319189
1236	8.933131
1238	8.472267
1239	9.588906
1255	8.345779
1256	11.944496
1258	4.3548098
1259	7.6665654
1260	4.3221054
1266	10.972064
1267	6.842292
1268	9.950459
1269	2.961219
1270	-1.7364032
1278	6.454711
1282	4.3104467
1283	5.3319764
1286	4.3260083
1287	-13.610141
1288	6.5029106
1289	6.878454
1296	9.001059
1298	-41.164806
1299	10.678452
1300	8.069252
1301	3.7193017
1306	8.937557
1308	4.439059
1309	5.399994
1311	3.719841
1313	10.781723
1314	-6.774227
1316	10.464279
1317	8.461357
1318	-0.93059665
1319	7.28994
1322	8.1239195
1323	9.345421
1324	7.0150704
1326	5.340744
1328	8.956014
1330	4.07354
1331	4.915597
1332	-0.8683671
1333	7.061167
1336	6.9869227
1337	9.977091
1338	4.218544
1339	9.482061
1358	-18.530098
1359	7.4845567
1360	8.53305
1366	9.790366
1367	-2.31696
1368	4.333728
1373	7.0605392
1376	4.3270383
1378	8.070199
1379	9.616228
1380	7.9412575
1387	9.281167
1389	3.5564606
1696	2.1332824
1872	-1.7434958
1896	6.4659996
1914	3.7190967
1965	-15.46758
1979	11.138804
2001	4.7841935
2003	-1.0699903
2004	-12.761482
2005	9.473363
2006	5.309891
2007	8.178486
2008	3.7191203
2009	-9.965704
2010	9.391345
2011	6.0636764
2012	-17.513098
2014	6.090474
2015	4.7627535
2016	-1.3036883
2017	9.869412
2019	3.7264736
2020	2.6188323
2021	9.04284
2022	4.7733636
2023	3.6599164
2024	5.1407537
2025	9.702257
2026	6.438416
2027	7.925051
2028	5.672962
2029	8.663987
2030	-32.484833
2031	1.2263985
2032	-8.102168
2033	3.9320366
2034	8.530213
2035	0.16955139
2036	3.8298945
2037	9.3787985
2038	-7.1221743
2039	0.95521903
2040	8.178361
2041	4.444807
2042	6.7669296
2043	2.0509667
2044	8.138152
2045	0.061735243
2046	-9.408293
2047	6.235209
2048	5.308945
2049	3.719122
2050	8.182193
2051	2.0544674
2052	-19.272146
2053	5.073311
2054	7.089521
2055	5.121316
2056	9.759846
2057	5.355332
2058	9.090913
2059	10.993228
2060	8.660388
2061	9.811972
2062	7.057983
2063	4.0390296
2064	5.6686487
2065	-12.996428
2066	7.052592
2067	-14.40108
2068	5.3099217
2069	8.507072
2072	8.574313
2073	3.7219303
2074	6.9950147
2075	8.735429
2076	7.4025664
2077	9.848134
2078	5.1235332
2079	7.5109653
2080	3.7191267
2081	6.309313
